"'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'"
"'[22:22:41.760]',-,-,-,-,-,-,-,-"
"'[22:22:41.768]',-,-,-,-,-,-,-,-"
"'[22:22:41.776]',-,-,-,-,-,-,-,-"
"'[22:22:41.784]',-,-,-,-,-,-,-,-"
"'[22:22:41.792]',-,-,-,-,-,-,-,-"
"'[22:22:41.800]',-,-,-,-,-,-,-,-"
"'[22:22:41.808]',-,-,-,-,-,-,-,-"
"'[22:22:41.816]',-,-,-,-,-,-,-,-"
"'[22:22:41.824]',-,-,-,-,-,-,-,-"
"'[22:22:41.832]',-,-,-,-,-,-,-,-"
"'[22:22:41.840]',-,-,-,-,-,-,-,-"
"'[22:22:41.848]',-,-,-,-,-,-,-,-"
"'[22:22:41.856]',-,-,-,-,-,-,-,-"
"'[22:22:41.864]',-,-,-,-,-,-,-,-"
"'[22:22:41.872]',-,-,-,-,-,-,-,-"
"'[22:22:41.880]',-,-,-,-,-,-,-,-"
"'[22:22:41.888]',-,-,-,-,-,-,-,-"
"'[22:22:41.896]',-,-,-,-,-,-,-,-"
"'[22:22:41.904]',-,-,-,-,-,-,-,-"
"'[22:22:41.912]',-,-,-,-,-,-,-,-"
"'[22:22:41.920]',-,-,-,-,-,-,-,-"
"'[22:22:41.928]',-,-,-,-,-,-,-,-"
"'[22:22:41.936]',-,-,-,-,-,-,-,-"
"'[22:22:41.944]',-,-,-,-,-,-,-,-"
"'[22:22:41.952]',-,-,-,-,-,-,-,-"
"'[22:22:41.960]',-,-,-,-,-,-,-,-"
"'[22:22:41.968]',-,-,-,-,-,-,-,-"
"'[22:22:41.976]',-,-,-,-,-,-,-,-"
"'[22:22:41.984]',-,-,-,-,-,-,-,-"
"'[22:22:41.992]',-,-,-,-,-,-,-,-"
"'[22:22:42.000]',-,-,-,-,-,-,-,-"
"'[22:22:42.008]',-,-,-,-,-,-,-,-"
"'[22:22:42.016]',-,-,-,-,-,-,-,-"
"'[22:22:42.024]',-,-,-,-,-,-,-,-"
"'[22:22:42.032]',-,-,-,-,-,-,-,-"
"'[22:22:42.040]',-,-,-,-,-,-,-,-"
"'[22:22:42.048]',-,-,-,-,-,-,-,-"
"'[22:22:42.056]',-,-,-,-,-,-,-,-"
"'[22:22:42.064]',-,-,-,-,-,-,-,-"
"'[22:22:42.072]',-,-,-,-,-,-,-,-"
"'[22:22:42.080]',-,-,-,-,-,-,-,-"
"'[22:22:42.088]',-,-,-,-,-,-,-,-"
"'[22:22:42.096]',-,-,-,-,-,-,-,-"
"'[22:22:42.104]',-,-,-,-,-,-,-,-"
"'[22:22:42.112]',-,-,-,-,-,-,-,-"
"'[22:22:42.120]',-,-,-,-,-,-,-,-"
"'[22:22:42.128]',-,-,-,-,-,-,-,-"
"'[22:22:42.136]',-,-,-,-,-,-,-,-"
"'[22:22:42.144]',-,-,-,-,-,-,-,-"
"'[22:22:42.152]',-,-,-,-,-,-,-,-"
"'[22:22:42.160]',-,-,-,-,-,-,-,-"
"'[22:22:42.168]',-,-,-,-,-,-,-,-"
"'[22:22:42.176]',-,-,-,-,-,-,-,-"
"'[22:22:42.184]',-,-,-,-,-,-,-,-"
"'[22:22:42.192]',-,-,-,-,-,-,-,-"
"'[22:22:42.200]',-,-,-,-,-,-,-,-"
"'[22:22:42.208]',-,-,-,-,-,-,-,-"
"'[22:22:42.216]',-,-,-,-,-,-,-,-"
"'[22:22:42.224]',-,-,-,-,-,-,-,-"
"'[22:22:42.232]',-,-,-,-,-,-,-,-"
"'[22:22:42.240]',-,-,-,-,-,-,-,-"
"'[22:22:42.248]',-,-,-,-,-,-,-,-"
"'[22:22:42.256]',-,-,-,-,-,-,-,-"
"'[22:22:42.264]',-,-,-,-,-,-,-,-"
"'[22:22:42.272]',-,-,-,-,-,-,-,-"
"'[22:22:42.280]',-,-,-,-,-,-,-,-"
"'[22:22:42.288]',-,-,-,-,-,-,-,-"
"'[22:22:42.296]',-,-,-,-,-,-,-,-"
"'[22:22:42.304]',-,-,-,-,-,-,-,-"
"'[22:22:42.312]',-,-,-,-,-,-,-,-"
"'[22:22:42.320]',-,-,-,-,-,-,-,-"
"'[22:22:42.328]',-,-,-,-,-,-,-,-"
"'[22:22:42.336]',-,-,-,-,-,-,-,-"
"'[22:22:42.344]',-,-,-,-,-,-,-,-"
"'[22:22:42.352]',-,-,-,-,-,-,-,-"
"'[22:22:42.360]',-,-,-,-,-,-,-,-"
"'[22:22:42.368]',-,-,-,-,-,-,-,-"
"'[22:22:42.376]',-,-,-,-,-,-,-,-"
"'[22:22:42.384]',-,-,-,-,-,-,-,-"
"'[22:22:42.392]',-,-,-,-,-,-,-,-"
"'[22:22:42.400]',-,-,-,-,-,-,-,-"
"'[22:22:42.408]',-,-,-,-,-,-,-,-"
"'[22:22:42.416]',-,-,-,-,-,-,-,-"
"'[22:22:42.424]',-,-,-,-,-,-,-,-"
"'[22:22:42.432]',-,-,-,-,-,-,-,-"
"'[22:22:42.440]',-,-,-,-,-,-,-,-"
"'[22:22:42.448]',-,-,-,-,-,-,-,-"
"'[22:22:42.456]',-,-,-,-,-,-,-,-"
"'[22:22:42.464]',-,-,-,-,-,-,-,-"
"'[22:22:42.472]',-,-,-,-,-,-,-,-"
"'[22:22:42.480]',-,-,-,-,-,-,-,-"
"'[22:22:42.488]',-,-,-,-,-,-,-,-"
"'[22:22:42.496]',-,-,-,-,-,-,-,-"
"'[22:22:42.504]',-,-,-,-,-,-,-,-"
"'[22:22:42.512]',-,-,-,-,-,-,-,-"
"'[22:22:42.520]',-,-,-,-,-,-,-,-"
"'[22:22:42.528]',-,-,-,-,-,-,-,-"
"'[22:22:42.536]',-,-,-,-,-,-,-,-"
"'[22:22:42.544]',-,-,-,-,-,-,-,-"
"'[22:22:42.552]',-,-,-,-,-,-,-,-"
"'[22:22:42.560]',-,-,-,-,-,-,-,-"
"'[22:22:42.568]',-,-,-,-,-,-,-,-"
"'[22:22:42.576]',-,-,-,-,-,-,-,-"
"'[22:22:42.584]',-,-,-,-,-,-,-,-"
"'[22:22:42.592]',-,-,-,-,-,-,-,-"
"'[22:22:42.600]',-,-,-,-,-,-,-,-"
"'[22:22:42.608]',-,-,-,-,-,-,-,-"
"'[22:22:42.616]',-,-,-,-,-,-,-,-"
"'[22:22:42.624]',-,-,-,-,-,-,-,-"
"'[22:22:42.632]',-,-,-,-,-,-,-,-"
"'[22:22:42.640]',-,-,-,-,-,-,-,-"
"'[22:22:42.648]',-,-,-,-,-,-,-,-"
"'[22:22:42.656]',-,-,-,-,-,-,-,-"
"'[22:22:42.664]',-,-,-,-,-,-,-,-"
"'[22:22:42.672]',-,-,-,-,-,-,-,-"
"'[22:22:42.680]',-,-,-,-,-,-,-,-"
"'[22:22:42.688]',-,-,-,-,-,-,-,-"
"'[22:22:42.696]',-,-,-,-,-,-,-,-"
"'[22:22:42.704]',-,-,-,-,-,-,-,-"
"'[22:22:42.712]',-,-,-,-,-,-,-,-"
"'[22:22:42.720]',-,-,-,-,-,-,-,-"
"'[22:22:42.728]',-,-,-,-,-,-,-,-"
"'[22:22:42.736]',-,-,-,-,-,-,-,-"
"'[22:22:42.744]',-,-,-,-,-,-,-,-"
"'[22:22:42.752]',-,-,-,-,-,-,-,-"
"'[22:22:42.760]',-,-,-,-,-,-,-,-"
"'[22:22:42.768]',-,-,-,-,-,-,-,-"
"'[22:22:42.776]',-,-,-,-,-,-,-,-"
"'[22:22:42.784]',-,-,-,-,-,-,-,-"
"'[22:22:42.792]',-,-,-,-,-,-,-,-"
"'[22:22:42.800]',-,-,-,-,-,-,-,-"
"'[22:22:42.808]',-,-,-,-,-,-,-,-"
"'[22:22:42.816]',-,-,-,-,-,-,-,-"
"'[22:22:42.824]',-,-,-,-,-,-,-,-"
"'[22:22:42.832]',-,-,-,-,-,-,-,-"
"'[22:22:42.840]',-,-,-,-,-,-,-,-"
"'[22:22:42.848]',-,-,-,-,-,-,-,-"
"'[22:22:42.856]',-,-,-,-,-,-,-,-"
"'[22:22:42.864]',-,-,-,-,-,-,-,-"
"'[22:22:42.872]',-,-,-,-,-,-,-,-"
"'[22:22:42.880]',-,-,-,-,-,-,-,-"
"'[22:22:42.888]',-,-,-,-,-,-,-,-"
"'[22:22:42.896]',-,-,-,-,-,-,-,-"
"'[22:22:42.904]',-,-,-,-,-0.518,2.184,-,0.000"
"'[22:22:42.912]',-,-,-,-,0.007,2.139,-,0.000"
"'[22:22:42.920]',-,-,-,-,0.062,2.099,-,0.000"
"'[22:22:42.928]',-,-,-,-,0.119,2.061,-,0.000"
"'[22:22:42.936]',-,-,-,-,0.177,2.027,-,0.000"
"'[22:22:42.944]',-,-,-,-,0.236,1.999,-,0.000"
"'[22:22:42.952]',-,-,-,-,0.287,1.974,-,0.000"
"'[22:22:42.960]',-,-,-,-,0.340,1.952,-,0.000"
"'[22:22:42.968]',-,-,-,-,0.387,1.933,-,0.000"
"'[22:22:42.976]',-,-,-,-,0.434,1.917,-,0.000"
"'[22:22:42.984]',-,-,-,-,0.478,1.909,-,0.000"
"'[22:22:42.992]',-,-,-,-,0.522,1.899,-,0.000"
"'[22:22:43.000]',-,-,-,-,0.564,1.889,-,0.000"
"'[22:22:43.008]',-,-,-,-,0.606,1.881,-,0.000"
"'[22:22:43.016]',-,-,-,-,0.641,1.871,-,0.000"
"'[22:22:43.024]',-,-,-,-,0.676,1.860,-,0.000"
"'[22:22:43.032]',-,-,-,-,0.705,1.848,-,0.000"
"'[22:22:43.040]',-,-,-,-,0.734,1.834,-,0.000"
"'[22:22:43.048]',-,-,-,-,0.757,1.815,-,0.000"
"'[22:22:43.056]',-,-,-,-,0.780,1.800,-,0.000"
"'[22:22:43.064]',-,-,-,-,0.796,1.786,-,0.000"
"'[22:22:43.072]',-,-,-,-,0.813,1.774,-,0.000"
"'[22:22:43.080]',-,-,-,-,0.823,1.768,-,0.000"
"'[22:22:43.088]',-,-,-,-,0.834,1.765,-,0.000"
"'[22:22:43.096]',-,-,-,-,0.838,1.758,-,0.000"
"'[22:22:43.104]',-,-,-,-,0.843,1.748,-,0.000"
"'[22:22:43.112]',-,-,-,-,0.845,1.740,-,0.000"
"'[22:22:43.120]',-,-,-,-,0.847,1.730,-,0.000"
"'[22:22:43.128]',-,-,-,-,0.845,1.717,-,0.000"
"'[22:22:43.136]',-,-,-,-,0.844,1.704,-,0.000"
"'[22:22:43.144]',-,-,-,-,0.841,1.698,-,0.000"
"'[22:22:43.152]',-,-,-,-,0.838,1.695,-,0.000"
"'[22:22:43.160]',-,-,-,-,0.834,1.693,-,0.000"
"'[22:22:43.168]',-,-,-,-,0.829,1.692,-,0.000"
"'[22:22:43.176]',-,-,-,-,0.825,1.692,-,0.000"
"'[22:22:43.184]',-,-,-,-,0.822,1.692,-,0.000"
"'[22:22:43.192]',-,-,-,-,0.818,1.692,-,0.000"
"'[22:22:43.200]',-,-,-,-,0.815,1.692,-,0.000"
"'[22:22:43.208]',-,-,-,-,0.813,1.692,-,0.000"
"'[22:22:43.216]',-,-,-,-,0.811,1.686,-,0.000"
"'[22:22:43.224]',-,-,-,-,0.811,1.674,-,0.000"
"'[22:22:43.232]',-,-,-,-,0.812,1.663,-,0.000"
"'[22:22:43.240]',-,-,-,-,0.816,1.654,-,0.000"
"'[22:22:43.248]',-,-,-,-,0.819,1.655,-,0.000"
"'[22:22:43.256]',-,-,-,-,0.825,1.676,-,0.000"
"'[22:22:43.264]',-,-,-,-,0.831,1.721,-,0.000"
"'[22:22:43.272]',-,-,-,-,0.838,1.794,-,0.000"
"'[22:22:43.280]',-,-,-,-,0.845,1.893,-,0.000"
"'[22:22:43.288]',-,-,-,-,0.852,2.017,-,0.000"
"'[22:22:43.296]',-,-,-,-,0.859,2.153,-,0.000"
"'[22:22:43.304]',-,-,-,-,0.869,2.292,-,0.000"
"'[22:22:43.312]',-,-,-,-,0.879,2.405,-,0.000"
"'[22:22:43.320]',-,-,-,-,0.890,2.494,-,0.000"
"'[22:22:43.328]',-,-,-,-,0.902,2.570,-,0.000"
"'[22:22:43.336]',-,-,-,-,0.913,2.623,-,0.000"
"'[22:22:43.344]',-,-,-,-,0.924,2.649,-,0.000"
"'[22:22:43.352]',-,-,-,-,0.935,2.653,-,0.000"
"'[22:22:43.360]',-,-,-,-,0.945,2.637,-,0.000"
"'[22:22:43.368]',-,-,-,-,0.956,2.607,-,0.000"
"'[22:22:43.376]',-,-,-,-,0.968,2.568,-,0.000"
"'[22:22:43.384]',-,-,-,-,0.981,2.526,-,0.000"
"'[22:22:43.392]',-,-,-,-,0.994,2.478,-,0.000"
"'[22:22:43.400]',-,-,-,-,1.007,2.425,-,0.000"
"'[22:22:43.408]',-,-,-,-,1.020,2.375,-,0.000"
"'[22:22:43.416]',-,-,-,-,1.032,2.327,-,0.000"
"'[22:22:43.424]',-,-,-,-,1.044,2.275,-,0.000"
"'[22:22:43.432]',-,-,-,-,1.056,2.219,-,0.000"
"'[22:22:43.440]',-,-,-,-,1.067,2.162,-,0.000"
"'[22:22:43.448]',-,-,-,-,1.078,2.105,-,0.000"
"'[22:22:43.456]',-,-,-,-,1.088,2.047,-,0.000"
"'[22:22:43.464]',-,-,-,-,1.099,1.991,-,0.000"
"'[22:22:43.472]',-,-,-,-,1.109,1.940,-,0.000"
"'[22:22:43.480]',-,-,-,-,1.120,1.924,-,0.000"
"'[22:22:43.488]',-,-,-,-,1.131,1.926,-,0.000"
"'[22:22:43.496]',-,-,-,-,1.140,1.908,-,0.000"
"'[22:22:43.504]',-,-,-,-,1.150,1.880,-,0.000"
"'[22:22:43.512]',-,-,-,-,1.158,1.854,-,0.000"
"'[22:22:43.520]',-,-,-,-,1.167,1.834,-,0.000"
"'[22:22:43.528]',-,-,-,-,1.176,1.817,-,0.000"
"'[22:22:43.536]',-,-,-,-,1.186,1.804,-,0.000"
"'[22:22:43.544]',-,-,-,-,1.196,1.793,-,0.000"
"'[22:22:43.552]',-,-,-,-,1.208,1.782,-,0.000"
"'[22:22:43.560]',-,-,-,-,1.219,1.772,-,0.000"
"'[22:22:43.568]',-,-,-,-,1.231,1.762,-,0.000"
"'[22:22:43.576]',-,-,-,-,1.243,1.753,-,0.000"
"'[22:22:43.584]',-,-,-,-,1.255,1.743,-,0.000"
"'[22:22:43.592]',-,-,-,-,1.266,1.733,-,0.000"
"'[22:22:43.600]',-,-,-,-,1.277,1.723,-,0.000"
"'[22:22:43.608]',-,-,-,-,1.287,1.717,-,0.000"
"'[22:22:43.616]',-,-,-,-,1.297,1.711,-,0.000"
"'[22:22:43.624]',-,-,-,-,1.308,1.701,-,0.000"
"'[22:22:43.632]',-,-,-,-,1.319,1.683,-,0.000"
"'[22:22:43.640]',-,-,-,-,1.330,1.666,-,0.000"
"'[22:22:43.648]',-,-,-,-,1.342,1.647,-,0.000"
"'[22:22:43.656]',-,-,-,-,1.352,1.624,-,0.000"
"'[22:22:43.664]',-,-,-,-,1.363,1.597,-,0.000"
"'[22:22:43.672]',-,-,-,-,1.372,1.570,-,0.000"
"'[22:22:43.680]',-,-,-,-,1.382,1.544,-,0.000"
"'[22:22:43.688]',-,-,-,-,1.393,1.522,-,0.000"
"'[22:22:43.696]',-,-,-,-,1.404,1.501,-,0.000"
"'[22:22:43.704]',-,-,-,-,1.416,1.486,-,0.000"
"'[22:22:43.712]',-,-,-,-,1.429,1.473,-,0.000"
"'[22:22:43.720]',-,-,-,-,1.442,1.457,-,0.000"
"'[22:22:43.728]',-,-,-,-,1.457,1.440,-,0.000"
"'[22:22:43.736]',-,-,-,-,1.471,1.421,-,0.000"
"'[22:22:43.744]',-,-,-,-,1.486,1.408,-,0.000"
"'[22:22:43.752]',-,-,-,-,1.500,1.399,-,0.000"
"'[22:22:43.760]',-,-,-,-,1.513,1.389,-,0.000"
"'[22:22:43.768]',-,-,-,-,1.526,1.382,-,0.000"
"'[22:22:43.776]',-,-,-,-,1.539,1.376,-,0.000"
"'[22:22:43.784]',-,-,-,-,1.552,1.369,-,0.000"
"'[22:22:43.792]',-,-,-,-,1.564,1.360,-,0.000"
"'[22:22:43.800]',-,-,-,-,1.576,1.351,-,0.000"
"'[22:22:43.808]',-,-,-,-,1.589,1.344,-,0.000"
"'[22:22:43.816]',-,-,-,-,1.599,1.340,-,0.000"
"'[22:22:43.824]',-,-,-,-,1.609,1.338,-,0.000"
"'[22:22:43.832]',-,-,-,-,1.617,1.340,-,0.000"
"'[22:22:43.840]',-,-,-,-,1.625,1.353,-,0.000"
"'[22:22:43.848]',-,-,-,-,1.631,1.385,-,0.000"
"'[22:22:43.856]',-,-,-,-,1.637,1.438,-,0.000"
"'[22:22:43.864]',-,-,-,-,1.640,1.509,-,0.000"
"'[22:22:43.872]',-,-,-,-,1.643,1.602,-,0.000"
"'[22:22:43.880]',-,-,-,-,1.642,1.709,-,0.000"
"'[22:22:43.888]',-,-,-,-,1.641,1.816,-,0.000"
"'[22:22:43.896]',-,-,-,-,1.636,1.920,-,0.000"
"'[22:22:43.904]',-,-,-,-,1.631,2.003,-,0.000"
"'[22:22:43.912]',-,-,-,-,1.622,2.064,-,0.000"
"'[22:22:43.920]',-,-,-,-,1.615,2.113,-,0.000"
"'[22:22:43.928]',-,-,-,-,1.604,2.148,-,0.000"
"'[22:22:43.936]',-,-,-,-,1.594,2.162,-,0.000"
"'[22:22:43.944]',-,-,-,-,1.579,2.157,-,0.000"
"'[22:22:43.952]',-,-,-,-,1.563,2.139,-,0.000"
"'[22:22:43.960]',-,-,-,-,1.543,2.108,-,0.000"
"'[22:22:43.968]',-,-,-,-,1.523,2.065,-,0.000"
"'[22:22:43.976]',-,-,-,-,1.503,2.012,-,0.000"
"'[22:22:43.984]',-,-,-,-,1.482,1.946,-,0.000"
"'[22:22:43.992]',-,-,-,-,1.460,1.873,-,0.000"
"'[22:22:44.000]',-,-,-,-,1.439,1.794,-,0.000"
"'[22:22:44.008]',-,-,-,-,1.413,1.725,-,0.000"
"'[22:22:44.016]',-,-,-,-,1.387,1.668,-,0.000"
"'[22:22:44.024]',-,-,-,-,1.356,1.605,-,0.000"
"'[22:22:44.032]',-,-,-,-,1.325,1.543,-,0.000"
"'[22:22:44.040]',-,-,-,-,1.290,1.485,-,0.000"
"'[22:22:44.048]',-,-,-,-,1.256,1.437,-,0.000"
"'[22:22:44.056]',-,-,-,-,1.219,1.401,-,0.000"
"'[22:22:44.064]',-,-,-,-,1.182,1.373,-,0.000"
"'[22:22:44.072]',-,-,-,-,1.147,1.350,-,0.000"
"'[22:22:44.080]',-,-,-,-,1.113,1.334,-,0.000"
"'[22:22:44.088]',-,-,-,-,1.080,1.326,-,0.000"
"'[22:22:44.096]',-,-,-,-,1.047,1.323,-,0.000"
"'[22:22:44.104]',-,-,-,-,1.011,1.323,-,0.000"
"'[22:22:44.112]',-,-,-,-,0.976,1.325,-,0.000"
"'[22:22:44.120]',-,-,-,-,0.939,1.324,-,0.000"
"'[22:22:44.128]',-,-,-,-,0.903,1.309,-,0.000"
"'[22:22:44.136]',-,-,-,-,0.868,1.268,-,0.000"
"'[22:22:44.144]',-,-,-,-,0.834,1.193,-,0.000"
"'[22:22:44.152]',-,-,-,-,0.802,1.078,-,0.000"
"'[22:22:44.160]',-,-,-,-,0.770,0.928,-,0.000"
"'[22:22:44.168]',-,-,-,-,0.735,0.755,-,0.000"
"'[22:22:44.176]',-,-,-,-,0.701,0.580,-,0.000"
"'[22:22:44.184]',-,-,-,-,0.665,0.417,-,0.000"
"'[22:22:44.192]',-,-,-,-,0.630,0.275,-,0.000"
"'[22:22:44.200]',-,-,-,-,0.594,0.155,-,0.000"
"'[22:22:44.208]',-,-,-,-,0.558,0.077,-,0.000"
"'[22:22:44.216]',-,-,-,-,0.522,0.038,-,0.000"
"'[22:22:44.224]',-,-,-,-,0.487,0.019,-,0.000"
"'[22:22:44.232]',-,-,-,-,0.455,0.009,-,0.000"
"'[22:22:44.240]',-,-,-,-,0.424,0.004,-,0.000"
"'[22:22:44.248]',-,-,-,-,0.394,0.002,-,0.000"
"'[22:22:44.256]',-,-,-,-,0.365,0.001,-,0.000"
"'[22:22:44.264]',-,-,-,-,0.334,0.000,-,0.000"
"'[22:22:44.272]',-,-,-,-,0.303,0.000,-,0.000"
"'[22:22:44.280]',-,-,-,-,0.271,0.000,-,0.000"
"'[22:22:44.288]',-,-,-,-,0.239,0.011,-,0.000"
"'[22:22:44.296]',-,-,-,-,0.211,0.126,-,0.000"
"'[22:22:44.304]',-,-,-,-,0.182,0.329,-,0.000"
"'[22:22:44.312]',-,-,-,-,0.156,0.551,-,0.000"
"'[22:22:44.320]',-,-,-,-,0.130,0.784,-,0.000"
"'[22:22:44.328]',-,-,-,-,0.104,0.975,-,0.000"
"'[22:22:44.336]',-,-,-,-,0.078,1.101,-,0.000"
"'[22:22:44.344]',-,-,-,-,0.052,1.171,-,0.000"
"'[22:22:44.352]',-,-,-,-,0.026,1.206,-,0.000"
"'[22:22:44.360]',-,-,-,-,0.002,1.224,-,0.000"
"'[22:22:44.368]',-,-,-,-,-0.023,1.233,-,0.000"
"'[22:22:44.376]',-,-,-,-,-0.045,1.241,-,0.000"
"'[22:22:44.384]',-,-,-,-,-0.068,1.255,-,0.000"
"'[22:22:44.392]',-,-,-,-,-0.087,1.272,-,0.000"
