'Time','II','PLETH','ABP'
'[10:17:23.664]',0.184,0.420,64.740
'[10:17:23.672]',0.173,0.467,64.167
'[10:17:23.680]',0.200,0.518,64.167
'[10:17:23.688]',0.263,0.569,63.021
'[10:17:23.696]',0.341,0.616,64.167
'[10:17:23.704]',0.431,0.655,64.167
'[10:17:23.712]',0.514,0.690,64.167
'[10:17:23.720]',0.569,0.718,64.740
'[10:17:23.728]',0.600,0.737,64.740
'[10:17:23.736]',0.616,0.749,64.740
'[10:17:23.744]',0.624,0.753,64.740
'[10:17:23.752]',0.635,0.757,64.740
'[10:17:23.760]',0.647,0.753,64.167
'[10:17:23.768]',0.651,0.749,64.167
'[10:17:23.776]',0.655,0.737,64.167
'[10:17:23.784]',0.667,0.722,64.167
'[10:17:23.792]',0.671,0.702,64.740
'[10:17:23.800]',0.682,0.678,64.740
'[10:17:23.808]',0.682,0.655,64.167
'[10:17:23.816]',0.690,0.631,62.448
'[10:17:23.824]',0.694,0.604,61.875
'[10:17:23.832]',0.706,0.576,62.448
'[10:17:23.840]',0.714,0.553,63.021
'[10:17:23.848]',0.714,0.533,63.021
'[10:17:23.856]',0.722,0.514,63.021
'[10:17:23.864]',0.722,0.494,63.021
'[10:17:23.872]',0.714,0.478,62.448
'[10:17:23.880]',0.702,0.467,62.448
'[10:17:23.888]',0.682,0.463,61.875
'[10:17:23.896]',0.667,0.459,61.875
'[10:17:23.904]',0.647,0.459,60.729
'[10:17:23.912]',0.620,0.463,60.729
'[10:17:23.920]',0.600,0.471,60.729
'[10:17:23.928]',0.580,0.475,60.729
'[10:17:23.936]',0.565,0.482,60.729
'[10:17:23.944]',0.557,0.486,60.729
'[10:17:23.952]',0.545,0.490,63.021
'[10:17:23.960]',0.541,0.494,66.459
'[10:17:23.968]',0.541,0.494,70.469
'[10:17:23.976]',0.541,0.490,75.052
'[10:17:23.984]',0.541,0.490,79.063
'[10:17:23.992]',0.545,0.482,83.073
'[10:17:24.000]',0.541,0.478,85.938
'[10:17:24.008]',0.533,0.467,88.802
'[10:17:24.016]',0.533,0.459,91.667
'[10:17:24.024]',0.541,0.447,95.104
'[10:17:24.032]',0.545,0.435,97.396
'[10:17:24.040]',0.533,0.424,98.542
'[10:17:24.048]',0.525,0.416,96.823
'[10:17:24.056]',0.506,0.404,95.104
'[10:17:24.064]',0.494,0.392,94.531
'[10:17:24.072]',0.490,0.380,95.104
'[10:17:24.080]',0.490,0.369,95.104
'[10:17:24.088]',0.490,0.357,95.104
'[10:17:24.096]',0.490,0.345,93.959
'[10:17:24.104]',0.490,0.337,90.521
'[10:17:24.112]',0.486,0.325,87.656
'[10:17:24.120]',0.490,0.318,85.365
'[10:17:24.128]',0.498,0.306,83.073
'[10:17:24.136]',0.514,0.302,80.209
'[10:17:24.144]',0.498,0.298,77.344
'[10:17:24.152]',0.435,0.298,75.052
'[10:17:24.160]',0.349,0.302,72.761
'[10:17:24.168]',0.275,0.314,70.469
'[10:17:24.176]',0.216,0.333,68.750
'[10:17:24.184]',0.184,0.361,67.031
'[10:17:24.192]',0.180,0.396,67.031
'[10:17:24.200]',0.184,0.439,66.459
'[10:17:24.208]',0.173,0.486,65.886
'[10:17:24.216]',0.208,0.533,64.740
'[10:17:24.224]',0.271,0.580,64.740
'[10:17:24.232]',0.349,0.624,64.740
'[10:17:24.240]',0.435,0.659,64.740
'[10:17:24.248]',0.510,0.682,64.740
'[10:17:24.256]',0.565,0.706,64.740
'[10:17:24.264]',0.600,0.725,64.740
'[10:17:24.272]',0.620,0.737,65.886
'[10:17:24.280]',0.631,0.749,65.886
'[10:17:24.288]',0.639,0.749,64.740
'[10:17:24.296]',0.651,0.749,64.740
'[10:17:24.304]',0.655,0.745,64.167
'[10:17:24.312]',0.667,0.733,64.740
'[10:17:24.320]',0.671,0.722,65.886
'[10:17:24.328]',0.682,0.706,66.459
'[10:17:24.336]',0.686,0.686,64.740
'[10:17:24.344]',0.690,0.671,63.021
'[10:17:24.352]',0.694,0.647,62.448
'[10:17:24.360]',0.702,0.624,62.448
'[10:17:24.368]',0.710,0.600,62.448
'[10:17:24.376]',0.714,0.573,62.448
'[10:17:24.384]',0.722,0.549,61.875
'[10:17:24.392]',0.725,0.525,60.729
'[10:17:24.400]',0.725,0.506,60.729
'[10:17:24.408]',0.714,0.490,60.156
'[10:17:24.416]',0.702,0.478,60.729
'[10:17:24.424]',0.686,0.471,60.156
'[10:17:24.432]',0.667,0.467,60.156
'[10:17:24.440]',0.647,0.463,59.583
'[10:17:24.448]',0.624,0.463,58.438
'[10:17:24.456]',0.604,0.467,57.865
'[10:17:24.464]',0.584,0.471,57.865
'[10:17:24.472]',0.565,0.475,57.865
'[10:17:24.480]',0.557,0.475,58.438
'[10:17:24.488]',0.545,0.478,60.729
'[10:17:24.496]',0.541,0.478,63.021
'[10:17:24.504]',0.541,0.478,67.031
'[10:17:24.512]',0.533,0.475,71.615
'[10:17:24.520]',0.541,0.467,76.771
'[10:17:24.528]',0.545,0.459,80.209
'[10:17:24.536]',0.545,0.455,83.646
'[10:17:24.544]',0.541,0.447,86.511
'[10:17:24.552]',0.541,0.439,88.802
'[10:17:24.560]',0.545,0.427,91.667
'[10:17:24.568]',0.549,0.416,93.959
'[10:17:24.576]',0.545,0.404,95.104
'[10:17:24.584]',0.529,0.392,96.250
'[10:17:24.592]',0.514,0.380,95.104
'[10:17:24.600]',0.494,0.369,95.104
'[10:17:24.608]',0.490,0.357,94.531
'[10:17:24.616]',0.490,0.345,94.531
'[10:17:24.624]',0.490,0.333,92.813
'[10:17:24.632]',0.486,0.322,91.667
'[10:17:24.640]',0.486,0.314,88.802
'[10:17:24.648]',0.478,0.306,86.511
'[10:17:24.656]',0.478,0.294,84.219
'[10:17:24.664]',0.494,0.286,81.354
'[10:17:24.672]',0.514,0.275,79.063
'[10:17:24.680]',0.506,0.267,76.771
'[10:17:24.688]',0.455,0.263,73.334
'[10:17:24.696]',0.373,0.263,71.042
'[10:17:24.704]',0.298,0.271,69.323
'[10:17:24.712]',0.239,0.286,68.177
'[10:17:24.720]',0.192,0.314,67.031
'[10:17:24.728]',0.184,0.349,66.459
'[10:17:24.736]',0.184,0.384,64.740
'[10:17:24.744]',0.169,0.424,64.167
'[10:17:24.752]',0.188,0.471,64.167
'[10:17:24.760]',0.243,0.518,63.021
'[10:17:24.768]',0.318,0.561,63.021
'[10:17:24.776]',0.408,0.604,64.167
'[10:17:24.784]',0.498,0.639,64.167
'[10:17:24.792]',0.561,0.671,64.167
'[10:17:24.800]',0.600,0.690,64.740
'[10:17:24.808]',0.620,0.710,64.740
'[10:17:24.816]',0.635,0.718,64.740
'[10:17:24.824]',0.647,0.722,64.740
'[10:17:24.832]',0.651,0.722,64.740
'[10:17:24.840]',0.655,0.718,64.167
'[10:17:24.848]',0.667,0.710,64.167
'[10:17:24.856]',0.671,0.694,64.167
'[10:17:24.864]',0.675,0.682,64.167
'[10:17:24.872]',0.682,0.663,64.167
'[10:17:24.880]',0.686,0.639,63.021
'[10:17:24.888]',0.690,0.616,63.021
'[10:17:24.896]',0.694,0.588,63.021
'[10:17:24.904]',0.706,0.565,62.448
'[10:17:24.912]',0.710,0.537,62.448
'[10:17:24.920]',0.714,0.514,62.448
'[10:17:24.928]',0.722,0.490,61.875
'[10:17:24.936]',0.725,0.471,61.875
'[10:17:24.944]',0.722,0.459,61.875
'[10:17:24.952]',0.710,0.447,60.729
'[10:17:24.960]',0.690,0.439,60.729
'[10:17:24.968]',0.671,0.435,60.156
'[10:17:24.976]',0.655,0.431,59.583
'[10:17:24.984]',0.639,0.435,58.438
'[10:17:24.992]',0.620,0.439,58.438
'[10:17:25.000]',0.600,0.443,57.865
'[10:17:25.008]',0.584,0.451,57.865
'[10:17:25.016]',0.569,0.455,57.865
'[10:17:25.024]',0.561,0.463,58.438
'[10:17:25.032]',0.557,0.463,60.156
'[10:17:25.040]',0.549,0.467,63.021
'[10:17:25.048]',0.545,0.467,67.031
'[10:17:25.056]',0.549,0.463,71.615
'[10:17:25.064]',0.561,0.459,77.344
'[10:17:25.072]',0.557,0.451,81.354
'[10:17:25.080]',0.557,0.443,84.219
'[10:17:25.088]',0.557,0.435,86.511
'[10:17:25.096]',0.557,0.424,88.802
'[10:17:25.104]',0.561,0.416,91.667
'[10:17:25.112]',0.549,0.404,92.813
'[10:17:25.120]',0.533,0.392,94.531
'[10:17:25.128]',0.514,0.380,95.104
'[10:17:25.136]',0.498,0.369,94.531
'[10:17:25.144]',0.494,0.361,93.959
'[10:17:25.152]',0.494,0.353,92.813
'[10:17:25.160]',0.494,0.341,92.240
'[10:17:25.168]',0.490,0.329,90.521
'[10:17:25.176]',0.486,0.322,88.802
'[10:17:25.184]',0.486,0.310,87.656
'[10:17:25.192]',0.486,0.298,84.219
'[10:17:25.200]',0.494,0.286,81.927
'[10:17:25.208]',0.510,0.278,79.063
'[10:17:25.216]',0.514,0.267,76.771
'[10:17:25.224]',0.455,0.259,74.479
'[10:17:25.232]',0.380,0.259,71.615
'[10:17:25.240]',0.306,0.259,69.323
'[10:17:25.248]',0.247,0.267,68.177
'[10:17:25.256]',0.208,0.282,66.459
'[10:17:25.264]',0.200,0.310,65.886
'[10:17:25.272]',0.188,0.345,64.740
'[10:17:25.280]',0.169,0.388,64.167
'[10:17:25.288]',0.184,0.435,64.167
'[10:17:25.296]',0.243,0.486,63.021
'[10:17:25.304]',0.318,0.537,63.021
'[10:17:25.312]',0.408,0.584,64.167
'[10:17:25.320]',0.506,0.624,64.167
'[10:17:25.328]',0.565,0.655,64.167
'[10:17:25.336]',0.600,0.678,64.167
'[10:17:25.344]',0.620,0.694,64.167
'[10:17:25.352]',0.631,0.706,64.167
'[10:17:25.360]',0.635,0.714,64.167
'[10:17:25.368]',0.647,0.714,64.167
'[10:17:25.376]',0.651,0.710,64.167
'[10:17:25.384]',0.659,0.706,64.167
'[10:17:25.392]',0.667,0.694,64.167
'[10:17:25.400]',0.671,0.678,64.167
'[10:17:25.408]',0.682,0.659,63.021
'[10:17:25.416]',0.686,0.639,63.021
'[10:17:25.424]',0.690,0.616,63.021
'[10:17:25.432]',0.694,0.596,63.021
'[10:17:25.440]',0.706,0.573,63.021
'[10:17:25.448]',0.714,0.549,62.448
'[10:17:25.456]',0.722,0.522,62.448
'[10:17:25.464]',0.725,0.498,62.448
'[10:17:25.472]',0.725,0.478,61.875
'[10:17:25.480]',0.722,0.459,61.875
'[10:17:25.488]',0.710,0.443,61.875
'[10:17:25.496]',0.694,0.431,60.729
'[10:17:25.504]',0.675,0.424,60.729
'[10:17:25.512]',0.655,0.424,60.156
'[10:17:25.520]',0.635,0.424,59.583
'[10:17:25.528]',0.612,0.427,58.438
'[10:17:25.536]',0.596,0.431,57.865
'[10:17:25.544]',0.580,0.439,57.292
'[10:17:25.552]',0.565,0.447,57.292
'[10:17:25.560]',0.557,0.451,58.438
'[10:17:25.568]',0.545,0.459,61.875
'[10:17:25.576]',0.541,0.463,65.886
'[10:17:25.584]',0.545,0.463,69.323
'[10:17:25.592]',0.549,0.463,74.479
'[10:17:25.600]',0.557,0.459,77.917
'[10:17:25.608]',0.561,0.455,81.927
'[10:17:25.616]',0.557,0.447,85.365
'[10:17:25.624]',0.557,0.439,87.656
'[10:17:25.632]',0.557,0.431,89.948
'[10:17:25.640]',0.545,0.420,92.813
'[10:17:25.648]',0.533,0.412,94.531
'[10:17:25.656]',0.525,0.400,95.104
'[10:17:25.664]',0.506,0.388,95.104
'[10:17:25.672]',0.494,0.376,95.104
'[10:17:25.680]',0.490,0.365,94.531
'[10:17:25.688]',0.490,0.357,93.959
'[10:17:25.696]',0.490,0.345,92.240
'[10:17:25.704]',0.486,0.333,90.521
'[10:17:25.712]',0.486,0.322,88.802
'[10:17:25.720]',0.478,0.310,87.656
'[10:17:25.728]',0.478,0.302,85.365
'[10:17:25.736]',0.494,0.294,81.927
'[10:17:25.744]',0.514,0.286,79.636
'[10:17:25.752]',0.506,0.278,76.771
'[10:17:25.760]',0.455,0.275,74.479
'[10:17:25.768]',0.380,0.271,71.615
'[10:17:25.776]',0.310,0.275,69.323
'[10:17:25.784]',0.247,0.286,67.031
'[10:17:25.792]',0.208,0.306,66.459
'[10:17:25.800]',0.204,0.337,64.740
'[10:17:25.808]',0.188,0.376,64.167
'[10:17:25.816]',0.169,0.420,64.167
'[10:17:25.824]',0.184,0.471,63.021
'[10:17:25.832]',0.239,0.510,63.021
'[10:17:25.840]',0.314,0.549,64.167
'[10:17:25.848]',0.404,0.588,64.167
'[10:17:25.856]',0.494,0.627,64.167
'[10:17:25.864]',0.561,0.659,63.021
'[10:17:25.872]',0.596,0.682,63.021
'[10:17:25.880]',0.612,0.702,62.448
'[10:17:25.888]',0.624,0.714,63.021
'[10:17:25.896]',0.631,0.722,64.167
'[10:17:25.904]',0.639,0.722,64.740
'[10:17:25.912]',0.651,0.718,64.740
'[10:17:25.920]',0.655,0.710,64.740
'[10:17:25.928]',0.667,0.698,64.740
'[10:17:25.936]',0.671,0.682,64.167
'[10:17:25.944]',0.675,0.667,64.167
'[10:17:25.952]',0.682,0.647,63.021
'[10:17:25.960]',0.682,0.624,63.021
'[10:17:25.968]',0.690,0.600,63.021
'[10:17:25.976]',0.694,0.573,63.021
'[10:17:25.984]',0.706,0.545,63.021
'[10:17:25.992]',0.714,0.518,63.021
'[10:17:26.000]',0.722,0.494,62.448
'[10:17:26.008]',0.714,0.475,61.875
'[10:17:26.016]',0.710,0.455,60.729
'[10:17:26.024]',0.702,0.443,60.729
'[10:17:26.032]',0.686,0.435,60.729
'[10:17:26.040]',0.667,0.431,60.729
'[10:17:26.048]',0.647,0.427,60.156
'[10:17:26.056]',0.624,0.431,59.583
'[10:17:26.064]',0.604,0.435,58.438
'[10:17:26.072]',0.584,0.443,58.438
'[10:17:26.080]',0.569,0.451,58.438
'[10:17:26.088]',0.557,0.459,58.438
'[10:17:26.096]',0.549,0.463,59.583
'[10:17:26.104]',0.545,0.467,62.448
'[10:17:26.112]',0.541,0.471,65.886
'[10:17:26.120]',0.541,0.471,70.469
'[10:17:26.128]',0.541,0.471,75.052
'[10:17:26.136]',0.545,0.467,79.636
'[10:17:26.144]',0.541,0.463,83.073
'[10:17:26.152]',0.541,0.455,85.938
'[10:17:26.160]',0.541,0.447,88.229
'[10:17:26.168]',0.545,0.439,90.521
'[10:17:26.176]',0.545,0.427,92.813
'[10:17:26.184]',0.541,0.416,95.104
'[10:17:26.192]',0.522,0.404,96.250
'[10:17:26.200]',0.498,0.392,96.250
'[10:17:26.208]',0.490,0.380,95.104
'[10:17:26.216]',0.486,0.369,94.531
'[10:17:26.224]',0.478,0.357,93.959
'[10:17:26.232]',0.478,0.349,92.813
'[10:17:26.240]',0.475,0.341,90.521
'[10:17:26.248]',0.475,0.333,88.802
'[10:17:26.256]',0.475,0.322,86.511
'[10:17:26.264]',0.475,0.314,84.219
'[10:17:26.272]',0.490,0.302,81.927
'[10:17:26.280]',0.498,0.294,79.063
'[10:17:26.288]',0.490,0.282,76.771
'[10:17:26.296]',0.435,0.278,74.479
'[10:17:26.304]',0.361,0.275,71.042
'[10:17:26.312]',0.294,0.278,68.750
'[10:17:26.320]',0.239,0.294,67.031
'[10:17:26.328]',0.204,0.310,66.459
'[10:17:26.336]',0.200,0.337,65.886
'[10:17:26.344]',0.184,0.373,64.740
'[10:17:26.352]',0.165,0.416,64.167
'[10:17:26.360]',0.180,0.463,64.167
'[10:17:26.368]',0.239,0.514,64.167
'[10:17:26.376]',0.314,0.561,64.167
'[10:17:26.384]',0.408,0.604,64.167
'[10:17:26.392]',0.506,0.643,64.167
'[10:17:26.400]',0.565,0.675,64.740
'[10:17:26.408]',0.592,0.698,64.740
'[10:17:26.416]',0.604,0.714,64.740
'[10:17:26.424]',0.612,0.725,64.740
'[10:17:26.432]',0.620,0.729,64.740
'[10:17:26.440]',0.631,0.729,64.740
'[10:17:26.448]',0.639,0.725,65.886
'[10:17:26.456]',0.647,0.718,65.886
'[10:17:26.464]',0.655,0.706,64.740
'[10:17:26.472]',0.659,0.690,64.740
'[10:17:26.480]',0.671,0.675,64.740
'[10:17:26.488]',0.675,0.651,64.167
'[10:17:26.496]',0.682,0.627,64.167
'[10:17:26.504]',0.690,0.600,63.021
'[10:17:26.512]',0.694,0.576,63.021
'[10:17:26.520]',0.710,0.549,62.448
'[10:17:26.528]',0.714,0.525,62.448
'[10:17:26.536]',0.722,0.506,62.448
'[10:17:26.544]',0.722,0.486,61.875
'[10:17:26.552]',0.714,0.467,61.875
'[10:17:26.560]',0.702,0.455,60.729
'[10:17:26.568]',0.690,0.443,60.729
'[10:17:26.576]',0.671,0.439,60.156
'[10:17:26.584]',0.651,0.439,60.156
'[10:17:26.592]',0.624,0.439,59.583
'[10:17:26.600]',0.604,0.447,59.583
'[10:17:26.608]',0.584,0.451,58.438
'[10:17:26.616]',0.569,0.459,58.438
'[10:17:26.624]',0.561,0.467,58.438
'[10:17:26.632]',0.545,0.471,60.156
'[10:17:26.640]',0.533,0.475,62.448
'[10:17:26.648]',0.529,0.475,67.031
'[10:17:26.656]',0.525,0.475,71.615
'[10:17:26.664]',0.533,0.475,75.625
'[10:17:26.672]',0.541,0.471,79.636
'[10:17:26.680]',0.533,0.463,83.073
'[10:17:26.688]',0.529,0.455,85.938
'[10:17:26.696]',0.529,0.447,88.229
'[10:17:26.704]',0.533,0.435,91.667
'[10:17:26.712]',0.533,0.424,92.813
'[10:17:26.720]',0.525,0.412,95.104
'[10:17:26.728]',0.514,0.404,96.250
'[10:17:26.736]',0.494,0.392,96.250
'[10:17:26.744]',0.490,0.384,96.250
'[10:17:26.752]',0.486,0.373,95.104
'[10:17:26.760]',0.490,0.365,93.959
'[10:17:26.768]',0.486,0.353,92.813
'[10:17:26.776]',0.478,0.341,91.667
'[10:17:26.784]',0.478,0.329,89.948
'[10:17:26.792]',0.478,0.322,87.656
'[10:17:26.800]',0.486,0.310,84.219
'[10:17:26.808]',0.498,0.298,81.927
'[10:17:26.816]',0.514,0.290,79.063
'[10:17:26.824]',0.494,0.282,76.771
'[10:17:26.832]',0.435,0.278,74.479
'[10:17:26.840]',0.361,0.278,71.615
'[10:17:26.848]',0.294,0.282,70.469
'[10:17:26.856]',0.239,0.294,68.177
'[10:17:26.864]',0.204,0.318,67.031
'[10:17:26.872]',0.204,0.345,66.459
'[10:17:26.880]',0.184,0.384,65.886
'[10:17:26.888]',0.169,0.431,64.740
'[10:17:26.896]',0.200,0.478,64.167
'[10:17:26.904]',0.263,0.529,64.167
'[10:17:26.912]',0.341,0.576,64.167
'[10:17:26.920]',0.435,0.616,64.740
'[10:17:26.928]',0.522,0.647,64.740
'[10:17:26.936]',0.576,0.671,64.740
'[10:17:26.944]',0.604,0.694,65.886
'[10:17:26.952]',0.620,0.710,65.886
'[10:17:26.960]',0.624,0.718,65.886
'[10:17:26.968]',0.631,0.725,65.886
'[10:17:26.976]',0.639,0.725,65.886
'[10:17:26.984]',0.647,0.722,65.886
'[10:17:26.992]',0.651,0.714,65.886
'[10:17:27.000]',0.655,0.702,64.740
'[10:17:27.008]',0.667,0.686,64.740
'[10:17:27.016]',0.671,0.667,64.740
'[10:17:27.024]',0.682,0.643,64.167
'[10:17:27.032]',0.686,0.624,64.167
'[10:17:27.040]',0.694,0.600,63.021
'[10:17:27.048]',0.702,0.576,63.021
'[10:17:27.056]',0.710,0.549,63.021
'[10:17:27.064]',0.714,0.525,62.448
'[10:17:27.072]',0.722,0.502,62.448
'[10:17:27.080]',0.722,0.478,62.448
'[10:17:27.088]',0.710,0.463,61.875
'[10:17:27.096]',0.694,0.451,61.875
'[10:17:27.104]',0.675,0.443,60.729
'[10:17:27.112]',0.659,0.439,60.729
'[10:17:27.120]',0.639,0.439,60.156
'[10:17:27.128]',0.620,0.439,59.583
'[10:17:27.136]',0.604,0.447,59.583
'[10:17:27.144]',0.584,0.451,58.438
'[10:17:27.152]',0.569,0.459,58.438
'[10:17:27.160]',0.557,0.467,59.583
'[10:17:27.168]',0.545,0.471,60.729
'[10:17:27.176]',0.541,0.475,64.167
'[10:17:27.184]',0.533,0.478,68.177
'[10:17:27.192]',0.533,0.478,72.761
'[10:17:27.200]',0.541,0.475,77.344
'[10:17:27.208]',0.545,0.471,81.354
'[10:17:27.216]',0.545,0.463,84.219
'[10:17:27.224]',0.541,0.455,87.656
'[10:17:27.232]',0.541,0.447,89.948
'[10:17:27.240]',0.545,0.439,92.240
'[10:17:27.248]',0.541,0.431,94.531
'[10:17:27.256]',0.533,0.420,96.250
'[10:17:27.264]',0.522,0.408,96.823
'[10:17:27.272]',0.498,0.396,96.823
'[10:17:27.280]',0.490,0.384,96.823
'[10:17:27.288]',0.486,0.373,95.104
'[10:17:27.296]',0.486,0.361,94.531
'[10:17:27.304]',0.478,0.353,92.813
'[10:17:27.312]',0.478,0.341,91.667
'[10:17:27.320]',0.478,0.329,89.948
'[10:17:27.328]',0.475,0.322,87.656
'[10:17:27.336]',0.478,0.314,85.365
'[10:17:27.344]',0.498,0.306,81.927
'[10:17:27.352]',0.510,0.294,79.063
'[10:17:27.360]',0.490,0.286,76.771
'[10:17:27.368]',0.431,0.282,74.479
'[10:17:27.376]',0.353,0.278,71.615
'[10:17:27.384]',0.290,0.286,70.469
'[10:17:27.392]',0.235,0.298,68.750
'[10:17:27.400]',0.204,0.322,67.031
'[10:17:27.408]',0.192,0.353,66.459
'[10:17:27.416]',0.180,0.396,65.886
'[10:17:27.424]',0.169,0.443,65.886
'[10:17:27.432]',0.192,0.482,64.740
'[10:17:27.440]',0.263,0.522,64.740
'[10:17:27.448]',0.345,0.565,64.740
'[10:17:27.456]',0.439,0.608,64.740
'[10:17:27.464]',0.529,0.643,65.886
'[10:17:27.472]',0.584,0.671,65.886
'[10:17:27.480]',0.604,0.694,65.886
'[10:17:27.488]',0.616,0.714,66.459
'[10:17:27.496]',0.624,0.722,66.459
'[10:17:27.504]',0.631,0.725,65.886
'[10:17:27.512]',0.635,0.725,65.886
'[10:17:27.520]',0.647,0.722,65.886
'[10:17:27.528]',0.651,0.714,65.886
'[10:17:27.536]',0.655,0.702,65.886
'[10:17:27.544]',0.667,0.686,65.886
'[10:17:27.552]',0.675,0.671,65.886
'[10:17:27.560]',0.682,0.651,64.740
'[10:17:27.568]',0.686,0.627,64.740
'[10:17:27.576]',0.694,0.600,64.167
'[10:17:27.584]',0.706,0.573,64.167
'[10:17:27.592]',0.714,0.545,64.167
'[10:17:27.600]',0.722,0.522,63.021
'[10:17:27.608]',0.725,0.498,63.021
'[10:17:27.616]',0.722,0.478,63.021
'[10:17:27.624]',0.710,0.463,62.448
'[10:17:27.632]',0.694,0.451,62.448
'[10:17:27.640]',0.682,0.447,61.875
'[10:17:27.648]',0.659,0.443,61.875
'[10:17:27.656]',0.647,0.443,60.729
'[10:17:27.664]',0.624,0.443,60.156
'[10:17:27.672]',0.604,0.451,59.583
'[10:17:27.680]',0.584,0.455,59.583
'[10:17:27.688]',0.565,0.463,59.583
'[10:17:27.696]',0.557,0.467,60.156
'[10:17:27.704]',0.541,0.471,61.875
'[10:17:27.712]',0.533,0.475,64.740
'[10:17:27.720]',0.533,0.475,68.750
'[10:17:27.728]',0.533,0.475,74.479
'[10:17:27.736]',0.541,0.475,77.917
'[10:17:27.744]',0.545,0.467,83.073
'[10:17:27.752]',0.541,0.463,85.938
'[10:17:27.760]',0.533,0.455,88.229
'[10:17:27.768]',0.533,0.447,90.521
'[10:17:27.776]',0.541,0.435,93.959
'[10:17:27.784]',0.545,0.424,95.104
'[10:17:27.792]',0.533,0.412,96.823
'[10:17:27.800]',0.514,0.400,97.396
'[10:17:27.808]',0.494,0.392,97.396
'[10:17:27.816]',0.486,0.380,97.396
'[10:17:27.824]',0.486,0.369,96.823
'[10:17:27.832]',0.486,0.361,96.250
'[10:17:27.840]',0.486,0.353,94.531
