'Time','II','PLETH','ABP'
'[18:58:48.960]',-0.102,0.510,98.438
'[18:58:48.968]',-0.102,0.537,100.000
'[18:58:48.976]',-0.110,0.561,101.562
'[18:58:48.984]',-0.110,0.580,102.344
'[18:58:48.992]',-0.102,0.592,103.125
'[18:58:49.000]',-0.102,0.600,103.906
'[18:58:49.008]',-0.087,0.604,105.469
'[18:58:49.016]',-0.063,0.604,106.250
'[18:58:49.024]',-0.024,0.600,106.250
'[18:58:49.032]',-0.016,0.592,105.469
'[18:58:49.040]',-0.024,0.584,103.906
'[18:58:49.048]',-0.047,0.573,103.125
'[18:58:49.056]',-0.063,0.565,101.562
'[18:58:49.064]',-0.071,0.553,100.781
'[18:58:49.072]',-0.102,0.545,99.219
'[18:58:49.080]',-0.126,0.533,96.875
'[18:58:49.088]',-0.150,0.529,95.312
'[18:58:49.096]',-0.157,0.522,93.750
'[18:58:49.104]',-0.157,0.518,92.188
'[18:58:49.112]',-0.173,0.510,91.406
'[18:58:49.120]',-0.173,0.506,90.625
'[18:58:49.128]',-0.189,0.502,89.062
'[18:58:49.136]',-0.134,0.494,87.500
'[18:58:49.144]',0.110,0.490,86.719
'[18:58:49.152]',0.606,0.482,86.719
'[18:58:49.160]',1.024,0.478,86.719
'[18:58:49.168]',1.039,0.471,85.938
'[18:58:49.176]',0.394,0.467,85.938
'[18:58:49.184]',-0.024,0.459,84.375
'[18:58:49.192]',-0.260,0.455,83.594
'[18:58:49.200]',-0.323,0.451,82.812
'[18:58:49.208]',-0.268,0.447,82.812
'[18:58:49.216]',-0.220,0.447,82.812
'[18:58:49.224]',-0.197,0.443,82.812
'[18:58:49.232]',-0.189,0.443,82.031
'[18:58:49.240]',-0.189,0.443,81.250
'[18:58:49.248]',-0.173,0.443,80.469
'[18:58:49.256]',-0.157,0.447,80.469
'[18:58:49.264]',-0.157,0.447,81.250
'[18:58:49.272]',-0.150,0.451,81.250
'[18:58:49.280]',-0.150,0.451,80.469
'[18:58:49.288]',-0.134,0.451,79.688
'[18:58:49.296]',-0.126,0.451,78.906
'[18:58:49.304]',-0.110,0.451,78.906
'[18:58:49.312]',-0.102,0.447,78.906
'[18:58:49.320]',-0.102,0.447,78.906
'[18:58:49.328]',-0.087,0.443,78.125
'[18:58:49.336]',-0.063,0.439,77.344
'[18:58:49.344]',-0.047,0.435,76.562
'[18:58:49.352]',-0.039,0.435,76.562
'[18:58:49.360]',-0.024,0.431,76.562
'[18:58:49.368]',0.000,0.431,75.781
'[18:58:49.376]',0.024,0.427,75.000
'[18:58:49.384]',0.039,0.427,74.219
'[18:58:49.392]',0.063,0.424,74.219
'[18:58:49.400]',0.071,0.424,75.781
'[18:58:49.408]',0.102,0.424,78.906
'[18:58:49.416]',0.110,0.420,85.938
'[18:58:49.424]',0.126,0.420,95.312
'[18:58:49.432]',0.126,0.416,107.812
'[18:58:49.440]',0.110,0.416,122.656
'[18:58:49.448]',0.087,0.416,137.500
'[18:58:49.456]',0.047,0.412,150.781
'[18:58:49.464]',-0.016,0.412,161.719
'[18:58:49.472]',-0.063,0.408,167.969
'[18:58:49.480]',-0.110,0.408,171.094
'[18:58:49.488]',-0.150,0.408,170.312
'[18:58:49.496]',-0.173,0.408,167.188
'[18:58:49.504]',-0.197,0.408,162.500
'[18:58:49.512]',-0.213,0.408,156.250
'[18:58:49.520]',-0.213,0.408,149.219
'[18:58:49.528]',-0.213,0.404,141.406
'[18:58:49.536]',-0.213,0.404,135.156
'[18:58:49.544]',-0.220,0.404,129.688
'[18:58:49.552]',-0.220,0.404,125.781
'[18:58:49.560]',-0.213,0.400,123.438
'[18:58:49.568]',-0.213,0.400,120.312
'[18:58:49.576]',-0.213,0.400,118.750
'[18:58:49.584]',-0.220,0.396,117.188
'[18:58:49.592]',-0.220,0.396,117.188
'[18:58:49.600]',-0.220,0.396,116.406
'[18:58:49.608]',-0.220,0.392,116.406
'[18:58:49.616]',-0.220,0.392,115.625
'[18:58:49.624]',-0.220,0.392,114.062
'[18:58:49.632]',-0.213,0.388,111.719
'[18:58:49.640]',-0.213,0.388,109.375
'[18:58:49.648]',-0.220,0.388,106.250
'[18:58:49.656]',-0.220,0.392,103.906
'[18:58:49.664]',-0.220,0.400,101.562
'[18:58:49.672]',-0.220,0.412,98.438
'[18:58:49.680]',-0.213,0.431,96.875
'[18:58:49.688]',-0.213,0.451,96.094
'[18:58:49.696]',-0.213,0.475,96.094
'[18:58:49.704]',-0.213,0.498,96.875
'[18:58:49.712]',-0.213,0.525,97.656
'[18:58:49.720]',-0.213,0.553,98.438
'[18:58:49.728]',-0.213,0.580,99.219
'[18:58:49.736]',-0.197,0.600,100.000
'[18:58:49.744]',-0.189,0.616,101.562
'[18:58:49.752]',-0.173,0.627,103.125
'[18:58:49.760]',-0.150,0.631,103.906
'[18:58:49.768]',-0.110,0.627,103.906
'[18:58:49.776]',-0.087,0.624,103.906
'[18:58:49.784]',-0.071,0.616,103.125
'[18:58:49.792]',-0.102,0.608,102.344
'[18:58:49.800]',-0.110,0.596,101.562
'[18:58:49.808]',-0.126,0.588,100.781
'[18:58:49.816]',-0.150,0.576,99.219
'[18:58:49.824]',-0.173,0.569,96.875
'[18:58:49.832]',-0.197,0.561,95.312
'[18:58:49.840]',-0.197,0.553,94.531
'[18:58:49.848]',-0.197,0.549,93.750
'[18:58:49.856]',-0.197,0.541,92.969
'[18:58:49.864]',-0.197,0.537,91.406
'[18:58:49.872]',-0.213,0.533,90.625
'[18:58:49.880]',-0.213,0.529,89.844
'[18:58:49.888]',-0.087,0.522,89.062
'[18:58:49.896]',0.283,0.518,89.062
'[18:58:49.904]',0.780,0.510,89.062
'[18:58:49.912]',0.913,0.502,88.281
'[18:58:49.920]',0.543,0.494,87.500
'[18:58:49.928]',0.110,0.486,86.719
'[18:58:49.936]',-0.157,0.478,85.938
'[18:58:49.944]',-0.307,0.475,85.938
'[18:58:49.952]',-0.346,0.467,85.938
'[18:58:49.960]',-0.283,0.467,85.156
'[18:58:49.968]',-0.220,0.463,84.375
'[18:58:49.976]',-0.213,0.463,82.812
'[18:58:49.984]',-0.197,0.467,82.812
'[18:58:49.992]',-0.197,0.467,82.031
'[18:58:50.000]',-0.173,0.471,82.812
'[18:58:50.008]',-0.157,0.471,82.812
'[18:58:50.016]',-0.150,0.471,82.031
'[18:58:50.024]',-0.150,0.475,81.250
'[18:58:50.032]',-0.134,0.471,80.469
'[18:58:50.040]',-0.126,0.471,80.469
'[18:58:50.048]',-0.102,0.471,80.469
'[18:58:50.056]',-0.087,0.471,80.469
'[18:58:50.064]',-0.071,0.467,79.688
'[18:58:50.072]',-0.063,0.467,78.906
'[18:58:50.080]',-0.047,0.467,78.125
'[18:58:50.088]',-0.024,0.463,77.344
'[18:58:50.096]',-0.016,0.459,77.344
'[18:58:50.104]',0.000,0.459,77.344
'[18:58:50.112]',0.024,0.455,76.562
'[18:58:50.120]',0.039,0.451,75.000
'[18:58:50.128]',0.063,0.451,74.219
'[18:58:50.136]',0.087,0.447,74.219
'[18:58:50.144]',0.110,0.443,75.000
'[18:58:50.152]',0.126,0.439,77.344
'[18:58:50.160]',0.134,0.435,81.250
'[18:58:50.168]',0.150,0.431,88.281
'[18:58:50.176]',0.157,0.431,98.438
'[18:58:50.184]',0.150,0.427,111.719
'[18:58:50.192]',0.134,0.427,125.781
'[18:58:50.200]',0.102,0.427,139.062
'[18:58:50.208]',0.047,0.427,150.781
'[18:58:50.216]',0.000,0.427,159.375
'[18:58:50.224]',-0.047,0.424,164.844
'[18:58:50.232]',-0.087,0.424,166.406
'[18:58:50.240]',-0.126,0.424,165.625
'[18:58:50.248]',-0.150,0.420,162.500
'[18:58:50.256]',-0.150,0.420,157.812
'[18:58:50.264]',-0.157,0.420,150.781
'[18:58:50.272]',-0.157,0.420,144.531
'[18:58:50.280]',-0.157,0.416,137.500
'[18:58:50.288]',-0.157,0.416,132.031
'[18:58:50.296]',-0.157,0.416,127.344
'[18:58:50.304]',-0.173,0.412,124.219
'[18:58:50.312]',-0.173,0.412,120.312
'[18:58:50.320]',-0.173,0.412,117.188
'[18:58:50.328]',-0.173,0.408,114.844
'[18:58:50.336]',-0.173,0.408,114.062
'[18:58:50.344]',-0.189,0.408,113.281
'[18:58:50.352]',-0.189,0.404,112.500
'[18:58:50.360]',-0.189,0.404,110.938
'[18:58:50.368]',-0.189,0.404,108.594
'[18:58:50.376]',-0.189,0.404,106.250
'[18:58:50.384]',-0.189,0.404,103.125
'[18:58:50.392]',-0.173,0.404,100.781
'[18:58:50.400]',-0.173,0.404,98.438
'[18:58:50.408]',-0.173,0.408,96.094
'[18:58:50.416]',-0.173,0.416,94.531
'[18:58:50.424]',-0.189,0.424,93.750
'[18:58:50.432]',-0.173,0.439,93.750
'[18:58:50.440]',-0.173,0.459,94.531
'[18:58:50.448]',-0.173,0.482,96.094
'[18:58:50.456]',-0.173,0.506,96.875
'[18:58:50.464]',-0.157,0.529,97.656
'[18:58:50.472]',-0.157,0.553,99.219
'[18:58:50.480]',-0.157,0.576,100.000
'[18:58:50.488]',-0.150,0.588,101.562
'[18:58:50.496]',-0.150,0.600,103.125
'[18:58:50.504]',-0.150,0.604,103.125
'[18:58:50.512]',-0.134,0.608,103.125
'[18:58:50.520]',-0.110,0.608,102.344
'[18:58:50.528]',-0.071,0.600,101.562
'[18:58:50.536]',-0.047,0.592,100.781
'[18:58:50.544]',-0.039,0.584,100.000
'[18:58:50.552]',-0.047,0.576,99.219
'[18:58:50.560]',-0.071,0.565,96.875
'[18:58:50.568]',-0.087,0.557,95.312
'[18:58:50.576]',-0.102,0.549,94.531
'[18:58:50.584]',-0.126,0.541,93.750
'[18:58:50.592]',-0.150,0.533,92.969
'[18:58:50.600]',-0.150,0.525,92.969
'[18:58:50.608]',-0.157,0.518,92.188
'[18:58:50.616]',-0.157,0.514,90.625
'[18:58:50.624]',-0.157,0.506,89.844
'[18:58:50.632]',-0.157,0.498,89.062
'[18:58:50.640]',-0.173,0.494,89.062
'[18:58:50.648]',-0.102,0.486,89.062
'[18:58:50.656]',0.213,0.478,88.281
'[18:58:50.664]',0.717,0.471,86.719
'[18:58:50.672]',0.976,0.467,85.938
'[18:58:50.680]',0.701,0.459,85.156
'[18:58:50.688]',0.244,0.455,85.156
'[18:58:50.696]',-0.063,0.451,85.156
'[18:58:50.704]',-0.244,0.451,85.156
'[18:58:50.712]',-0.299,0.451,83.594
'[18:58:50.720]',-0.244,0.451,82.812
'[18:58:50.728]',-0.189,0.451,82.031
'[18:58:50.736]',-0.157,0.451,81.250
'[18:58:50.744]',-0.150,0.455,81.250
'[18:58:50.752]',-0.150,0.455,81.250
'[18:58:50.760]',-0.134,0.455,80.469
'[18:58:50.768]',-0.126,0.455,79.688
'[18:58:50.776]',-0.110,0.455,78.906
'[18:58:50.784]',-0.102,0.455,78.906
'[18:58:50.792]',-0.087,0.455,78.906
'[18:58:50.800]',-0.087,0.455,78.906
'[18:58:50.808]',-0.071,0.451,78.125
'[18:58:50.816]',-0.047,0.451,77.344
'[18:58:50.824]',-0.047,0.447,76.562
'[18:58:50.832]',-0.039,0.443,76.562
'[18:58:50.840]',-0.024,0.443,76.562
'[18:58:50.848]',0.000,0.439,76.562
'[18:58:50.856]',0.016,0.435,75.781
'[18:58:50.864]',0.024,0.431,75.000
'[18:58:50.872]',0.039,0.427,74.219
'[18:58:50.880]',0.047,0.427,74.219
'[18:58:50.888]',0.071,0.424,74.219
'[18:58:50.896]',0.102,0.424,74.219
'[18:58:50.904]',0.126,0.424,74.219
'[18:58:50.912]',0.134,0.420,75.000
'[18:58:50.920]',0.157,0.420,78.906
'[18:58:50.928]',0.189,0.420,85.938
'[18:58:50.936]',0.189,0.416,96.875
'[18:58:50.944]',0.189,0.416,109.375
'[18:58:50.952]',0.173,0.412,122.656
'[18:58:50.960]',0.134,0.412,135.938
'[18:58:50.968]',0.102,0.412,148.438
'[18:58:50.976]',0.047,0.408,157.812
'[18:58:50.984]',0.000,0.408,164.844
'[18:58:50.992]',-0.047,0.404,167.188
'[18:58:51.000]',-0.087,0.404,167.188
'[18:58:51.008]',-0.110,0.400,163.281
'[18:58:51.016]',-0.126,0.400,158.594
'[18:58:51.024]',-0.134,0.400,153.125
'[18:58:51.032]',-0.150,0.396,146.875
'[18:58:51.040]',-0.134,0.396,140.625
'[18:58:51.048]',-0.134,0.396,134.375
'[18:58:51.056]',-0.150,0.392,128.906
'[18:58:51.064]',-0.150,0.392,125.000
'[18:58:51.072]',-0.150,0.392,121.875
'[18:58:51.080]',-0.150,0.388,119.531
'[18:58:51.088]',-0.150,0.388,117.188
'[18:58:51.096]',-0.150,0.388,115.625
'[18:58:51.104]',-0.150,0.388,113.281
'[18:58:51.112]',-0.150,0.384,112.500
'[18:58:51.120]',-0.150,0.384,110.938
'[18:58:51.128]',-0.150,0.384,110.156
'[18:58:51.136]',-0.157,0.384,107.812
'[18:58:51.144]',-0.150,0.384,104.688
'[18:58:51.152]',-0.150,0.380,101.562
'[18:58:51.160]',-0.157,0.380,98.438
'[18:58:51.168]',-0.157,0.384,96.875
'[18:58:51.176]',-0.157,0.388,95.312
'[18:58:51.184]',-0.157,0.400,94.531
'[18:58:51.192]',-0.150,0.412,93.750
'[18:58:51.200]',-0.150,0.427,93.750
'[18:58:51.208]',-0.150,0.447,94.531
'[18:58:51.216]',-0.150,0.475,96.094
'[18:58:51.224]',-0.150,0.502,97.656
'[18:58:51.232]',-0.150,0.529,99.219
'[18:58:51.240]',-0.150,0.553,100.781
'[18:58:51.248]',-0.134,0.569,101.562
'[18:58:51.256]',-0.134,0.584,102.344
'[18:58:51.264]',-0.126,0.592,103.125
'[18:58:51.272]',-0.102,0.596,103.906
'[18:58:51.280]',-0.087,0.596,103.906
'[18:58:51.288]',-0.047,0.592,103.125
'[18:58:51.296]',-0.024,0.584,102.344
'[18:58:51.304]',-0.016,0.576,100.781
'[18:58:51.312]',-0.039,0.569,100.000
'[18:58:51.320]',-0.063,0.557,99.219
'[18:58:51.328]',-0.071,0.549,98.438
'[18:58:51.336]',-0.102,0.541,96.875
'[18:58:51.344]',-0.126,0.533,95.312
'[18:58:51.352]',-0.134,0.525,93.750
'[18:58:51.360]',-0.150,0.518,92.969
'[18:58:51.368]',-0.150,0.510,92.188
'[18:58:51.376]',-0.150,0.506,92.188
'[18:58:51.384]',-0.150,0.498,91.406
'[18:58:51.392]',-0.150,0.494,90.625
'[18:58:51.400]',-0.157,0.486,89.062
'[18:58:51.408]',-0.063,0.482,88.281
'[18:58:51.416]',0.268,0.475,88.281
'[18:58:51.424]',0.780,0.471,88.281
'[18:58:51.432]',0.976,0.463,87.500
'[18:58:51.440]',0.669,0.459,86.719
'[18:58:51.448]',0.220,0.451,85.156
'[18:58:51.456]',-0.087,0.447,84.375
'[18:58:51.464]',-0.244,0.443,83.594
'[18:58:51.472]',-0.283,0.443,83.594
'[18:58:51.480]',-0.220,0.439,83.594
'[18:58:51.488]',-0.173,0.439,82.812
'[18:58:51.496]',-0.173,0.439,82.031
'[18:58:51.504]',-0.150,0.439,81.250
'[18:58:51.512]',-0.134,0.443,80.469
'[18:58:51.520]',-0.126,0.443,80.469
'[18:58:51.528]',-0.110,0.443,80.469
'[18:58:51.536]',-0.102,0.443,79.688
'[18:58:51.544]',-0.087,0.443,78.906
'[18:58:51.552]',-0.071,0.443,78.125
'[18:58:51.560]',-0.063,0.443,78.125
'[18:58:51.568]',-0.047,0.439,78.125
'[18:58:51.576]',-0.039,0.439,78.125
'[18:58:51.584]',-0.024,0.435,78.125
'[18:58:51.592]',0.000,0.431,77.344
'[18:58:51.600]',0.016,0.431,76.562
'[18:58:51.608]',0.024,0.427,76.562
'[18:58:51.616]',0.039,0.427,76.562
'[18:58:51.624]',0.047,0.424,76.562
'[18:58:51.632]',0.071,0.424,76.562
'[18:58:51.640]',0.102,0.420,75.781
'[18:58:51.648]',0.126,0.420,75.000
'[18:58:51.656]',0.150,0.420,74.219
'[18:58:51.664]',0.157,0.416,75.000
'[18:58:51.672]',0.189,0.416,77.344
'[18:58:51.680]',0.213,0.412,82.812
'[18:58:51.688]',0.213,0.412,90.625
'[18:58:51.696]',0.220,0.408,100.781
'[18:58:51.704]',0.213,0.408,114.062
'[18:58:51.712]',0.197,0.404,128.906
'[18:58:51.720]',0.173,0.404,142.969
'[18:58:51.728]',0.126,0.400,154.688
'[18:58:51.736]',0.071,0.400,162.500
'[18:58:51.744]',0.039,0.396,167.969
'[18:58:51.752]',-0.016,0.396,169.531
'[18:58:51.760]',-0.039,0.392,168.750
'[18:58:51.768]',-0.063,0.392,164.844
'[18:58:51.776]',-0.071,0.388,160.156
'[18:58:51.784]',-0.071,0.388,154.688
'[18:58:51.792]',-0.071,0.388,147.656
'[18:58:51.800]',-0.071,0.388,141.406
'[18:58:51.808]',-0.071,0.384,135.938
'[18:58:51.816]',-0.063,0.384,131.250
'[18:58:51.824]',-0.063,0.384,128.125
'[18:58:51.832]',-0.071,0.384,124.219
'[18:58:51.840]',-0.071,0.384,121.094
'[18:58:51.848]',-0.071,0.384,118.750
'[18:58:51.856]',-0.071,0.384,117.188
'[18:58:51.864]',-0.071,0.380,116.406
'[18:58:51.872]',-0.071,0.380,115.625
'[18:58:51.880]',-0.071,0.376,114.844
'[18:58:51.888]',-0.071,0.376,113.281
'[18:58:51.896]',-0.071,0.376,110.938
'[18:58:51.904]',-0.071,0.376,107.812
'[18:58:51.912]',-0.071,0.376,105.469
'[18:58:51.920]',-0.071,0.376,103.125
'[18:58:51.928]',-0.071,0.380,100.781
'[18:58:51.936]',-0.071,0.388,98.438
'[18:58:51.944]',-0.063,0.396,96.875
'[18:58:51.952]',-0.063,0.416,96.094
'[18:58:51.960]',-0.063,0.435,96.094
'[18:58:51.968]',-0.047,0.463,97.656
'[18:58:51.976]',-0.047,0.494,99.219
'[18:58:51.984]',-0.063,0.522,100.781
'[18:58:51.992]',-0.063,0.545,102.344
'[18:58:52.000]',-0.047,0.569,103.125
'[18:58:52.008]',-0.047,0.588,104.688
'[18:58:52.016]',-0.039,0.604,105.469
'[18:58:52.024]',-0.024,0.612,107.031
'[18:58:52.032]',-0.016,0.616,107.812
'[18:58:52.040]',0.024,0.612,107.031
'[18:58:52.048]',0.047,0.608,106.250
'[18:58:52.056]',0.063,0.600,105.469
'[18:58:52.064]',0.047,0.588,103.906
'[18:58:52.072]',0.039,0.580,103.125
'[18:58:52.080]',0.024,0.569,102.344
'[18:58:52.088]',0.016,0.561,100.781
'[18:58:52.096]',-0.024,0.553,99.219
'[18:58:52.104]',-0.039,0.545,96.875
'[18:58:52.112]',-0.047,0.541,96.094
'[18:58:52.120]',-0.047,0.533,95.312
'[18:58:52.128]',-0.047,0.529,94.531
'[18:58:52.136]',-0.047,0.522,93.750
'[18:58:52.144]',-0.063,0.518,92.969
'[18:58:52.152]',-0.071,0.510,91.406
'[18:58:52.160]',0.000,0.502,90.625
'[18:58:52.168]',0.283,0.494,90.625
'[18:58:52.176]',0.803,0.486,90.625
'[18:58:52.184]',1.157,0.482,89.844
'[18:58:52.192]',0.937,0.475,89.062
'[18:58:52.200]',0.417,0.471,88.281
'[18:58:52.208]',0.047,0.463,86.719
'[18:58:52.216]',-0.157,0.459,86.719
'[18:58:52.224]',-0.197,0.455,86.719
'[18:58:52.232]',-0.150,0.451,85.938
'[18:58:52.240]',-0.102,0.451,85.938
'[18:58:52.248]',-0.087,0.451,84.375
'[18:58:52.256]',-0.071,0.455,83.594
'[18:58:52.264]',-0.063,0.459,83.594
'[18:58:52.272]',-0.047,0.459,83.594
'[18:58:52.280]',-0.039,0.459,83.594
'[18:58:52.288]',-0.039,0.459,83.594
'[18:58:52.296]',-0.024,0.459,82.812
'[18:58:52.304]',-0.024,0.459,82.031
'[18:58:52.312]',-0.024,0.459,82.031
'[18:58:52.320]',-0.024,0.455,82.031
'[18:58:52.328]',-0.016,0.455,82.031
'[18:58:52.336]',0.000,0.451,82.031
'[18:58:52.344]',0.016,0.447,81.250
'[18:58:52.352]',0.024,0.443,80.469
'[18:58:52.360]',0.039,0.443,79.688
'[18:58:52.368]',0.047,0.439,79.688
'[18:58:52.376]',0.063,0.435,79.688
'[18:58:52.384]',0.071,0.435,78.906
'[18:58:52.392]',0.087,0.431,78.125
'[18:58:52.400]',0.110,0.431,77.344
'[18:58:52.408]',0.134,0.431,76.562
'[18:58:52.416]',0.157,0.427,77.344
'[18:58:52.424]',0.173,0.424,78.906
'[18:58:52.432]',0.189,0.420,83.594
'[18:58:52.440]',0.197,0.420,90.625
'[18:58:52.448]',0.213,0.416,101.562
'[18:58:52.456]',0.197,0.412,114.844
'[18:58:52.464]',0.189,0.412,129.688
'[18:58:52.472]',0.150,0.408,144.531
'[18:58:52.480]',0.102,0.408,157.031
'[18:58:52.488]',0.039,0.408,167.188
'[18:58:52.496]',-0.016,0.408,172.656
'[18:58:52.504]',-0.063,0.408,175.000
'[18:58:52.512]',-0.102,0.408,173.438
'[18:58:52.520]',-0.126,0.408,170.312
'[18:58:52.528]',-0.134,0.404,164.844
'[18:58:52.536]',-0.150,0.404,157.812
'[18:58:52.544]',-0.150,0.400,150.000
'[18:58:52.552]',-0.150,0.400,142.969
'[18:58:52.560]',-0.150,0.400,137.500
'[18:58:52.568]',-0.150,0.396,132.812
'[18:58:52.576]',-0.157,0.396,128.906
'[18:58:52.584]',-0.157,0.396,125.781
'[18:58:52.592]',-0.157,0.392,122.656
'[18:58:52.600]',-0.173,0.392,121.094
'[18:58:52.608]',-0.173,0.392,120.312
'[18:58:52.616]',-0.173,0.388,119.531
'[18:58:52.624]',-0.173,0.388,119.531
'[18:58:52.632]',-0.189,0.388,118.750
'[18:58:52.640]',-0.189,0.388,117.969
'[18:58:52.648]',-0.189,0.388,115.625
'[18:58:52.656]',-0.189,0.388,114.062
'[18:58:52.664]',-0.189,0.388,111.719
'[18:58:52.672]',-0.189,0.388,108.594
'[18:58:52.680]',-0.197,0.392,105.469
'[18:58:52.688]',-0.197,0.400,102.344
