'Time','II','PLETH','ABP'
'[12:32:21.688]',-,-,-
'[12:32:21.696]',-,-,-
'[12:32:21.704]',-,-,-
'[12:32:21.712]',-,-,-
'[12:32:21.720]',-,-,-
'[12:32:21.728]',-,-,-
'[12:32:21.736]',-,-,-
'[12:32:21.744]',-,-,-
'[12:32:21.752]',-,-,-
'[12:32:21.760]',-,-,-
'[12:32:21.768]',-,-,-
'[12:32:21.776]',-,-,-
'[12:32:21.784]',-,-,-
'[12:32:21.792]',-,-,-
'[12:32:21.800]',-,-,-
'[12:32:21.808]',-,-,-
'[12:32:21.816]',-,-,-
'[12:32:21.824]',-,-,-
'[12:32:21.832]',-,-,-
'[12:32:21.840]',-,-,-
'[12:32:21.848]',-,-,-
'[12:32:21.856]',-,-,-
'[12:32:21.864]',-,-,-
'[12:32:21.872]',-,-,-
'[12:32:21.880]',-,-,-
'[12:32:21.888]',-,-,-
'[12:32:21.896]',-,-,-
'[12:32:21.904]',-,-,-
'[12:32:21.912]',-,-,-
'[12:32:21.920]',-,-,-
'[12:32:21.928]',-,-,-
'[12:32:21.936]',-,-,-
'[12:32:21.944]',-,-,-
'[12:32:21.952]',-,-,-
'[12:32:21.960]',-,-,-
'[12:32:21.968]',-,-,-
'[12:32:21.976]',-,-,-
'[12:32:21.984]',-,-,-
'[12:32:21.992]',-,-,-
'[12:32:22.000]',-,-,-
'[12:32:22.008]',-,-,-
'[12:32:22.016]',-,-,-
'[12:32:22.024]',-,-,-
'[12:32:22.032]',-,-,-
'[12:32:22.040]',-,-,-
'[12:32:22.048]',-,-,-
'[12:32:22.056]',-,-,-
'[12:32:22.064]',-,-,-
'[12:32:22.072]',-,-,-
'[12:32:22.080]',-,-,-
'[12:32:22.088]',-,-,-
'[12:32:22.096]',-,-,-
'[12:32:22.104]',-,-,-
'[12:32:22.112]',-,-,-
'[12:32:22.120]',-,-,-
'[12:32:22.128]',-,-,-
'[12:32:22.136]',-,-,-
'[12:32:22.144]',-,-,-
'[12:32:22.152]',-,-,-
'[12:32:22.160]',-,-,-
'[12:32:22.168]',-,-,-
'[12:32:22.176]',-,-,-
'[12:32:22.184]',-,-,-
'[12:32:22.192]',-,-,-
'[12:32:22.200]',-,-,-
'[12:32:22.208]',-,-,-
'[12:32:22.216]',-,-,-
'[12:32:22.224]',-,-,-
'[12:32:22.232]',-,-,-
'[12:32:22.240]',-,-,-
'[12:32:22.248]',-,-,-
'[12:32:22.256]',-,-,-
'[12:32:22.264]',-,-,-
'[12:32:22.272]',-,-,-
'[12:32:22.280]',-,-,-
'[12:32:22.288]',-,-,-
'[12:32:22.296]',-,-,-
'[12:32:22.304]',-,-,-
'[12:32:22.312]',-,-,-
'[12:32:22.320]',-,-,-
'[12:32:22.328]',-,-,-
'[12:32:22.336]',-,-,-
'[12:32:22.344]',-,-,-
'[12:32:22.352]',-,-,-
'[12:32:22.360]',-,-,-
'[12:32:22.368]',-,-,-
'[12:32:22.376]',-,-,-
'[12:32:22.384]',-,-,-
'[12:32:22.392]',-,-,-
'[12:32:22.400]',-,-,-
'[12:32:22.408]',-,-,-
'[12:32:22.416]',-,-,-
'[12:32:22.424]',-,-,-
'[12:32:22.432]',-,-,-
'[12:32:22.440]',-,-,-
'[12:32:22.448]',-,-,-
'[12:32:22.456]',-,-,-
'[12:32:22.464]',-,-,-
'[12:32:22.472]',-,-,-
'[12:32:22.480]',-,-,-
'[12:32:22.488]',-,-,-
'[12:32:22.496]',-,-,-
'[12:32:22.504]',-,-,-
'[12:32:22.512]',-,-,-
'[12:32:22.520]',-,-,-
'[12:32:22.528]',-,-,-
'[12:32:22.536]',-,-,-
'[12:32:22.544]',-,-,-
'[12:32:22.552]',-,-,-
'[12:32:22.560]',-,-,-
'[12:32:22.568]',-,-,-
'[12:32:22.576]',-,-,-
'[12:32:22.584]',-,-,-
'[12:32:22.592]',-,-,-
'[12:32:22.600]',-,-,-
'[12:32:22.608]',-,-,-
'[12:32:22.616]',-,-,-
'[12:32:22.624]',-,-,-
'[12:32:22.632]',-,-,-
'[12:32:22.640]',-,-,-
'[12:32:22.648]',-,-,-
'[12:32:22.656]',-,-,-
'[12:32:22.664]',-,-,-
'[12:32:22.672]',-,-,-
'[12:32:22.680]',-,-,-
'[12:32:22.688]',-,-,-
'[12:32:22.696]',-,-,-
'[12:32:22.704]',-,-,-
'[12:32:22.712]',-,-,-
'[12:32:22.720]',-,-,-
'[12:32:22.728]',-,-,-
'[12:32:22.736]',-,-,-
'[12:32:22.744]',-,-,-
'[12:32:22.752]',-,-,-
'[12:32:22.760]',-,-,-
'[12:32:22.768]',-,-,-
'[12:32:22.776]',-,-,-
'[12:32:22.784]',-,-,-
'[12:32:22.792]',-,-,-
'[12:32:22.800]',-,-,-
'[12:32:22.808]',-,-,-
'[12:32:22.816]',-,-,-
'[12:32:22.824]',-,-,-
'[12:32:22.832]',-,-,-
'[12:32:22.840]',-,-,-
'[12:32:22.848]',-,-,-
'[12:32:22.856]',-,-,-
'[12:32:22.864]',-,-,-
'[12:32:22.872]',-,-,-
'[12:32:22.880]',-,-,-
'[12:32:22.888]',-,-,-
'[12:32:22.896]',-,-,-
'[12:32:22.904]',-,-,-
'[12:32:22.912]',-,-,-
'[12:32:22.920]',-,-,-
'[12:32:22.928]',-,-,-
'[12:32:22.936]',-,-,-
'[12:32:22.944]',-,-,-
'[12:32:22.952]',-,-,-
'[12:32:22.960]',-,-,-
'[12:32:22.968]',-,-,-
'[12:32:22.976]',-,-,-
'[12:32:22.984]',-,-,-
'[12:32:22.992]',-,-,-
'[12:32:23.000]',-,-,-
'[12:32:23.008]',-,-,-
'[12:32:23.016]',-,-,-
'[12:32:23.024]',-,-,-
'[12:32:23.032]',-,-,-
'[12:32:23.040]',-,-,-
'[12:32:23.048]',-,-,-
'[12:32:23.056]',-,-,-
'[12:32:23.064]',-,-,-
'[12:32:23.072]',-,-,-
'[12:32:23.080]',-,-,-
'[12:32:23.088]',-,-,-
'[12:32:23.096]',-,-,-
'[12:32:23.104]',-,-,-
'[12:32:23.112]',-,-,-
'[12:32:23.120]',-,-,-
'[12:32:23.128]',-,-,-
'[12:32:23.136]',-,-,-
'[12:32:23.144]',-,-,-
'[12:32:23.152]',-,-,-
'[12:32:23.160]',-,-,-
'[12:32:23.168]',-,-,-
'[12:32:23.176]',-,-,-
'[12:32:23.184]',-,-,-
'[12:32:23.192]',-,-,-
'[12:32:23.200]',-,-,-
'[12:32:23.208]',-,-,-
'[12:32:23.216]',-,-,-
'[12:32:23.224]',-,-,-
'[12:32:23.232]',-,-,-
'[12:32:23.240]',-,-,-
'[12:32:23.248]',-,-,-
'[12:32:23.256]',-,-,-
'[12:32:23.264]',-,-,-
'[12:32:23.272]',-,-,-
'[12:32:23.280]',-,-,-
'[12:32:23.288]',-,-,-
'[12:32:23.296]',-,-,-
'[12:32:23.304]',-,-,-
'[12:32:23.312]',-,-,-
'[12:32:23.320]',-,-,-
'[12:32:23.328]',-,-,-
'[12:32:23.336]',-,-,-
'[12:32:23.344]',-,-,-
'[12:32:23.352]',-,-,-
'[12:32:23.360]',-,-,-
'[12:32:23.368]',-,-,-
'[12:32:23.376]',-,-,-
'[12:32:23.384]',-,-,-
'[12:32:23.392]',-,-,-
'[12:32:23.400]',-,-,-
'[12:32:23.408]',-,-,-
'[12:32:23.416]',-,-,-
'[12:32:23.424]',-,-,-
'[12:32:23.432]',-,-,-
'[12:32:23.440]',-,-,-
'[12:32:23.448]',-,-,-
'[12:32:23.456]',-,-,-
'[12:32:23.464]',-,-,-
'[12:32:23.472]',-,-,-
'[12:32:23.480]',-,-,-
'[12:32:23.488]',-,-,-
'[12:32:23.496]',-,-,-
'[12:32:23.504]',-,-,-
'[12:32:23.512]',-,-,-
'[12:32:23.520]',-,-,-
'[12:32:23.528]',-,-,-
'[12:32:23.536]',-,-,-
'[12:32:23.544]',-,-,-
'[12:32:23.552]',-,-,-
'[12:32:23.560]',-,-,-
'[12:32:23.568]',-,-,-
'[12:32:23.576]',-,-,-
'[12:32:23.584]',-,-,-
'[12:32:23.592]',-,-,-
'[12:32:23.600]',-,-,-
'[12:32:23.608]',-,-,-
'[12:32:23.616]',-,-,-
'[12:32:23.624]',-,-,-
'[12:32:23.632]',-,-,-
'[12:32:23.640]',-,-,-
'[12:32:23.648]',-,-,-
'[12:32:23.656]',-,-,-
'[12:32:23.664]',-,-,-
'[12:32:23.672]',-,-,-
'[12:32:23.680]',-,-,-
'[12:32:23.688]',-,-,-
'[12:32:23.696]',-,-,-
'[12:32:23.704]',-,-,-
'[12:32:23.712]',-,-,-
'[12:32:23.720]',-,-,-
'[12:32:23.728]',-,-,-
'[12:32:23.736]',-,-,-
'[12:32:23.744]',-,-,-
'[12:32:23.752]',-,-,-
'[12:32:23.760]',-,-,-
'[12:32:23.768]',-,-,-
'[12:32:23.776]',-,-,-
'[12:32:23.784]',-,-,-
'[12:32:23.792]',-,-,-
'[12:32:23.800]',-,-,-
'[12:32:23.808]',-,-,-
'[12:32:23.816]',-,-,-
'[12:32:23.824]',-,-,-
'[12:32:23.832]',-,-,-
'[12:32:23.840]',-,-,-
'[12:32:23.848]',-,-,-
'[12:32:23.856]',-,-,-
'[12:32:23.864]',-,-,-
'[12:32:23.872]',-,-,-
'[12:32:23.880]',-,-,-
'[12:32:23.888]',-,-,-
'[12:32:23.896]',-,-,-
'[12:32:23.904]',-,-,-
'[12:32:23.912]',-,-,-
'[12:32:23.920]',-,-,-
'[12:32:23.928]',-,-,-
'[12:32:23.936]',-,-,-
'[12:32:23.944]',-,-,-
'[12:32:23.952]',-,-,-
'[12:32:23.960]',-,-,-
'[12:32:23.968]',-,-,-
'[12:32:23.976]',-,-,-
'[12:32:23.984]',-,-,-
'[12:32:23.992]',-,-,-
'[12:32:24.000]',-,-,-
'[12:32:24.008]',-,-,-
'[12:32:24.016]',-,-,-
'[12:32:24.024]',-,-,-
'[12:32:24.032]',-,-,-
'[12:32:24.040]',-,-,-
'[12:32:24.048]',-,-,-
'[12:32:24.056]',-,-,-
'[12:32:24.064]',-,-,-
'[12:32:24.072]',-,-,-
'[12:32:24.080]',-,-,-
'[12:32:24.088]',-,-,-
'[12:32:24.096]',-,-,-
'[12:32:24.104]',-,-,-
'[12:32:24.112]',-,-,-
'[12:32:24.120]',-,-,-
'[12:32:24.128]',-,-,-
'[12:32:24.136]',-,-,-
'[12:32:24.144]',-,-,-
'[12:32:24.152]',-,-,-
'[12:32:24.160]',-,-,-
'[12:32:24.168]',-,-,-
'[12:32:24.176]',-,-,-
'[12:32:24.184]',-,-,-
'[12:32:24.192]',-,-,-
'[12:32:24.200]',-,-,-
'[12:32:24.208]',-,-,-
'[12:32:24.216]',-,-,-
'[12:32:24.224]',-,-,-
'[12:32:24.232]',-,-,-
'[12:32:24.240]',-,-,-
'[12:32:24.248]',-,-,-
'[12:32:24.256]',-,-,-
'[12:32:24.264]',-,-,-
'[12:32:24.272]',-,-,-
'[12:32:24.280]',-,-,-
'[12:32:24.288]',-,-,-
'[12:32:24.296]',-,-,-
'[12:32:24.304]',-,-,-
'[12:32:24.312]',-,-,-
'[12:32:24.320]',-,-,-
'[12:32:24.328]',-,-,-
'[12:32:24.336]',-,-,-
'[12:32:24.344]',-,-,-
'[12:32:24.352]',-,-,-
'[12:32:24.360]',-,-,-
'[12:32:24.368]',-,-,-
'[12:32:24.376]',-,-,-
'[12:32:24.384]',-,-,-
'[12:32:24.392]',-,-,-
'[12:32:24.400]',-,-,-
'[12:32:24.408]',-,-,-
'[12:32:24.416]',-,-,-
'[12:32:24.424]',-,-,-
'[12:32:24.432]',-,-,-
'[12:32:24.440]',-,-,-
'[12:32:24.448]',-,-,-
'[12:32:24.456]',-,-,-
'[12:32:24.464]',-,-,-
'[12:32:24.472]',-,-,-
'[12:32:24.480]',-,-,-
'[12:32:24.488]',-,-,-
'[12:32:24.496]',-,-,-
'[12:32:24.504]',-,-,-
'[12:32:24.512]',-,-,-
'[12:32:24.520]',-,-,-
'[12:32:24.528]',-,-,-
'[12:32:24.536]',-,-,-
'[12:32:24.544]',-,-,-
'[12:32:24.552]',-,-,-
'[12:32:24.560]',-,-,-
'[12:32:24.568]',-,-,-
'[12:32:24.576]',-,-,-
'[12:32:24.584]',-,-,-
'[12:32:24.592]',-,-,-
'[12:32:24.600]',-,-,-
'[12:32:24.608]',-,-,-
'[12:32:24.616]',-,-,-
'[12:32:24.624]',-,-,-
'[12:32:24.632]',-,-,-
'[12:32:24.640]',-,-,-
'[12:32:24.648]',-,-,-
'[12:32:24.656]',-,-,-
'[12:32:24.664]',-,-,-
'[12:32:24.672]',-,-,-
'[12:32:24.680]',-,-,-
'[12:32:24.688]',-,-,-
'[12:32:24.696]',-,-,-
'[12:32:24.704]',-,-,-
'[12:32:24.712]',-,-,-
'[12:32:24.720]',-,-,-
'[12:32:24.728]',-,-,-
'[12:32:24.736]',-,-,-
'[12:32:24.744]',-,-,-
'[12:32:24.752]',-,-,-
'[12:32:24.760]',-,-,-
'[12:32:24.768]',-,-,-
'[12:32:24.776]',-,-,-
'[12:32:24.784]',-,-,-
'[12:32:24.792]',-,-,-
'[12:32:24.800]',-,-,-
'[12:32:24.808]',-,-,-
'[12:32:24.816]',-,-,-
'[12:32:24.824]',-,-,-
'[12:32:24.832]',-,-,-
'[12:32:24.840]',-,-,-
'[12:32:24.848]',-,-,-
'[12:32:24.856]',-,-,-
'[12:32:24.864]',-,-,-
'[12:32:24.872]',-,-,-
'[12:32:24.880]',-,-,-
'[12:32:24.888]',-,-,-
'[12:32:24.896]',-,-,-
'[12:32:24.904]',-,-,-
'[12:32:24.912]',-,-,-
'[12:32:24.920]',-,-,-
'[12:32:24.928]',-,-,-
'[12:32:24.936]',-,-,-
'[12:32:24.944]',-,-,-
'[12:32:24.952]',-,-,-
'[12:32:24.960]',-,-,-
'[12:32:24.968]',-,-,-
'[12:32:24.976]',-,-,-
'[12:32:24.984]',-,-,-
'[12:32:24.992]',-,-,-
'[12:32:25.000]',-,-,-
'[12:32:25.008]',-,-,-
'[12:32:25.016]',-,-,-
'[12:32:25.024]',-,-,-
'[12:32:25.032]',-,-,-
'[12:32:25.040]',-,-,-
'[12:32:25.048]',-,-,-
'[12:32:25.056]',-,-,-
'[12:32:25.064]',-,-,-
'[12:32:25.072]',-,-,-
'[12:32:25.080]',-,-,-
'[12:32:25.088]',-,-,-
'[12:32:25.096]',-,-,-
'[12:32:25.104]',-,-,-
'[12:32:25.112]',-,-,-
'[12:32:25.120]',-,-,-
'[12:32:25.128]',-,-,-
'[12:32:25.136]',-,-,-
'[12:32:25.144]',-,-,-
'[12:32:25.152]',-,-,-
'[12:32:25.160]',-,-,-
'[12:32:25.168]',-,-,-
'[12:32:25.176]',-,-,-
'[12:32:25.184]',-,-,-
'[12:32:25.192]',-,-,-
'[12:32:25.200]',-,-,-
'[12:32:25.208]',-,-,-
'[12:32:25.216]',-,-,-
'[12:32:25.224]',-,-,-
'[12:32:25.232]',-,-,-
'[12:32:25.240]',-,-,-
'[12:32:25.248]',-,-,-
'[12:32:25.256]',-,-,-
'[12:32:25.264]',-,-,-
'[12:32:25.272]',-,-,-
'[12:32:25.280]',-,-,-
'[12:32:25.288]',-,-,-
'[12:32:25.296]',-,-,-
'[12:32:25.304]',-,-,-
'[12:32:25.312]',-,-,-
'[12:32:25.320]',-,-,-
'[12:32:25.328]',-,-,-
'[12:32:25.336]',-,-,-
'[12:32:25.344]',-,-,-
'[12:32:25.352]',-,-,-
'[12:32:25.360]',-,-,-
'[12:32:25.368]',-,-,-
'[12:32:25.376]',-,-,-
'[12:32:25.384]',-,-,-
'[12:32:25.392]',-,-,-
'[12:32:25.400]',-,-,-
'[12:32:25.408]',-,-,-
'[12:32:25.416]',-,-,-
'[12:32:25.424]',-,-,-
'[12:32:25.432]',-,-,-
'[12:32:25.440]',-,-,-
'[12:32:25.448]',-,-,-
'[12:32:25.456]',-,-,-
'[12:32:25.464]',-,-,-
'[12:32:25.472]',-,-,-
'[12:32:25.480]',-,-,-
'[12:32:25.488]',-,-,-
'[12:32:25.496]',-,-,-
'[12:32:25.504]',-,-,-
'[12:32:25.512]',-,-,-
'[12:32:25.520]',-,-,-
'[12:32:25.528]',-,-,-
'[12:32:25.536]',-,-,-
'[12:32:25.544]',-,-,-
'[12:32:25.552]',-,-,-
'[12:32:25.560]',-,-,-
'[12:32:25.568]',-,-,-
'[12:32:25.576]',-,-,-
'[12:32:25.584]',-,-,-
'[12:32:25.592]',-,-,-
'[12:32:25.600]',-,-,-
'[12:32:25.608]',-,-,-
'[12:32:25.616]',-,-,-
'[12:32:25.624]',-,-,-
'[12:32:25.632]',-,-,-
'[12:32:25.640]',-,-,-
'[12:32:25.648]',-,-,-
'[12:32:25.656]',-,-,-
'[12:32:25.664]',-,-,-
'[12:32:25.672]',-,-,-
'[12:32:25.680]',-,-,-
'[12:32:25.688]',-,-,-
'[12:32:25.696]',-,-,-
'[12:32:25.704]',-,-,-
'[12:32:25.712]',-,-,-
'[12:32:25.720]',-,-,-
'[12:32:25.728]',-,-,-
'[12:32:25.736]',-,-,-
'[12:32:25.744]',-,-,-
'[12:32:25.752]',-,-,-
'[12:32:25.760]',-,-,-
'[12:32:25.768]',-,-,-
'[12:32:25.776]',-,-,-
'[12:32:25.784]',-,-,-
'[12:32:25.792]',-,-,-
'[12:32:25.800]',-,-,-
'[12:32:25.808]',-,-,-
'[12:32:25.816]',-,-,-
'[12:32:25.824]',-,-,-
'[12:32:25.832]',-,-,-
'[12:32:25.840]',-,-,-
'[12:32:25.848]',-,-,-
'[12:32:25.856]',-,-,-
'[12:32:25.864]',-,-,-
'[12:32:25.872]',-,-,-
'[12:32:25.880]',-,-,-
'[12:32:25.888]',-,-,-
'[12:32:25.896]',-,-,-
'[12:32:25.904]',-,-,-
'[12:32:25.912]',-,-,-
'[12:32:25.920]',-,-,-
'[12:32:25.928]',-,-,-
'[12:32:25.936]',-,-,-
'[12:32:25.944]',-,-,-
'[12:32:25.952]',-,-,-
'[12:32:25.960]',-,-,-
'[12:32:25.968]',-,-,-
'[12:32:25.976]',-,-,-
'[12:32:25.984]',-,-,-
'[12:32:25.992]',-,-,-
'[12:32:26.000]',-,-,-
'[12:32:26.008]',-,-,-
'[12:32:26.016]',-,-,-
'[12:32:26.024]',-,-,-
'[12:32:26.032]',-,-,-
'[12:32:26.040]',-,-,-
'[12:32:26.048]',-,-,-
'[12:32:26.056]',-,-,-
'[12:32:26.064]',-,-,-
'[12:32:26.072]',-,-,-
'[12:32:26.080]',-,-,-
'[12:32:26.088]',-,-,-
'[12:32:26.096]',-,-,-
'[12:32:26.104]',-,-,-
'[12:32:26.112]',-,-,-
'[12:32:26.120]',-,-,-
'[12:32:26.128]',-,-,-
'[12:32:26.136]',-,-,-
'[12:32:26.144]',-,-,-
'[12:32:26.152]',-,-,-
'[12:32:26.160]',-,-,-
'[12:32:26.168]',-,-,-
'[12:32:26.176]',-,-,-
'[12:32:26.184]',-,-,-
'[12:32:26.192]',-,-,-
'[12:32:26.200]',-,-,-
'[12:32:26.208]',-,-,-
'[12:32:26.216]',-,-,-
'[12:32:26.224]',-,-,-
'[12:32:26.232]',-,-,-
'[12:32:26.240]',-,-,-
'[12:32:26.248]',-,-,-
'[12:32:26.256]',-,-,-
'[12:32:26.264]',-,-,-
'[12:32:26.272]',-,-,-
'[12:32:26.280]',-,-,-
'[12:32:26.288]',-,-,-
'[12:32:26.296]',-,-,-
'[12:32:26.304]',-,-,-
'[12:32:26.312]',-,-,-
'[12:32:26.320]',-,-,-
'[12:32:26.328]',-,-,-
'[12:32:26.336]',-,-,-
'[12:32:26.344]',-,-,-
'[12:32:26.352]',-,-,-
'[12:32:26.360]',-,-,-
'[12:32:26.368]',-,-,-
'[12:32:26.376]',-,-,-
'[12:32:26.384]',-,-,-
'[12:32:26.392]',-,-,-
'[12:32:26.400]',-,-,-
'[12:32:26.408]',-,-,-
'[12:32:26.416]',-,-,-
'[12:32:26.424]',-,-,-
'[12:32:26.432]',-,-,-
'[12:32:26.440]',-,-,-
'[12:32:26.448]',-,-,-
'[12:32:26.456]',-,-,-
'[12:32:26.464]',-,-,-
'[12:32:26.472]',-,-,-
'[12:32:26.480]',-,-,-
'[12:32:26.488]',-,-,-
'[12:32:26.496]',-,-,-
'[12:32:26.504]',-,-,-
'[12:32:26.512]',-,-,-
'[12:32:26.520]',-,-,-
'[12:32:26.528]',-,-,-
'[12:32:26.536]',-,-,-
'[12:32:26.544]',-,-,-
'[12:32:26.552]',-,-,-
'[12:32:26.560]',-,-,-
'[12:32:26.568]',-,-,-
'[12:32:26.576]',-,-,-
'[12:32:26.584]',-,-,-
'[12:32:26.592]',-,-,-
'[12:32:26.600]',-,-,-
'[12:32:26.608]',-,-,-
'[12:32:26.616]',-,-,-
'[12:32:26.624]',-,-,-
'[12:32:26.632]',-,-,-
'[12:32:26.640]',-,-,-
'[12:32:26.648]',-,-,-
'[12:32:26.656]',-,-,-
'[12:32:26.664]',-,-,-
'[12:32:26.672]',-,-,-
'[12:32:26.680]',-,-,-
'[12:32:26.688]',-,-,-
'[12:32:26.696]',-,-,-
'[12:32:26.704]',-,-,-
'[12:32:26.712]',-,-,-
'[12:32:26.720]',-,-,-
'[12:32:26.728]',-,-,-
'[12:32:26.736]',-,-,-
'[12:32:26.744]',-,-,-
'[12:32:26.752]',-,-,-
'[12:32:26.760]',-,-,-
'[12:32:26.768]',-,-,-
'[12:32:26.776]',-,-,-
'[12:32:26.784]',-,-,-
'[12:32:26.792]',-,-,-
'[12:32:26.800]',-,-,-
'[12:32:26.808]',-,-,-
'[12:32:26.816]',-,-,-
'[12:32:26.824]',-,-,-
'[12:32:26.832]',-,-,-
'[12:32:26.840]',-,-,-
'[12:32:26.848]',-,-,-
'[12:32:26.856]',-,-,-
'[12:32:26.864]',-,-,-
'[12:32:26.872]',-,-,-
'[12:32:26.880]',-,-,-
'[12:32:26.888]',-,-,-
'[12:32:26.896]',-,-,-
'[12:32:26.904]',-,-,-
'[12:32:26.912]',-,-,-
'[12:32:26.920]',-,-,-
'[12:32:26.928]',-,-,-
'[12:32:26.936]',-,-,-
'[12:32:26.944]',-,-,-
'[12:32:26.952]',-,-,-
'[12:32:26.960]',-,-,-
'[12:32:26.968]',-,-,-
'[12:32:26.976]',-,-,-
'[12:32:26.984]',-,-,-
'[12:32:26.992]',-,-,-
'[12:32:27.000]',-,-,-
'[12:32:27.008]',-,-,-
'[12:32:27.016]',-,-,-
'[12:32:27.024]',-,-,-
'[12:32:27.032]',-,-,-
'[12:32:27.040]',-,-,-
'[12:32:27.048]',-,-,-
'[12:32:27.056]',-,-,-
'[12:32:27.064]',-,-,-
'[12:32:27.072]',-,-,-
'[12:32:27.080]',-,-,-
'[12:32:27.088]',-,-,-
'[12:32:27.096]',-,-,-
'[12:32:27.104]',-,-,-
'[12:32:27.112]',-,-,-
'[12:32:27.120]',-,-,-
'[12:32:27.128]',-,-,-
'[12:32:27.136]',-,-,-
'[12:32:27.144]',-,-,-
'[12:32:27.152]',-,-,-
'[12:32:27.160]',-,-,-
'[12:32:27.168]',-,-,-
'[12:32:27.176]',-,-,-
'[12:32:27.184]',-,-,-
'[12:32:27.192]',-,-,-
'[12:32:27.200]',-,-,-
'[12:32:27.208]',-,-,-
'[12:32:27.216]',-,-,-
'[12:32:27.224]',-,-,-
'[12:32:27.232]',-,-,-
'[12:32:27.240]',-,-,-
'[12:32:27.248]',-,-,-
'[12:32:27.256]',-,-,-
'[12:32:27.264]',-,-,-
'[12:32:27.272]',-,-,-
'[12:32:27.280]',-,-,-
'[12:32:27.288]',-,-,-
'[12:32:27.296]',-,-,-
'[12:32:27.304]',-,-,-
'[12:32:27.312]',-,-,-
'[12:32:27.320]',-,-,-
'[12:32:27.328]',-,-,-
'[12:32:27.336]',-,-,-
'[12:32:27.344]',-,-,-
'[12:32:27.352]',-,-,-
'[12:32:27.360]',-,-,-
'[12:32:27.368]',-,-,-
'[12:32:27.376]',-,-,-
'[12:32:27.384]',-,-,-
'[12:32:27.392]',-,-,-
'[12:32:27.400]',-,-,-
'[12:32:27.408]',-,-,-
'[12:32:27.416]',-,-,-
'[12:32:27.424]',-,-,-
'[12:32:27.432]',-,-,-
'[12:32:27.440]',-,-,-
'[12:32:27.448]',-,-,-
'[12:32:27.456]',-,-,-
'[12:32:27.464]',-,-,-
'[12:32:27.472]',-,-,-
'[12:32:27.480]',-,-,-
'[12:32:27.488]',-,-,-
'[12:32:27.496]',-,-,-
'[12:32:27.504]',-,-,-
'[12:32:27.512]',-,-,-
'[12:32:27.520]',-,-,-
'[12:32:27.528]',-,-,-
'[12:32:27.536]',-,-,-
'[12:32:27.544]',-,-,-
'[12:32:27.552]',-,-,-
