'Time','II','PLETH','ABP'
'[11:17:04.528]',0.622,0.502,92.188
'[11:17:04.536]',0.622,0.541,92.188
'[11:17:04.544]',0.630,0.573,92.188
'[11:17:04.552]',0.622,0.600,92.188
'[11:17:04.560]',0.661,0.620,92.188
'[11:17:04.568]',0.724,0.639,92.188
'[11:17:04.576]',0.890,0.655,92.188
'[11:17:04.584]',1.142,0.671,91.458
'[11:17:04.592]',1.268,0.678,91.458
'[11:17:04.600]',0.984,0.682,91.458
'[11:17:04.608]',0.488,0.686,91.458
'[11:17:04.616]',0.252,0.682,91.458
'[11:17:04.624]',0.236,0.678,90.625
'[11:17:04.632]',0.236,0.671,90.625
'[11:17:04.640]',0.354,0.659,90.625
'[11:17:04.648]',0.402,0.647,90.625
'[11:17:04.656]',0.417,0.635,90.625
'[11:17:04.664]',0.433,0.620,89.896
'[11:17:04.672]',0.402,0.600,89.896
'[11:17:04.680]',0.504,0.580,89.896
'[11:17:04.688]',0.614,0.561,89.896
'[11:17:04.696]',0.654,0.537,89.062
'[11:17:04.704]',0.669,0.510,89.062
'[11:17:04.712]',0.654,0.486,89.062
'[11:17:04.720]',0.654,0.463,89.062
'[11:17:04.728]',0.661,0.439,89.062
'[11:17:04.736]',0.669,0.420,88.333
'[11:17:04.744]',0.669,0.404,88.333
'[11:17:04.752]',0.661,0.388,88.333
'[11:17:04.760]',0.669,0.376,88.333
'[11:17:04.768]',0.654,0.365,87.500
'[11:17:04.776]',0.669,0.357,87.500
'[11:17:04.784]',0.654,0.353,87.500
'[11:17:04.792]',0.654,0.345,86.771
'[11:17:04.800]',0.646,0.345,86.771
'[11:17:04.808]',0.661,0.341,86.771
'[11:17:04.816]',0.654,0.341,86.771
'[11:17:04.824]',0.669,0.337,85.938
'[11:17:04.832]',0.669,0.337,85.938
'[11:17:04.840]',0.661,0.337,85.938
'[11:17:04.848]',0.669,0.333,85.938
'[11:17:04.856]',0.654,0.333,86.771
'[11:17:04.864]',0.661,0.333,87.500
'[11:17:04.872]',0.669,0.329,88.333
'[11:17:04.880]',0.685,0.325,89.896
'[11:17:04.888]',0.685,0.325,90.625
'[11:17:04.896]',0.677,0.322,91.458
'[11:17:04.904]',0.669,0.318,93.021
'[11:17:04.912]',0.677,0.314,93.750
'[11:17:04.920]',0.685,0.310,94.583
'[11:17:04.928]',0.677,0.306,95.312
'[11:17:04.936]',0.661,0.306,96.146
'[11:17:04.944]',0.669,0.302,96.146
'[11:17:04.952]',0.677,0.302,96.875
'[11:17:04.960]',0.669,0.298,96.875
'[11:17:04.968]',0.661,0.294,97.708
'[11:17:04.976]',0.677,0.294,97.708
'[11:17:04.984]',0.677,0.290,97.708
'[11:17:04.992]',0.685,0.286,98.438
'[11:17:05.000]',0.669,0.286,98.438
'[11:17:05.008]',0.669,0.282,98.438
'[11:17:05.016]',0.685,0.278,98.438
'[11:17:05.024]',0.685,0.275,98.438
'[11:17:05.032]',0.693,0.275,98.438
'[11:17:05.040]',0.669,0.271,98.438
'[11:17:05.048]',0.685,0.267,97.708
'[11:17:05.056]',0.685,0.267,97.708
'[11:17:05.064]',0.701,0.263,96.875
'[11:17:05.072]',0.748,0.259,96.146
'[11:17:05.080]',0.764,0.255,96.146
'[11:17:05.088]',0.740,0.251,95.312
'[11:17:05.096]',0.748,0.247,94.583
'[11:17:05.104]',0.740,0.243,93.750
'[11:17:05.112]',0.748,0.243,93.021
'[11:17:05.120]',0.748,0.243,93.021
'[11:17:05.128]',0.764,0.251,92.188
'[11:17:05.136]',0.740,0.263,92.188
'[11:17:05.144]',0.693,0.278,92.188
'[11:17:05.152]',0.669,0.298,92.188
'[11:17:05.160]',0.654,0.325,91.458
'[11:17:05.168]',0.654,0.357,91.458
'[11:17:05.176]',0.638,0.392,91.458
'[11:17:05.184]',0.622,0.431,91.458
'[11:17:05.192]',0.646,0.475,91.458
'[11:17:05.200]',0.654,0.510,91.458
'[11:17:05.208]',0.661,0.545,91.458
'[11:17:05.216]',0.646,0.576,91.458
'[11:17:05.224]',0.685,0.600,91.458
'[11:17:05.232]',0.764,0.624,91.458
'[11:17:05.240]',0.961,0.639,91.458
'[11:17:05.248]',1.205,0.647,91.458
'[11:17:05.256]',1.268,0.655,90.625
'[11:17:05.264]',0.890,0.655,90.625
'[11:17:05.272]',0.433,0.671,90.625
'[11:17:05.280]',0.276,0.686,90.625
'[11:17:05.288]',0.268,0.694,90.625
'[11:17:05.296]',0.315,0.690,89.896
'[11:17:05.304]',0.386,0.682,89.896
'[11:17:05.312]',0.433,0.671,89.896
'[11:17:05.320]',0.417,0.655,89.896
'[11:17:05.328]',0.433,0.639,89.062
'[11:17:05.336]',0.378,0.616,89.062
'[11:17:05.344]',0.488,0.596,89.062
'[11:17:05.352]',0.591,0.573,89.062
'[11:17:05.360]',0.677,0.549,88.333
'[11:17:05.368]',0.709,0.522,88.333
'[11:17:05.376]',0.693,0.494,88.333
'[11:17:05.384]',0.685,0.471,88.333
'[11:17:05.392]',0.677,0.443,87.500
'[11:17:05.400]',0.709,0.420,87.500
'[11:17:05.408]',0.717,0.400,87.500
'[11:17:05.416]',0.693,0.384,87.500
'[11:17:05.424]',0.709,0.369,86.771
'[11:17:05.432]',0.685,0.357,86.771
'[11:17:05.440]',0.693,0.349,86.771
'[11:17:05.448]',0.693,0.345,86.771
'[11:17:05.456]',0.685,0.341,85.938
'[11:17:05.464]',0.701,0.337,85.938
'[11:17:05.472]',0.693,0.337,85.938
'[11:17:05.480]',0.693,0.337,85.208
'[11:17:05.488]',0.685,0.337,85.208
'[11:17:05.496]',0.693,0.337,85.208
'[11:17:05.504]',0.693,0.337,85.208
'[11:17:05.512]',0.709,0.337,85.208
'[11:17:05.520]',0.693,0.333,85.208
'[11:17:05.528]',0.717,0.333,85.938
'[11:17:05.536]',0.724,0.333,86.771
'[11:17:05.544]',0.709,0.333,88.333
'[11:17:05.552]',0.693,0.333,89.062
'[11:17:05.560]',0.732,0.329,89.896
'[11:17:05.568]',0.740,0.329,91.458
'[11:17:05.576]',0.709,0.325,92.188
'[11:17:05.584]',0.693,0.325,93.021
'[11:17:05.592]',0.717,0.322,93.750
'[11:17:05.600]',0.693,0.318,94.583
'[11:17:05.608]',0.693,0.314,95.312
'[11:17:05.616]',0.709,0.310,95.312
'[11:17:05.624]',0.724,0.310,96.146
'[11:17:05.632]',0.693,0.306,96.146
'[11:17:05.640]',0.701,0.302,96.875
'[11:17:05.648]',0.677,0.298,96.875
'[11:17:05.656]',0.693,0.298,96.875
'[11:17:05.664]',0.701,0.294,96.875
'[11:17:05.672]',0.693,0.290,96.875
'[11:17:05.680]',0.709,0.286,96.875
'[11:17:05.688]',0.693,0.282,96.875
'[11:17:05.696]',0.709,0.282,96.875
'[11:17:05.704]',0.709,0.278,96.875
'[11:17:05.712]',0.724,0.275,96.875
'[11:17:05.720]',0.717,0.275,96.146
'[11:17:05.728]',0.756,0.271,96.146
'[11:17:05.736]',0.764,0.267,95.312
'[11:17:05.744]',0.772,0.263,94.583
'[11:17:05.752]',0.764,0.259,93.750
'[11:17:05.760]',0.756,0.259,93.021
'[11:17:05.768]',0.740,0.255,93.021
'[11:17:05.776]',0.756,0.251,92.188
'[11:17:05.784]',0.764,0.251,92.188
'[11:17:05.792]',0.772,0.255,91.458
'[11:17:05.800]',0.724,0.263,91.458
'[11:17:05.808]',0.693,0.278,91.458
'[11:17:05.816]',0.669,0.302,90.625
'[11:17:05.824]',0.677,0.329,90.625
'[11:17:05.832]',0.654,0.369,90.625
'[11:17:05.840]',0.685,0.408,90.625
'[11:17:05.848]',0.748,0.443,90.625
'[11:17:05.856]',0.819,0.478,90.625
'[11:17:05.864]',0.890,0.518,90.625
'[11:17:05.872]',0.976,0.557,90.625
'[11:17:05.880]',1.126,0.596,90.625
'[11:17:05.888]',0.835,0.627,90.625
'[11:17:05.896]',0.583,0.651,90.625
'[11:17:05.904]',0.575,0.675,90.625
'[11:17:05.912]',0.654,0.690,89.896
'[11:17:05.920]',0.441,0.698,89.896
'[11:17:05.928]',0.370,0.706,89.896
'[11:17:05.936]',0.346,0.706,89.896
'[11:17:05.944]',0.354,0.702,89.896
'[11:17:05.952]',0.362,0.698,89.896
'[11:17:05.960]',0.370,0.690,89.062
'[11:17:05.968]',0.378,0.678,89.062
'[11:17:05.976]',0.409,0.667,89.062
'[11:17:05.984]',0.402,0.651,89.062
'[11:17:05.992]',0.551,0.635,89.062
'[11:17:06.000]',0.614,0.616,88.333
'[11:17:06.008]',0.654,0.592,88.333
'[11:17:06.016]',0.669,0.569,88.333
'[11:17:06.024]',0.685,0.541,88.333
'[11:17:06.032]',0.677,0.518,88.333
'[11:17:06.040]',0.685,0.490,87.500
'[11:17:06.048]',0.669,0.467,87.500
'[11:17:06.056]',0.669,0.451,87.500
'[11:17:06.064]',0.669,0.431,87.500
'[11:17:06.072]',0.661,0.412,87.500
'[11:17:06.080]',0.669,0.392,86.771
'[11:17:06.088]',0.654,0.380,86.771
'[11:17:06.096]',0.646,0.369,86.771
'[11:17:06.104]',0.646,0.357,86.771
'[11:17:06.112]',0.654,0.349,85.938
'[11:17:06.120]',0.646,0.345,85.938
'[11:17:06.128]',0.654,0.341,85.938
'[11:17:06.136]',0.654,0.337,85.938
'[11:17:06.144]',0.661,0.337,85.938
'[11:17:06.152]',0.654,0.337,85.938
'[11:17:06.160]',0.654,0.341,86.771
'[11:17:06.168]',0.646,0.341,87.500
'[11:17:06.176]',0.654,0.341,88.333
'[11:17:06.184]',0.646,0.341,89.062
'[11:17:06.192]',0.646,0.341,90.625
'[11:17:06.200]',0.638,0.341,91.458
'[11:17:06.208]',0.638,0.341,93.021
'[11:17:06.216]',0.622,0.341,93.750
'[11:17:06.224]',0.622,0.337,94.583
'[11:17:06.232]',0.606,0.333,95.312
'[11:17:06.240]',0.606,0.333,95.312
'[11:17:06.248]',0.598,0.329,96.146
'[11:17:06.256]',0.598,0.329,96.146
'[11:17:06.264]',0.583,0.325,96.875
'[11:17:06.272]',0.598,0.325,96.875
'[11:17:06.280]',0.591,0.322,96.875
'[11:17:06.288]',0.591,0.322,96.875
'[11:17:06.296]',0.591,0.318,97.708
'[11:17:06.304]',0.598,0.314,97.708
'[11:17:06.312]',0.598,0.314,97.708
'[11:17:06.320]',0.598,0.310,96.875
'[11:17:06.328]',0.598,0.310,96.875
'[11:17:06.336]',0.598,0.306,96.146
'[11:17:06.344]',0.614,0.302,96.146
'[11:17:06.352]',0.614,0.302,95.312
'[11:17:06.360]',0.614,0.298,94.583
'[11:17:06.368]',0.606,0.298,93.750
'[11:17:06.376]',0.614,0.294,93.021
'[11:17:06.384]',0.614,0.286,93.021
'[11:17:06.392]',0.638,0.282,92.188
'[11:17:06.400]',0.677,0.278,92.188
'[11:17:06.408]',0.685,0.278,91.458
'[11:17:06.416]',0.669,0.278,91.458
'[11:17:06.424]',0.677,0.282,91.458
'[11:17:06.432]',0.654,0.290,91.458
'[11:17:06.440]',0.685,0.302,91.458
'[11:17:06.448]',0.693,0.322,91.458
'[11:17:06.456]',0.693,0.341,90.625
'[11:17:06.464]',0.654,0.373,90.625
'[11:17:06.472]',0.622,0.408,90.625
'[11:17:06.480]',0.591,0.443,90.625
'[11:17:06.488]',0.575,0.486,90.625
'[11:17:06.496]',0.575,0.525,90.625
'[11:17:06.504]',0.575,0.561,90.625
'[11:17:06.512]',0.583,0.596,90.625
'[11:17:06.520]',0.575,0.627,90.625
'[11:17:06.528]',0.583,0.651,90.625
'[11:17:06.536]',0.583,0.671,90.625
'[11:17:06.544]',0.598,0.686,90.625
'[11:17:06.552]',0.622,0.694,89.896
'[11:17:06.560]',0.740,0.698,89.896
'[11:17:06.568]',0.929,0.698,89.896
'[11:17:06.576]',1.181,0.694,89.896
'[11:17:06.584]',1.228,0.690,89.896
'[11:17:06.592]',0.748,0.678,89.062
'[11:17:06.600]',0.291,0.667,89.062
'[11:17:06.608]',0.197,0.647,89.062
'[11:17:06.616]',0.181,0.627,89.062
'[11:17:06.624]',0.252,0.604,88.333
'[11:17:06.632]',0.331,0.576,88.333
'[11:17:06.640]',0.362,0.553,88.333
'[11:17:06.648]',0.362,0.533,88.333
'[11:17:06.656]',0.362,0.506,87.500
'[11:17:06.664]',0.402,0.482,87.500
'[11:17:06.672]',0.512,0.459,87.500
'[11:17:06.680]',0.583,0.435,87.500
'[11:17:06.688]',0.614,0.416,87.500
'[11:17:06.696]',0.622,0.400,86.771
'[11:17:06.704]',0.638,0.384,86.771
'[11:17:06.712]',0.646,0.376,86.771
'[11:17:06.720]',0.638,0.365,86.771
'[11:17:06.728]',0.646,0.361,86.771
'[11:17:06.736]',0.638,0.357,85.938
'[11:17:06.744]',0.646,0.353,85.938
'[11:17:06.752]',0.630,0.353,85.938
'[11:17:06.760]',0.638,0.353,85.938
'[11:17:06.768]',0.622,0.353,85.208
'[11:17:06.776]',0.638,0.353,85.208
'[11:17:06.784]',0.622,0.353,85.208
'[11:17:06.792]',0.638,0.349,85.208
'[11:17:06.800]',0.622,0.349,84.375
'[11:17:06.808]',0.630,0.349,84.375
'[11:17:06.816]',0.622,0.349,84.375
'[11:17:06.824]',0.630,0.345,84.375
'[11:17:06.832]',0.622,0.345,84.375
'[11:17:06.840]',0.630,0.345,85.208
'[11:17:06.848]',0.638,0.345,85.938
'[11:17:06.856]',0.646,0.341,86.771
'[11:17:06.864]',0.646,0.337,88.333
'[11:17:06.872]',0.638,0.337,89.062
'[11:17:06.880]',0.654,0.333,90.625
'[11:17:06.888]',0.646,0.329,91.458
'[11:17:06.896]',0.661,0.325,92.188
'[11:17:06.904]',0.646,0.322,93.750
'[11:17:06.912]',0.646,0.318,93.750
'[11:17:06.920]',0.638,0.314,94.583
'[11:17:06.928]',0.622,0.310,95.312
'[11:17:06.936]',0.622,0.306,95.312
'[11:17:06.944]',0.622,0.302,96.146
'[11:17:06.952]',0.622,0.302,96.146
'[11:17:06.960]',0.630,0.298,96.875
'[11:17:06.968]',0.622,0.298,96.875
'[11:17:06.976]',0.622,0.294,96.875
'[11:17:06.984]',0.630,0.290,97.708
'[11:17:06.992]',0.646,0.290,97.708
'[11:17:07.000]',0.646,0.286,97.708
'[11:17:07.008]',0.654,0.282,97.708
'[11:17:07.016]',0.654,0.282,97.708
'[11:17:07.024]',0.654,0.278,97.708
'[11:17:07.032]',0.646,0.275,97.708
'[11:17:07.040]',0.646,0.275,96.875
'[11:17:07.048]',0.646,0.271,96.875
'[11:17:07.056]',0.685,0.267,96.875
'[11:17:07.064]',0.724,0.267,96.146
'[11:17:07.072]',0.724,0.263,95.312
'[11:17:07.080]',0.717,0.259,95.312
'[11:17:07.088]',0.717,0.255,94.583
'[11:17:07.096]',0.701,0.251,93.750
'[11:17:07.104]',0.717,0.255,93.750
'[11:17:07.112]',0.740,0.263,93.021
'[11:17:07.120]',0.732,0.275,93.021
'[11:17:07.128]',0.709,0.294,93.021
'[11:17:07.136]',0.654,0.322,92.188
'[11:17:07.144]',0.638,0.349,92.188
'[11:17:07.152]',0.614,0.376,92.188
'[11:17:07.160]',0.622,0.416,92.188
'[11:17:07.168]',0.622,0.459,92.188
'[11:17:07.176]',0.630,0.506,92.188
'[11:17:07.184]',0.622,0.549,92.188
'[11:17:07.192]',0.638,0.588,92.188
'[11:17:07.200]',0.630,0.624,92.188
'[11:17:07.208]',0.638,0.655,92.188
'[11:17:07.216]',0.661,0.682,92.188
'[11:17:07.224]',0.780,0.702,92.188
'[11:17:07.232]',0.969,0.718,92.188
'[11:17:07.240]',1.213,0.725,91.458
'[11:17:07.248]',1.268,0.729,91.458
'[11:17:07.256]',0.835,0.729,91.458
'[11:17:07.264]',0.386,0.729,91.458
'[11:17:07.272]',0.260,0.725,91.458
'[11:17:07.280]',0.244,0.718,90.625
'[11:17:07.288]',0.299,0.706,90.625
'[11:17:07.296]',0.378,0.694,90.625
'[11:17:07.304]',0.409,0.678,90.625
'[11:17:07.312]',0.417,0.663,90.625
'[11:17:07.320]',0.402,0.647,89.896
'[11:17:07.328]',0.441,0.627,89.896
'[11:17:07.336]',0.543,0.608,89.896
'[11:17:07.344]',0.622,0.588,89.896
'[11:17:07.352]',0.654,0.569,89.062
'[11:17:07.360]',0.669,0.545,89.062
'[11:17:07.368]',0.669,0.522,89.062
'[11:17:07.376]',0.685,0.494,89.062
'[11:17:07.384]',0.685,0.471,89.062
'[11:17:07.392]',0.685,0.451,88.333
'[11:17:07.400]',0.677,0.431,88.333
'[11:17:07.408]',0.685,0.412,88.333
'[11:17:07.416]',0.669,0.400,88.333
'[11:17:07.424]',0.669,0.388,87.500
'[11:17:07.432]',0.669,0.376,87.500
'[11:17:07.440]',0.669,0.373,87.500
'[11:17:07.448]',0.669,0.369,87.500
'[11:17:07.456]',0.669,0.365,86.771
'[11:17:07.464]',0.661,0.361,86.771
'[11:17:07.472]',0.661,0.361,86.771
'[11:17:07.480]',0.661,0.361,86.771
'[11:17:07.488]',0.654,0.357,86.771
'[11:17:07.496]',0.669,0.357,86.771
'[11:17:07.504]',0.661,0.357,86.771
'[11:17:07.512]',0.669,0.353,87.500
'[11:17:07.520]',0.669,0.353,88.333
'[11:17:07.528]',0.669,0.349,89.062
'[11:17:07.536]',0.669,0.345,90.625
'[11:17:07.544]',0.685,0.345,91.458
'[11:17:07.552]',0.677,0.341,93.021
'[11:17:07.560]',0.685,0.337,93.750
'[11:17:07.568]',0.669,0.333,94.583
'[11:17:07.576]',0.677,0.333,95.312
'[11:17:07.584]',0.669,0.329,96.146
'[11:17:07.592]',0.669,0.325,96.875
'[11:17:07.600]',0.654,0.322,96.875
'[11:17:07.608]',0.669,0.318,97.708
'[11:17:07.616]',0.661,0.318,97.708
'[11:17:07.624]',0.669,0.314,98.438
'[11:17:07.632]',0.669,0.310,98.438
'[11:17:07.640]',0.669,0.310,98.438
'[11:17:07.648]',0.661,0.310,98.438
'[11:17:07.656]',0.661,0.306,99.271
'[11:17:07.664]',0.661,0.302,99.271
'[11:17:07.672]',0.669,0.302,99.271
'[11:17:07.680]',0.677,0.294,99.271
'[11:17:07.688]',0.677,0.290,99.271
'[11:17:07.696]',0.685,0.286,98.438
'[11:17:07.704]',0.669,0.282,98.438
'[11:17:07.712]',0.677,0.278,98.438
'[11:17:07.720]',0.724,0.275,97.708
'[11:17:07.728]',0.764,0.271,96.875
'[11:17:07.736]',0.748,0.267,96.875
'[11:17:07.744]',0.740,0.267,96.146
'[11:17:07.752]',0.724,0.267,95.312
'[11:17:07.760]',0.724,0.267,94.583
'[11:17:07.768]',0.740,0.267,94.583
'[11:17:07.776]',0.764,0.271,93.750
'[11:17:07.784]',0.756,0.278,93.750
'[11:17:07.792]',0.724,0.294,93.750
'[11:17:07.800]',0.669,0.318,93.021
'[11:17:07.808]',0.669,0.345,93.021
'[11:17:07.816]',0.646,0.380,93.021
'[11:17:07.824]',0.661,0.420,93.021
'[11:17:07.832]',0.646,0.463,93.021
'[11:17:07.840]',0.646,0.498,93.021
