'Time','II','PLETH','ABP'
'[19:13:57.560]',-,-,-
'[19:13:57.568]',-,-,-
'[19:13:57.576]',-,-,-
'[19:13:57.584]',-,-,-
'[19:13:57.592]',-,-,-
'[19:13:57.600]',-,-,-
'[19:13:57.608]',-,-,-
'[19:13:57.616]',-,-,-
'[19:13:57.624]',-,-,-
'[19:13:57.632]',-,-,-
'[19:13:57.640]',-,-,-
'[19:13:57.648]',-,-,-
'[19:13:57.656]',-,-,-
'[19:13:57.664]',-,-,-
'[19:13:57.672]',-,-,-
'[19:13:57.680]',-,-,-
'[19:13:57.688]',-,-,-
'[19:13:57.696]',-,-,-
'[19:13:57.704]',-,-,-
'[19:13:57.712]',-,-,-
'[19:13:57.720]',-,-,-
'[19:13:57.728]',-,-,-
'[19:13:57.736]',-,-,-
'[19:13:57.744]',-,-,-
'[19:13:57.752]',-,-,-
'[19:13:57.760]',-,-,-
'[19:13:57.768]',-,-,-
'[19:13:57.776]',-,-,-
'[19:13:57.784]',-,-,-
'[19:13:57.792]',-,-,-
'[19:13:57.800]',-,-,-
'[19:13:57.808]',-,-,-
'[19:13:57.816]',-,-,-
'[19:13:57.824]',-,-,-
'[19:13:57.832]',-,-,-
'[19:13:57.840]',-,-,-
'[19:13:57.848]',-,-,-
'[19:13:57.856]',-,-,-
'[19:13:57.864]',-,-,-
'[19:13:57.872]',-,-,-
'[19:13:57.880]',-,-,-
'[19:13:57.888]',-,-,-
'[19:13:57.896]',-,-,-
'[19:13:57.904]',-,-,-
'[19:13:57.912]',-,-,-
'[19:13:57.920]',-,-,-
'[19:13:57.928]',-,-,-
'[19:13:57.936]',-,-,-
'[19:13:57.944]',-,-,-
'[19:13:57.952]',-,-,-
'[19:13:57.960]',-,-,-
'[19:13:57.968]',-,-,-
'[19:13:57.976]',-,-,-
'[19:13:57.984]',-,-,-
'[19:13:57.992]',-,-,-
'[19:13:58.000]',-,-,-
'[19:13:58.008]',-,-,-
'[19:13:58.016]',-,-,-
'[19:13:58.024]',-,-,-
'[19:13:58.032]',-,-,-
'[19:13:58.040]',-,-,-
'[19:13:58.048]',-,-,-
'[19:13:58.056]',-,-,-
'[19:13:58.064]',-,-,-
'[19:13:58.072]',-,-,-
'[19:13:58.080]',-,-,-
'[19:13:58.088]',-,-,-
'[19:13:58.096]',-,-,-
'[19:13:58.104]',-,-,-
'[19:13:58.112]',-,-,-
'[19:13:58.120]',-,-,-
'[19:13:58.128]',-,-,-
'[19:13:58.136]',-,-,-
'[19:13:58.144]',-,-,-
'[19:13:58.152]',-,-,-
'[19:13:58.160]',-,-,-
'[19:13:58.168]',-,-,-
'[19:13:58.176]',-,-,-
'[19:13:58.184]',-,-,-
'[19:13:58.192]',-,-,-
'[19:13:58.200]',-,-,-
'[19:13:58.208]',-,-,-
'[19:13:58.216]',-,-,-
'[19:13:58.224]',-,-,-
'[19:13:58.232]',-,-,-
'[19:13:58.240]',-,-,-
'[19:13:58.248]',-,-,-
'[19:13:58.256]',-,-,-
'[19:13:58.264]',-,-,-
'[19:13:58.272]',-,-,-
'[19:13:58.280]',-,-,-
'[19:13:58.288]',-,-,-
'[19:13:58.296]',-,-,-
'[19:13:58.304]',-,-,-
'[19:13:58.312]',-,-,-
'[19:13:58.320]',-,-,-
'[19:13:58.328]',-,-,-
'[19:13:58.336]',-,-,-
'[19:13:58.344]',-,-,-
'[19:13:58.352]',-,-,-
'[19:13:58.360]',-,-,-
'[19:13:58.368]',-,-,-
'[19:13:58.376]',-,-,-
'[19:13:58.384]',-,-,-
'[19:13:58.392]',-,-,-
'[19:13:58.400]',-,-,-
'[19:13:58.408]',-,-,-
'[19:13:58.416]',-,-,-
'[19:13:58.424]',-,-,-
'[19:13:58.432]',-,-,-
'[19:13:58.440]',-,-,-
'[19:13:58.448]',-,-,-
'[19:13:58.456]',-,-,-
'[19:13:58.464]',-,-,-
'[19:13:58.472]',-,-,-
'[19:13:58.480]',-,-,-
'[19:13:58.488]',-,-,-
'[19:13:58.496]',-,-,-
'[19:13:58.504]',-,-,-
'[19:13:58.512]',-,-,-
'[19:13:58.520]',-,-,-
'[19:13:58.528]',-,-,-
'[19:13:58.536]',-,-,-
'[19:13:58.544]',-,-,-
'[19:13:58.552]',-,-,-
'[19:13:58.560]',-,-,-
'[19:13:58.568]',-,-,-
'[19:13:58.576]',-,-,-
'[19:13:58.584]',-,-,-
'[19:13:58.592]',-,-,-
'[19:13:58.600]',-,-,-
'[19:13:58.608]',-,-,-
'[19:13:58.616]',-,-,-
'[19:13:58.624]',-,-,-
'[19:13:58.632]',-,-,-
'[19:13:58.640]',-,-,-
'[19:13:58.648]',-,-,-
'[19:13:58.656]',-,-,-
'[19:13:58.664]',-,-,-
'[19:13:58.672]',-,-,-
'[19:13:58.680]',-,-,-
'[19:13:58.688]',-,-,-
'[19:13:58.696]',-,-,-
'[19:13:58.704]',-,-,-
'[19:13:58.712]',-,-,-
'[19:13:58.720]',-,-,-
'[19:13:58.728]',-,-,-
'[19:13:58.736]',-,-,-
'[19:13:58.744]',-,-,-
'[19:13:58.752]',-,-,-
'[19:13:58.760]',-,-,-
'[19:13:58.768]',-,-,-
'[19:13:58.776]',-,-,-
'[19:13:58.784]',-,-,-
'[19:13:58.792]',-,-,-
'[19:13:58.800]',-,-,-
'[19:13:58.808]',-,-,-
'[19:13:58.816]',-,-,-
'[19:13:58.824]',-,-,-
'[19:13:58.832]',-,-,-
'[19:13:58.840]',-,-,-
'[19:13:58.848]',-,-,-
'[19:13:58.856]',-,-,-
'[19:13:58.864]',-,-,-
'[19:13:58.872]',-,-,-
'[19:13:58.880]',-,-,-
'[19:13:58.888]',-,-,-
'[19:13:58.896]',-,-,-
'[19:13:58.904]',-,-,-
'[19:13:58.912]',-,-,-
'[19:13:58.920]',-,-,-
'[19:13:58.928]',-,-,-
'[19:13:58.936]',-,-,-
'[19:13:58.944]',-,-,-
'[19:13:58.952]',-,-,-
'[19:13:58.960]',-,-,-
'[19:13:58.968]',-,-,-
'[19:13:58.976]',-,-,-
'[19:13:58.984]',-,-,-
'[19:13:58.992]',-,-,-
'[19:13:59.000]',-,-,-
'[19:13:59.008]',-,-,-
'[19:13:59.016]',-,-,-
'[19:13:59.024]',-,-,-
'[19:13:59.032]',-,-,-
'[19:13:59.040]',-,-,-
'[19:13:59.048]',-,-,-
'[19:13:59.056]',-,-,-
'[19:13:59.064]',-,-,-
'[19:13:59.072]',-,-,-
'[19:13:59.080]',-,-,-
'[19:13:59.088]',-,-,-
'[19:13:59.096]',-,-,-
'[19:13:59.104]',-,-,-
'[19:13:59.112]',-,-,-
'[19:13:59.120]',-,-,-
'[19:13:59.128]',-,-,-
'[19:13:59.136]',-,-,-
'[19:13:59.144]',-,-,-
'[19:13:59.152]',-,-,-
'[19:13:59.160]',-,-,-
'[19:13:59.168]',-,-,-
'[19:13:59.176]',-,-,-
'[19:13:59.184]',-,-,-
'[19:13:59.192]',-,-,-
'[19:13:59.200]',-,-,-
'[19:13:59.208]',-,-,-
'[19:13:59.216]',-,-,-
'[19:13:59.224]',-,-,-
'[19:13:59.232]',-,-,-
'[19:13:59.240]',-,-,-
'[19:13:59.248]',-,-,-
'[19:13:59.256]',-,-,-
'[19:13:59.264]',-,-,-
'[19:13:59.272]',-,-,-
'[19:13:59.280]',-,-,-
'[19:13:59.288]',-,-,-
'[19:13:59.296]',-,-,-
'[19:13:59.304]',-,-,-
'[19:13:59.312]',-,-,-
'[19:13:59.320]',-,-,-
'[19:13:59.328]',-,-,-
'[19:13:59.336]',-,-,-
'[19:13:59.344]',-,-,-
'[19:13:59.352]',-,-,-
'[19:13:59.360]',-,-,-
'[19:13:59.368]',-,-,-
'[19:13:59.376]',-,-,-
'[19:13:59.384]',-,-,-
'[19:13:59.392]',-,-,-
'[19:13:59.400]',-,-,-
'[19:13:59.408]',-,-,-
'[19:13:59.416]',-,-,-
'[19:13:59.424]',-,-,-
'[19:13:59.432]',-,-,-
'[19:13:59.440]',-,-,-
'[19:13:59.448]',-,-,-
'[19:13:59.456]',-,-,-
'[19:13:59.464]',-,-,-
'[19:13:59.472]',-,-,-
'[19:13:59.480]',-,-,-
'[19:13:59.488]',-,-,-
'[19:13:59.496]',-,-,-
'[19:13:59.504]',-,-,-
'[19:13:59.512]',-,-,-
'[19:13:59.520]',-,-,-
'[19:13:59.528]',-,-,-
'[19:13:59.536]',-,-,-
'[19:13:59.544]',-,-,-
'[19:13:59.552]',-,-,-
'[19:13:59.560]',-,-,-
'[19:13:59.568]',-,-,-
'[19:13:59.576]',-,-,-
'[19:13:59.584]',-,-,-
'[19:13:59.592]',-,-,-
'[19:13:59.600]',-,-,-
'[19:13:59.608]',-,-,-
'[19:13:59.616]',-,-,-
'[19:13:59.624]',-,-,-
'[19:13:59.632]',-,-,-
'[19:13:59.640]',-,-,-
'[19:13:59.648]',-,-,-
'[19:13:59.656]',-,-,-
'[19:13:59.664]',-,-,-
'[19:13:59.672]',-,-,-
'[19:13:59.680]',-,-,-
'[19:13:59.688]',-,-,-
'[19:13:59.696]',-,-,-
'[19:13:59.704]',-,-,-
'[19:13:59.712]',-,-,-
'[19:13:59.720]',-,-,-
'[19:13:59.728]',-,-,-
'[19:13:59.736]',-,-,-
'[19:13:59.744]',-,-,-
'[19:13:59.752]',-,-,-
'[19:13:59.760]',-,-,-
'[19:13:59.768]',-,-,-
'[19:13:59.776]',-,-,-
'[19:13:59.784]',-,-,-
'[19:13:59.792]',-,-,-
'[19:13:59.800]',-,-,-
'[19:13:59.808]',-,-,-
'[19:13:59.816]',-,-,-
'[19:13:59.824]',-,-,-
'[19:13:59.832]',-,-,-
'[19:13:59.840]',-,-,-
'[19:13:59.848]',-,-,-
'[19:13:59.856]',-,-,-
'[19:13:59.864]',-,-,-
'[19:13:59.872]',-,-,-
'[19:13:59.880]',-,-,-
'[19:13:59.888]',-,-,-
'[19:13:59.896]',-,-,-
'[19:13:59.904]',-,-,-
'[19:13:59.912]',-,-,-
'[19:13:59.920]',-,-,-
'[19:13:59.928]',-,-,-
'[19:13:59.936]',-,-,-
'[19:13:59.944]',-,-,-
'[19:13:59.952]',-,-,-
'[19:13:59.960]',-,-,-
'[19:13:59.968]',-,-,-
'[19:13:59.976]',-,-,-
'[19:13:59.984]',-,-,-
'[19:13:59.992]',-,-,-
'[19:14:00.000]',-,-,-
'[19:14:00.008]',-,-,-
'[19:14:00.016]',-,-,-
'[19:14:00.024]',-,-,-
'[19:14:00.032]',-,-,-
'[19:14:00.040]',-,-,-
'[19:14:00.048]',-,-,-
'[19:14:00.056]',-,-,-
'[19:14:00.064]',-,-,-
'[19:14:00.072]',-,-,-
'[19:14:00.080]',-,-,-
'[19:14:00.088]',-,-,-
'[19:14:00.096]',-,-,-
'[19:14:00.104]',-,-,-
'[19:14:00.112]',-,-,-
'[19:14:00.120]',-,-,-
'[19:14:00.128]',-,-,-
'[19:14:00.136]',-,-,-
'[19:14:00.144]',-,-,-
'[19:14:00.152]',-,-,-
'[19:14:00.160]',-,-,-
'[19:14:00.168]',-,-,-
'[19:14:00.176]',-,-,-
'[19:14:00.184]',-,-,-
'[19:14:00.192]',-,-,-
'[19:14:00.200]',-,-,-
'[19:14:00.208]',-,-,-
'[19:14:00.216]',-,-,-
'[19:14:00.224]',-,-,-
'[19:14:00.232]',-,-,-
'[19:14:00.240]',-,-,-
'[19:14:00.248]',-,-,-
'[19:14:00.256]',-,-,-
'[19:14:00.264]',-,-,-
'[19:14:00.272]',-,-,-
'[19:14:00.280]',-,-,-
'[19:14:00.288]',-,-,-
'[19:14:00.296]',-,-,-
'[19:14:00.304]',-,-,-
'[19:14:00.312]',-,-,-
'[19:14:00.320]',-,-,-
'[19:14:00.328]',-,-,-
'[19:14:00.336]',-,-,-
'[19:14:00.344]',-,-,-
'[19:14:00.352]',-,-,-
'[19:14:00.360]',-,-,-
'[19:14:00.368]',-,-,-
'[19:14:00.376]',-,-,-
'[19:14:00.384]',-,-,-
'[19:14:00.392]',-,-,-
'[19:14:00.400]',-,-,-
'[19:14:00.408]',-,-,-
'[19:14:00.416]',-,-,-
'[19:14:00.424]',-,-,-
'[19:14:00.432]',-,-,-
'[19:14:00.440]',-,-,-
'[19:14:00.448]',-,-,-
'[19:14:00.456]',-,-,-
'[19:14:00.464]',-,-,-
'[19:14:00.472]',-,-,-
'[19:14:00.480]',-,-,-
'[19:14:00.488]',-,-,-
'[19:14:00.496]',-,-,-
'[19:14:00.504]',-,-,-
'[19:14:00.512]',-,-,-
'[19:14:00.520]',-,-,-
'[19:14:00.528]',-,-,-
'[19:14:00.536]',-,-,-
'[19:14:00.544]',-,-,-
'[19:14:00.552]',-,-,-
'[19:14:00.560]',-,-,-
'[19:14:00.568]',-,-,-
'[19:14:00.576]',-,-,-
'[19:14:00.584]',-,-,-
'[19:14:00.592]',-,-,-
'[19:14:00.600]',-,-,-
'[19:14:00.608]',-,-,-
'[19:14:00.616]',-,-,-
'[19:14:00.624]',-,-,-
'[19:14:00.632]',-,-,-
'[19:14:00.640]',-,-,-
'[19:14:00.648]',-,-,-
'[19:14:00.656]',-,-,-
'[19:14:00.664]',-,-,-
'[19:14:00.672]',-,-,-
'[19:14:00.680]',-,-,-
'[19:14:00.688]',-,-,-
'[19:14:00.696]',-,-,-
'[19:14:00.704]',-,-,-
'[19:14:00.712]',-,-,-
'[19:14:00.720]',-,-,-
'[19:14:00.728]',-,-,-
'[19:14:00.736]',-,-,-
'[19:14:00.744]',-,-,-
'[19:14:00.752]',-,-,-
'[19:14:00.760]',-,-,-
'[19:14:00.768]',-,-,-
'[19:14:00.776]',-,-,-
'[19:14:00.784]',-,-,-
'[19:14:00.792]',-,-,-
'[19:14:00.800]',-,-,-
'[19:14:00.808]',-,-,-
'[19:14:00.816]',-,-,-
'[19:14:00.824]',-,-,-
'[19:14:00.832]',-,-,-
'[19:14:00.840]',-,-,-
'[19:14:00.848]',-,-,-
'[19:14:00.856]',-,-,-
'[19:14:00.864]',-,-,-
'[19:14:00.872]',-,-,-
'[19:14:00.880]',-,-,-
'[19:14:00.888]',-,-,-
'[19:14:00.896]',-,-,-
'[19:14:00.904]',-,-,-
'[19:14:00.912]',-,-,-
'[19:14:00.920]',-,-,-
'[19:14:00.928]',-,-,-
'[19:14:00.936]',-,-,-
'[19:14:00.944]',-,-,-
'[19:14:00.952]',-,-,-
'[19:14:00.960]',-,-,-
'[19:14:00.968]',-,-,-
'[19:14:00.976]',-,-,-
'[19:14:00.984]',-,-,-
'[19:14:00.992]',-,-,-
'[19:14:01.000]',-,-,-
'[19:14:01.008]',-,-,-
'[19:14:01.016]',-,-,-
'[19:14:01.024]',-,-,-
'[19:14:01.032]',-,-,-
'[19:14:01.040]',-,-,-
'[19:14:01.048]',-,-,-
'[19:14:01.056]',-,-,-
'[19:14:01.064]',-,-,-
'[19:14:01.072]',-,-,-
'[19:14:01.080]',-,-,-
'[19:14:01.088]',-,-,-
'[19:14:01.096]',-,-,-
'[19:14:01.104]',-,-,-
'[19:14:01.112]',-,-,-
'[19:14:01.120]',-,-,-
'[19:14:01.128]',-,-,-
'[19:14:01.136]',-,-,-
'[19:14:01.144]',-,-,-
'[19:14:01.152]',-,-,-
'[19:14:01.160]',-,-,-
'[19:14:01.168]',-,-,-
'[19:14:01.176]',-,-,-
'[19:14:01.184]',-,-,-
'[19:14:01.192]',-,-,-
'[19:14:01.200]',-,-,-
'[19:14:01.208]',-,-,-
'[19:14:01.216]',-,-,-
'[19:14:01.224]',-,-,-
'[19:14:01.232]',-,-,-
'[19:14:01.240]',-,-,-
'[19:14:01.248]',-,-,-
'[19:14:01.256]',-,-,-
'[19:14:01.264]',-,-,-
'[19:14:01.272]',-,-,-
'[19:14:01.280]',-,-,-
'[19:14:01.288]',-,-,-
'[19:14:01.296]',-,-,-
'[19:14:01.304]',-,-,-
'[19:14:01.312]',-,-,-
'[19:14:01.320]',-,-,-
'[19:14:01.328]',-,-,-
'[19:14:01.336]',-,-,-
'[19:14:01.344]',-,-,-
'[19:14:01.352]',-,-,-
'[19:14:01.360]',-,-,-
'[19:14:01.368]',-,-,-
'[19:14:01.376]',-,-,-
'[19:14:01.384]',-,-,-
'[19:14:01.392]',-,-,-
'[19:14:01.400]',-,-,-
'[19:14:01.408]',-,-,-
'[19:14:01.416]',-,-,-
'[19:14:01.424]',-,-,-
'[19:14:01.432]',-,-,-
'[19:14:01.440]',-,-,-
'[19:14:01.448]',-,-,-
'[19:14:01.456]',-,-,-
'[19:14:01.464]',-,-,-
'[19:14:01.472]',-,-,-
'[19:14:01.480]',-,-,-
'[19:14:01.488]',-,-,-
'[19:14:01.496]',-,-,-
'[19:14:01.504]',-,-,-
'[19:14:01.512]',-,-,-
'[19:14:01.520]',-,-,-
'[19:14:01.528]',-,-,-
'[19:14:01.536]',-,-,-
'[19:14:01.544]',-,-,-
'[19:14:01.552]',-,-,-
'[19:14:01.560]',-,-,-
'[19:14:01.568]',-,-,-
'[19:14:01.576]',-,-,-
'[19:14:01.584]',-,-,-
'[19:14:01.592]',-,-,-
'[19:14:01.600]',-,-,-
'[19:14:01.608]',-,-,-
'[19:14:01.616]',-,-,-
'[19:14:01.624]',-,-,-
'[19:14:01.632]',-,-,-
'[19:14:01.640]',-,-,-
'[19:14:01.648]',-,-,-
'[19:14:01.656]',-,-,-
'[19:14:01.664]',-,-,-
'[19:14:01.672]',-,-,-
'[19:14:01.680]',-,-,-
'[19:14:01.688]',-,-,-
'[19:14:01.696]',-,-,-
'[19:14:01.704]',-,-,-
'[19:14:01.712]',-,-,-
'[19:14:01.720]',-,-,-
'[19:14:01.728]',-,-,-
'[19:14:01.736]',-,-,-
'[19:14:01.744]',-,-,-
'[19:14:01.752]',-,-,-
'[19:14:01.760]',-,-,-
'[19:14:01.768]',-,-,-
'[19:14:01.776]',-,-,-
'[19:14:01.784]',-,-,-
'[19:14:01.792]',-,-,-
'[19:14:01.800]',-,-,-
'[19:14:01.808]',-,-,-
'[19:14:01.816]',-,-,-
'[19:14:01.824]',-,-,-
'[19:14:01.832]',-,-,-
'[19:14:01.840]',-,-,-
'[19:14:01.848]',-,-,-
'[19:14:01.856]',-,-,-
'[19:14:01.864]',-,-,-
'[19:14:01.872]',-,-,-
'[19:14:01.880]',-,-,-
'[19:14:01.888]',-,-,-
'[19:14:01.896]',-,-,-
'[19:14:01.904]',-,-,-
'[19:14:01.912]',-,-,-
'[19:14:01.920]',-,-,-
'[19:14:01.928]',-,-,-
'[19:14:01.936]',-,-,-
'[19:14:01.944]',-,-,-
'[19:14:01.952]',-,-,-
'[19:14:01.960]',-,-,-
'[19:14:01.968]',-,-,-
'[19:14:01.976]',-,-,-
'[19:14:01.984]',-,-,-
'[19:14:01.992]',-,-,-
'[19:14:02.000]',-,-,-
'[19:14:02.008]',-,-,-
'[19:14:02.016]',-,-,-
'[19:14:02.024]',-,-,-
'[19:14:02.032]',-,-,-
'[19:14:02.040]',-,-,-
'[19:14:02.048]',-,-,-
'[19:14:02.056]',-,-,-
'[19:14:02.064]',-,-,-
'[19:14:02.072]',-,-,-
'[19:14:02.080]',-,-,-
'[19:14:02.088]',-,-,-
'[19:14:02.096]',-,-,-
'[19:14:02.104]',-,-,-
'[19:14:02.112]',-,-,-
'[19:14:02.120]',-,-,-
'[19:14:02.128]',-,-,-
'[19:14:02.136]',-,-,-
'[19:14:02.144]',-,-,-
'[19:14:02.152]',-,-,-
'[19:14:02.160]',-,-,-
'[19:14:02.168]',-,-,-
'[19:14:02.176]',-,-,-
'[19:14:02.184]',-,-,-
'[19:14:02.192]',-,-,-
'[19:14:02.200]',-,-,-
'[19:14:02.208]',-,-,-
'[19:14:02.216]',-,-,-
'[19:14:02.224]',-,-,-
'[19:14:02.232]',-,-,-
'[19:14:02.240]',-,-,-
'[19:14:02.248]',-,-,-
'[19:14:02.256]',-,-,-
'[19:14:02.264]',-,-,-
'[19:14:02.272]',-,-,-
'[19:14:02.280]',-,-,-
'[19:14:02.288]',-,-,-
'[19:14:02.296]',-,-,-
'[19:14:02.304]',-,-,-
'[19:14:02.312]',-,-,-
'[19:14:02.320]',-,-,-
'[19:14:02.328]',-,-,-
'[19:14:02.336]',-,-,-
'[19:14:02.344]',-,-,-
'[19:14:02.352]',-,-,-
'[19:14:02.360]',-,-,-
'[19:14:02.368]',-,-,-
'[19:14:02.376]',-,-,-
'[19:14:02.384]',-,-,-
'[19:14:02.392]',-,-,-
'[19:14:02.400]',-,-,-
'[19:14:02.408]',-,-,-
'[19:14:02.416]',-,-,-
'[19:14:02.424]',-,-,-
'[19:14:02.432]',-,-,-
'[19:14:02.440]',-,-,-
'[19:14:02.448]',-,-,-
'[19:14:02.456]',-,-,-
'[19:14:02.464]',-,-,-
'[19:14:02.472]',-,-,-
'[19:14:02.480]',-,-,-
'[19:14:02.488]',-,-,-
'[19:14:02.496]',-,-,-
'[19:14:02.504]',-,-,-
'[19:14:02.512]',-,-,-
'[19:14:02.520]',-,-,-
'[19:14:02.528]',-,-,-
'[19:14:02.536]',-,-,-
'[19:14:02.544]',-,-,-
'[19:14:02.552]',-,-,-
'[19:14:02.560]',-,-,-
'[19:14:02.568]',-,-,-
'[19:14:02.576]',-,-,-
'[19:14:02.584]',-,-,-
'[19:14:02.592]',-,-,-
'[19:14:02.600]',-,-,-
'[19:14:02.608]',-,-,-
'[19:14:02.616]',-,-,-
'[19:14:02.624]',-,-,-
'[19:14:02.632]',-,-,-
'[19:14:02.640]',-,-,-
'[19:14:02.648]',-,-,-
'[19:14:02.656]',-,-,-
'[19:14:02.664]',-,-,-
'[19:14:02.672]',-,-,-
'[19:14:02.680]',-,-,-
'[19:14:02.688]',-,-,-
'[19:14:02.696]',-,-,-
'[19:14:02.704]',-,-,-
'[19:14:02.712]',-,-,-
'[19:14:02.720]',-,-,-
'[19:14:02.728]',-,-,-
'[19:14:02.736]',-,-,-
'[19:14:02.744]',-,-,-
'[19:14:02.752]',-,-,-
'[19:14:02.760]',-,-,-
'[19:14:02.768]',-,-,-
'[19:14:02.776]',-,-,-
'[19:14:02.784]',-,-,-
'[19:14:02.792]',-,-,-
'[19:14:02.800]',-,-,-
'[19:14:02.808]',-,-,-
'[19:14:02.816]',-,-,-
'[19:14:02.824]',-,-,-
'[19:14:02.832]',-,-,-
'[19:14:02.840]',-,-,-
'[19:14:02.848]',-,-,-
'[19:14:02.856]',-,-,-
'[19:14:02.864]',-,-,-
'[19:14:02.872]',-,-,-
'[19:14:02.880]',-,-,-
'[19:14:02.888]',-,-,-
'[19:14:02.896]',-,-,-
'[19:14:02.904]',-,-,-
'[19:14:02.912]',-,-,-
'[19:14:02.920]',-,-,-
'[19:14:02.928]',-,-,-
'[19:14:02.936]',-,-,-
'[19:14:02.944]',-,-,-
'[19:14:02.952]',-,-,-
'[19:14:02.960]',-,-,-
'[19:14:02.968]',-,-,-
'[19:14:02.976]',-,-,-
'[19:14:02.984]',-,-,-
'[19:14:02.992]',-,-,-
'[19:14:03.000]',-,-,-
'[19:14:03.008]',-,-,-
'[19:14:03.016]',-,-,-
'[19:14:03.024]',-,-,-
'[19:14:03.032]',-,-,-
'[19:14:03.040]',-,-,-
'[19:14:03.048]',-,-,-
'[19:14:03.056]',-,-,-
'[19:14:03.064]',-,-,-
'[19:14:03.072]',-,-,-
'[19:14:03.080]',-,-,-
'[19:14:03.088]',-,-,-
'[19:14:03.096]',-,-,-
'[19:14:03.104]',-,-,-
'[19:14:03.112]',-,-,-
'[19:14:03.120]',-,-,-
'[19:14:03.128]',-,-,-
'[19:14:03.136]',-,-,-
'[19:14:03.144]',-,-,-
'[19:14:03.152]',-,-,-
'[19:14:03.160]',-,-,-
'[19:14:03.168]',-,-,-
'[19:14:03.176]',-,-,-
'[19:14:03.184]',-,-,-
'[19:14:03.192]',-,-,-
'[19:14:03.200]',-,-,-
'[19:14:03.208]',-,-,-
'[19:14:03.216]',-,-,-
'[19:14:03.224]',-,-,-
'[19:14:03.232]',-,-,-
'[19:14:03.240]',-,-,-
'[19:14:03.248]',-,-,-
'[19:14:03.256]',-,-,-
'[19:14:03.264]',-,-,-
'[19:14:03.272]',-,-,-
'[19:14:03.280]',-,-,-
'[19:14:03.288]',-,-,-
'[19:14:03.296]',-,-,-
'[19:14:03.304]',-,-,-
'[19:14:03.312]',-,-,-
'[19:14:03.320]',-,-,-
'[19:14:03.328]',-,-,-
'[19:14:03.336]',-,-,-
'[19:14:03.344]',-,-,-
'[19:14:03.352]',-,-,-
'[19:14:03.360]',-,-,-
'[19:14:03.368]',-,-,-
'[19:14:03.376]',-,-,-
'[19:14:03.384]',-,-,-
'[19:14:03.392]',-,-,-
'[19:14:03.400]',-,-,-
'[19:14:03.408]',-,-,-
'[19:14:03.416]',-,-,-
'[19:14:03.424]',-,-,-
'[19:14:03.432]',-,-,-
'[19:14:03.440]',-,-,-
'[19:14:03.448]',-,-,-
'[19:14:03.456]',-,-,-
'[19:14:03.464]',-,-,-
'[19:14:03.472]',-,-,-
'[19:14:03.480]',-,-,-
'[19:14:03.488]',-,-,-
'[19:14:03.496]',-,-,-
'[19:14:03.504]',-,-,-
'[19:14:03.512]',-,-,-
'[19:14:03.520]',-,-,-
'[19:14:03.528]',-,-,-
'[19:14:03.536]',-,-,-
'[19:14:03.544]',-,-,-
'[19:14:03.552]',-,-,-
