Time,II,PLETH,ABP
12:39:25.219,0.485,1.632,94.783
12:39:25.227,0.49,1.611,94.239
12:39:25.235,0.485,1.588,93.54
12:39:25.243,0.49,1.568,92.841
12:39:25.251,0.49,1.548,92.194
12:39:25.259,0.49,1.525,91.547
12:39:25.267,0.49,1.5,91.081
12:39:25.275,0.49,1.472,91.029
12:39:25.283,0.485,1.444,91.858
12:39:25.291,0.485,1.415,94.006
12:39:25.299,0.485,1.387,97.89
12:39:25.307,0.49,1.358,103.793
12:39:25.315,0.49,1.329,111.612
12:39:25.323,0.49,1.303,121.036
12:39:25.331,0.5,1.278,131.417
12:39:25.339,0.505,1.258,142.006
12:39:25.347,0.51,1.242,151.922
12:39:25.355,0.51,1.225,160.311
12:39:25.363,0.51,1.206,166.395
12:39:25.371,0.51,1.19,169.735
12:39:25.379,0.515,1.175,170.33
12:39:25.387,0.51,1.163,168.57
12:39:25.395,0.51,1.154,165.23
12:39:25.403,0.515,1.148,161.01
12:39:25.411,0.52,1.143,156.505
12:39:25.419,0.52,1.139,152.285
12:39:25.427,0.52,1.137,148.531
12:39:25.435,0.52,1.135,145.424
12:39:25.443,0.525,1.136,143.016
12:39:25.451,0.525,1.138,141.152
12:39:25.459,0.525,1.138,139.676
12:39:25.467,0.525,1.136,138.511
12:39:25.475,0.525,1.132,137.398
12:39:25.483,0.53,1.128,136.155
12:39:25.491,0.525,1.122,134.68
12:39:25.499,0.525,1.114,132.764
12:39:25.507,0.52,1.106,130.304
12:39:25.515,0.52,1.096,127.482
12:39:25.523,0.515,1.087,124.427
12:39:25.531,0.51,1.083,121.217
12:39:25.539,0.505,1.088,118.343
12:39:25.547,0.495,1.105,115.935
12:39:25.555,0.49,1.141,114.071
12:39:25.563,0.49,1.202,112.88
12:39:25.571,0.48,1.295,112.362
12:39:25.579,0.48,1.421,112.414
12:39:25.587,0.485,1.578,113.061
12:39:25.595,0.5,1.757,113.89
12:39:25.603,0.515,1.948,114.874
12:39:25.611,0.525,2.142,115.883
12:39:25.619,0.535,2.326,116.634
12:39:25.627,0.54,2.493,117.049
12:39:25.635,0.545,2.62,117.1
12:39:25.643,0.545,2.715,116.867
12:39:25.651,0.545,2.798,116.298
12:39:25.659,0.53,2.862,115.417
12:39:25.667,0.51,2.906,114.356
12:39:25.675,0.475,2.93,113.191
12:39:25.683,0.44,2.936,111.948
12:39:25.691,0.415,2.93,110.55
12:39:25.699,0.41,2.911,109.204
12:39:25.707,0.415,2.883,107.78
12:39:25.715,0.42,2.848,106.563
12:39:25.723,0.415,2.806,105.32
12:39:25.731,0.415,2.76,104.155
12:39:25.739,0.415,2.712,103.172
12:39:25.747,0.445,2.66,102.214
12:39:25.755,0.565,2.599,101.333
12:39:25.763,0.815,2.531,100.634
12:39:25.771,1.045,2.455,99.935
12:39:25.779,1.061,2.371,99.236
12:39:25.787,0.67,2.283,98.589
12:39:25.795,0.38,2.193,97.994
12:39:25.803,0.255,2.102,97.424
12:39:25.811,0.275,2.014,96.958
12:39:25.819,0.335,1.933,96.414
12:39:25.827,0.365,1.861,95.948
12:39:25.835,0.375,1.805,95.534
12:39:25.843,0.385,1.762,95.197
12:39:25.851,0.39,1.725,94.783
12:39:25.859,0.39,1.696,94.472
12:39:25.867,0.395,1.674,94.239
12:39:25.875,0.4,1.659,94.006
12:39:25.883,0.405,1.648,93.67
12:39:25.891,0.41,1.64,93.437
12:39:25.899,0.41,1.633,93.126
12:39:25.907,0.41,1.626,92.79
12:39:25.915,0.41,1.625,92.479
12:39:25.923,0.41,1.625,92.194
12:39:25.931,0.415,1.615,91.78
12:39:25.939,0.425,1.603,91.366
12:39:25.947,0.425,1.588,90.9
12:39:25.955,0.43,1.569,90.382
12:39:25.963,0.435,1.545,89.786
12:39:25.971,0.44,1.519,89.217
12:39:25.979,0.435,1.492,88.673
12:39:25.987,0.435,1.463,88.207
12:39:25.995,0.44,1.434,88.207
12:39:26.003,0.445,1.405,88.854
12:39:26.011,0.445,1.375,90.667
12:39:26.019,0.445,1.346,94.188
12:39:26.027,0.45,1.318,99.573
12:39:26.035,0.45,1.295,106.9
12:39:26.043,0.455,1.276,115.935
12:39:26.051,0.46,1.253,126.006
12:39:26.059,0.455,1.23,136.518
12:39:26.067,0.45,1.206,146.589
12:39:26.075,0.45,1.185,155.443
12:39:26.083,0.455,1.166,162.123
12:39:26.091,0.455,1.149,166.11
12:39:26.099,0.455,1.133,167.456
12:39:26.107,0.455,1.12,166.162
12:39:26.115,0.46,1.109,163.184
12:39:26.123,0.46,1.101,159.068
12:39:26.131,0.46,1.093,154.511
12:39:26.139,0.455,1.09,150.11
12:39:26.147,0.455,1.09,146.123
12:39:26.155,0.46,1.088,142.783
12:39:26.163,0.465,1.086,140.194
12:39:26.171,0.47,1.084,138.149
12:39:26.179,0.47,1.082,136.751
12:39:26.187,0.47,1.08,135.689
12:39:26.195,0.475,1.077,134.757
12:39:26.203,0.475,1.074,133.696
12:39:26.211,0.475,1.07,132.35
12:39:26.219,0.48,1.065,130.641
12:39:26.227,0.485,1.057,128.492
12:39:26.235,0.485,1.053,125.722
12:39:26.243,0.485,1.05,122.667
12:39:26.251,0.485,1.045,119.56
12:39:26.259,0.48,1.045,116.531
12:39:26.267,0.475,1.057,113.994
12:39:26.275,0.47,1.087,112.0
12:39:26.283,0.465,1.144,110.654
12:39:26.291,0.46,1.232,110.136
12:39:26.299,0.46,1.355,110.188
12:39:26.307,0.465,1.511,110.783
12:39:26.315,0.48,1.694,111.767
12:39:26.323,0.5,1.894,113.061
12:39:26.331,0.51,2.1,114.227
12:39:26.339,0.515,2.275,115.288
12:39:26.347,0.52,2.424,116.117
12:39:26.355,0.53,2.574,116.531
12:39:26.363,0.535,2.706,116.686
12:39:26.371,0.53,2.812,116.401
12:39:26.379,0.52,2.891,115.883
12:39:26.387,0.495,2.944,115.055
12:39:26.395,0.46,2.973,114.071
12:39:26.403,0.42,2.98,112.958
12:39:26.411,0.4,2.973,111.845
12:39:26.419,0.4,2.953,110.783
12:39:26.427,0.405,2.924,109.67
12:39:26.435,0.405,2.89,108.608
12:39:26.443,0.405,2.851,107.547
12:39:26.451,0.405,2.809,106.511
12:39:26.459,0.41,2.763,105.502
12:39:26.467,0.46,2.712,104.44
12:39:26.475,0.605,2.655,103.456
12:39:26.483,0.865,2.591,102.524
12:39:26.491,1.065,2.52,101.566
12:39:26.499,0.95,2.441,100.634
12:39:26.507,0.62,2.356,99.754
12:39:26.515,0.36,2.267,98.874
12:39:26.523,0.26,2.177,98.123
12:39:26.531,0.285,2.089,97.346
12:39:26.539,0.33,2.015,96.699
12:39:26.547,0.36,1.952,96.181
12:39:26.555,0.375,1.892,95.845
12:39:26.563,0.385,1.841,95.534
12:39:26.571,0.39,1.8,95.353
12:39:26.579,0.395,1.769,95.249
12:39:26.587,0.4,1.749,95.249
12:39:26.595,0.405,1.735,95.249
12:39:26.603,0.405,1.726,95.249
12:39:26.611,0.41,1.72,95.249
12:39:26.619,0.41,1.716,95.249
12:39:26.627,0.41,1.711,95.301
12:39:26.635,0.415,1.706,95.301
12:39:26.643,0.42,1.701,95.197
12:39:26.651,0.425,1.692,95.068
12:39:26.659,0.425,1.681,94.783
12:39:26.667,0.425,1.668,94.472
12:39:26.675,0.43,1.652,94.006
12:39:26.683,0.43,1.634,93.437
12:39:26.691,0.435,1.615,92.79
12:39:26.699,0.44,1.593,92.246
12:39:26.707,0.445,1.57,91.858
12:39:26.715,0.445,1.545,91.858
12:39:26.723,0.445,1.52,92.738
12:39:26.731,0.445,1.493,94.887
12:39:26.739,0.445,1.469,98.822
12:39:26.747,0.45,1.448,104.751
12:39:26.755,0.45,1.421,112.595
12:39:26.763,0.455,1.393,121.968
12:39:26.771,0.455,1.365,132.22
12:39:26.779,0.455,1.336,142.654
12:39:26.787,0.455,1.309,152.518
12:39:26.795,0.455,1.283,160.725
12:39:26.803,0.46,1.259,166.628
12:39:26.811,0.455,1.237,169.735
12:39:26.819,0.455,1.217,170.097
12:39:26.827,0.46,1.199,168.285
12:39:26.835,0.46,1.189,164.945
12:39:26.843,0.46,1.182,160.725
12:39:26.851,0.47,1.174,156.324
12:39:26.859,0.475,1.167,152.155
12:39:26.867,0.475,1.161,148.479
12:39:26.875,0.475,1.157,145.476
12:39:26.883,0.475,1.154,143.12
12:39:26.891,0.475,1.152,141.437
12:39:26.899,0.475,1.152,140.142
12:39:26.907,0.48,1.152,139.029
12:39:26.915,0.485,1.152,137.968
12:39:26.923,0.49,1.153,136.803
12:39:26.931,0.49,1.153,135.327
12:39:26.939,0.49,1.154,133.333
12:39:26.947,0.495,1.154,130.951
12:39:26.955,0.495,1.152,128.078
12:39:26.963,0.49,1.147,124.971
12:39:26.971,0.49,1.143,121.864
12:39:26.979,0.485,1.146,118.861
12:39:26.987,0.48,1.161,116.298
12:39:26.995,0.48,1.197,114.356
12:39:27.003,0.47,1.261,113.243
12:39:27.011,0.465,1.357,112.725
12:39:27.019,0.465,1.485,112.88
12:39:27.027,0.47,1.643,113.476
12:39:27.035,0.48,1.797,114.46
12:39:27.043,0.495,1.951,115.521
12:39:27.051,0.515,2.13,116.531
12:39:27.059,0.52,2.313,117.411
12:39:27.067,0.525,2.486,117.981
12:39:27.075,0.535,2.638,118.291
12:39:27.083,0.535,2.764,118.162
12:39:27.091,0.535,2.862,117.748
12:39:27.099,0.535,2.932,117.1
12:39:27.107,0.515,2.976,116.168
12:39:27.115,0.485,2.997,115.107
12:39:27.123,0.445,3.001,113.942
12:39:27.131,0.41,2.99,112.647
12:39:27.139,0.4,2.968,111.43
12:39:27.147,0.4,2.937,110.188
12:39:27.155,0.4,2.9,108.971
12:39:27.163,0.405,2.858,107.78
12:39:27.171,0.405,2.81,106.744
12:39:27.179,0.405,2.758,105.683
12:39:27.187,0.41,2.699,104.621
12:39:27.195,0.475,2.633,103.56
12:39:27.203,0.66,2.562,102.628
12:39:27.211,0.94,2.483,101.748
12:39:27.219,1.061,2.398,100.867
12:39:27.227,0.855,2.309,100.117
12:39:27.235,0.52,2.227,99.417
12:39:27.243,0.3,2.15,98.874
12:39:27.251,0.255,2.067,98.304
12:39:27.259,0.3,1.986,97.89
12:39:27.267,0.34,1.911,97.528
12:39:27.275,0.36,1.846,97.243
12:39:27.283,0.37,1.793,97.01
12:39:27.291,0.375,1.752,96.699
12:39:27.299,0.385,1.721,96.595
12:39:27.307,0.385,1.7,96.544
12:39:27.315,0.385,1.684,96.466
12:39:27.323,0.39,1.674,96.466
12:39:27.331,0.39,1.665,96.466
12:39:27.339,0.395,1.659,96.414
12:39:27.347,0.4,1.653,96.311
12:39:27.355,0.4,1.645,96.129
12:39:27.363,0.4,1.635,95.845
12:39:27.371,0.405,1.624,95.482
12:39:27.379,0.41,1.61,95.068
12:39:27.387,0.41,1.593,94.472
12:39:27.395,0.415,1.574,93.851
12:39:27.403,0.415,1.552,93.256
12:39:27.411,0.415,1.528,92.479
12:39:27.419,0.415,1.502,91.78
12:39:27.427,0.415,1.475,91.21
12:39:27.435,0.41,1.452,90.9
12:39:27.443,0.41,1.431,91.262
12:39:27.451,0.41,1.406,92.427
12:39:27.459,0.415,1.379,95.12
12:39:27.467,0.415,1.352,99.702
12:39:27.475,0.415,1.324,106.33
12:39:27.483,0.425,1.296,114.641
12:39:27.491,0.43,1.27,124.427
12:39:27.499,0.43,1.244,134.861
12:39:27.507,0.435,1.221,145.294
12:39:27.515,0.44,1.198,154.744
12:39:27.523,0.44,1.179,162.304
12:39:27.531,0.44,1.165,167.275
12:39:27.539,0.445,1.155,169.502
12:39:27.547,0.445,1.144,169.087
12:39:27.555,0.45,1.133,166.628
12:39:27.563,0.45,1.124,162.822
12:39:27.571,0.45,1.117,158.421
12:39:27.579,0.455,1.111,153.968
12:39:27.587,0.455,1.108,149.981
12:39:27.595,0.46,1.106,146.485
12:39:27.603,0.46,1.105,143.715
12:39:27.611,0.465,1.105,141.618
12:39:27.619,0.46,1.104,139.909
12:39:27.627,0.465,1.103,138.667
12:39:27.635,0.47,1.105,137.553
12:39:27.643,0.475,1.108,136.44
12:39:27.651,0.48,1.107,135.094
12:39:27.659,0.475,1.104,133.411
12:39:27.667,0.475,1.099,131.236
12:39:27.675,0.47,1.092,128.647
12:39:27.683,0.47,1.083,125.722
12:39:27.691,0.465,1.076,122.615
12:39:27.699,0.46,1.073,119.638
12:39:27.707,0.455,1.081,116.997
12:39:27.715,0.45,1.107,114.822
12:39:27.723,0.445,1.157,113.294
12:39:27.731,0.435,1.222,112.466
12:39:27.739,0.43,1.308,112.311
12:39:27.747,0.43,1.433,112.647
12:39:27.755,0.44,1.589,113.424
12:39:27.763,0.455,1.77,114.408
12:39:27.771,0.47,1.965,115.417
12:39:27.779,0.485,2.161,116.298
12:39:27.787,0.49,2.348,116.945
12:39:27.795,0.495,2.516,117.282
12:39:27.803,0.5,2.659,117.23
12:39:27.811,0.505,2.773,116.816
12:39:27.819,0.5,2.858,116.117
12:39:27.827,0.49,2.916,115.184
12:39:27.835,0.465,2.945,114.123
12:39:27.843,0.43,2.954,112.88
12:39:27.851,0.395,2.952,111.612
12:39:27.859,0.38,2.939,110.239
12:39:27.867,0.375,2.917,108.841
12:39:27.875,0.375,2.887,107.495
12:39:27.883,0.38,2.85,106.149
12:39:27.891,0.38,2.808,104.984
12:39:27.899,0.38,2.761,103.871
12:39:27.907,0.38,2.709,102.809
12:39:27.915,0.41,2.649,101.877
12:39:27.923,0.535,2.583,100.997
12:39:27.931,0.78,2.517,100.22
12:39:27.939,1.0,2.45,99.469
12:39:27.947,1.015,2.37,98.822
12:39:27.955,0.63,2.284,98.175
12:39:27.963,0.355,2.188,97.528
12:39:27.971,0.229,2.086,97.01
12:39:27.979,0.245,1.994,96.414
12:39:27.987,0.3,1.912,96.0
12:39:27.995,0.33,1.841,95.534
12:39:28.003,0.345,1.782,95.197
12:39:28.011,0.355,1.735,94.835
12:39:28.019,0.365,1.7,94.602
12:39:28.027,0.37,1.675,94.317
12:39:28.035,0.37,1.66,94.136
12:39:28.043,0.37,1.65,93.851
12:39:28.051,0.375,1.642,93.67
12:39:28.059,0.38,1.635,93.489
12:39:28.067,0.38,1.629,93.256
12:39:28.075,0.375,1.62,92.971
12:39:28.083,0.375,1.61,92.66
12:39:28.091,0.38,1.597,92.375
12:39:28.099,0.385,1.583,91.909
12:39:28.107,0.39,1.566,91.443
12:39:28.115,0.39,1.547,90.9
12:39:28.123,0.39,1.526,90.382
12:39:28.131,0.395,1.507,89.735
12:39:28.139,0.4,1.489,89.087
12:39:28.147,0.4,1.466,88.57
12:39:28.155,0.4,1.441,88.026
12:39:28.163,0.405,1.413,87.974
12:39:28.171,0.41,1.385,88.673
12:39:28.179,0.415,1.357,90.563
12:39:28.187,0.41,1.328,94.084
12:39:28.195,0.41,1.3,99.573
12:39:28.203,0.415,1.273,107.029
12:39:28.211,0.42,1.246,116.168
12:39:28.219,0.425,1.221,126.369
12:39:28.227,0.43,1.196,136.984
12:39:28.235,0.435,1.177,147.236
12:39:28.243,0.43,1.162,156.142
12:39:28.251,0.435,1.145,162.822
12:39:28.259,0.43,1.128,166.809
12:39:28.267,0.425,1.112,167.974
12:39:28.275,0.425,1.099,166.706
12:39:28.283,0.43,1.088,163.469
12:39:28.291,0.43,1.08,159.249
12:39:28.299,0.435,1.074,154.667
12:39:28.307,0.44,1.069,150.162
12:39:28.315,0.445,1.065,146.175
12:39:28.323,0.45,1.064,142.783
12:39:28.331,0.45,1.065,140.272
12:39:28.339,0.45,1.066,138.33
12:39:28.347,0.45,1.066,136.854
12:39:28.355,0.455,1.065,135.819
12:39:28.363,0.46,1.062,134.939
12:39:28.371,0.46,1.059,133.929
12:39:28.379,0.465,1.055,132.764
12:39:28.387,0.47,1.05,131.055
12:39:28.395,0.47,1.044,128.958
12:39:28.403,0.475,1.036,126.317
12:39:28.411,0.47,1.027,123.392
12:39:28.419,0.465,1.022,120.285
12:39:28.427,0.46,1.022,117.411
12:39:28.435,0.46,1.032,114.951
12:39:28.443,0.455,1.058,113.061
12:39:28.451,0.455,1.108,111.767
12:39:28.459,0.445,1.189,111.249
12:39:28.467,0.44,1.304,111.301
12:39:28.475,0.44,1.454,111.845
12:39:28.483,0.45,1.631,112.777
12:39:28.491,0.47,1.83,113.942
12:39:28.499,0.49,2.036,115.003
12:39:28.507,0.5,2.239,115.935
12:39:28.515,0.5,2.426,116.634
12:39:28.523,0.51,2.591,116.997
12:39:28.531,0.515,2.713,116.997
12:39:28.539,0.52,2.8,116.634
12:39:28.547,0.525,2.873,115.935
12:39:28.555,0.515,2.926,115.107
12:39:28.563,0.49,2.958,114.123
12:39:28.571,0.45,2.97,112.958
12:39:28.579,0.41,2.966,111.663
12:39:28.587,0.395,2.949,110.421
12:39:28.595,0.39,2.923,109.256
12:39:28.603,0.39,2.89,108.142
12:39:28.611,0.395,2.85,106.977
12:39:28.619,0.395,2.806,105.916
12:39:28.627,0.4,2.758,104.984
12:39:28.635,0.41,2.708,104.026
12:39:28.643,0.46,2.655,103.223
12:39:28.651,0.615,2.592,102.395
12:39:28.659,0.891,2.521,101.696
12:39:28.667,1.07,2.443,100.997
12:39:28.675,0.916,2.358,100.401
12:39:28.683,0.58,2.268,99.935
12:39:28.691,0.33,2.177,99.417
12:39:28.699,0.25,2.088,98.951
12:39:28.707,0.285,2.006,98.46
12:39:28.715,0.33,1.932,98.123
12:39:28.723,0.355,1.869,97.709
12:39:28.731,0.37,1.822,97.424
12:39:28.739,0.375,1.787,97.243
12:39:28.747,0.38,1.76,97.061
12:39:28.755,0.385,1.739,96.88
12:39:28.763,0.39,1.725,96.647
12:39:28.771,0.39,1.717,96.544
12:39:28.779,0.39,1.711,96.414
12:39:28.787,0.395,1.706,96.311
12:39:28.795,0.4,1.701,96.129
12:39:28.803,0.4,1.693,95.948
12:39:28.811,0.405,1.682,95.663
12:39:28.819,0.41,1.669,95.301
12:39:28.827,0.41,1.653,94.887
12:39:28.835,0.415,1.637,94.472
12:39:28.843,0.415,1.621,93.903
12:39:28.851,0.415,1.601,93.359
12:39:28.859,0.415,1.578,92.738
12:39:28.867,0.415,1.552,92.013
12:39:28.875,0.415,1.526,91.495
12:39:28.883,0.415,1.499,91.262
12:39:28.891,0.415,1.471,91.495
12:39:28.899,0.415,1.443,92.608
12:39:28.907,0.425,1.414,95.197
12:39:28.915,0.43,1.387,99.521
12:39:28.923,0.43,1.36,105.916
12:39:28.931,0.43,1.337,114.123
12:39:28.939,0.43,1.318,123.728
12:39:28.947,0.435,1.296,134.11
12:39:28.955,0.435,1.274,144.544
12:39:28.963,0.44,1.252,154.149
12:39:28.971,0.445,1.232,161.942
12:39:28.979,0.445,1.213,167.275
12:39:28.987,0.45,1.197,169.916
12:39:28.995,0.45,1.184,169.916
12:39:29.003,0.455,1.172,167.819
12:39:29.011,0.455,1.161,164.246
12:39:29.019,0.46,1.152,160.026
12:39:29.027,0.465,1.146,155.625
12:39:29.035,0.47,1.144,151.508
12:39:29.043,0.47,1.144,147.935
12:39:29.051,0.47,1.142,145.061
12:39:29.059,0.47,1.14,142.783
12:39:29.067,0.475,1.137,141.074
12:39:29.075,0.475,1.134,139.728
12:39:29.083,0.48,1.13,138.615
12:39:29.091,0.48,1.126,137.553
12:39:29.099,0.48,1.121,136.388
12:39:29.107,0.485,1.114,134.809
12:39:29.115,0.49,1.107,132.867
12:39:29.123,0.49,1.097,130.356
12:39:29.131,0.495,1.091,127.482
12:39:29.139,0.49,1.086,124.375
12:39:29.147,0.485,1.081,121.217
12:39:29.155,0.48,1.082,118.343
12:39:29.163,0.48,1.096,115.987
12:39:29.171,0.48,1.13,114.304
12:39:29.179,0.475,1.192,113.243
12:39:29.187,0.47,1.285,112.88
12:39:29.195,0.47,1.413,113.113
12:39:29.203,0.47,1.572,113.89
12:39:29.211,0.485,1.753,114.874
12:39:29.219,0.505,1.946,115.935
12:39:29.227,0.52,2.117,116.997
12:39:29.235,0.53,2.269,117.799
12:39:29.243,0.535,2.426,118.214
12:39:29.251,0.54,2.572,118.343
12:39:29.259,0.54,2.695,118.162
12:39:29.267,0.545,2.791,117.696
12:39:29.275,0.54,2.86,116.867
12:39:29.283,0.53,2.904,115.883
12:39:29.291,0.505,2.927,114.641
12:39:29.299,0.46,2.931,113.476
12:39:29.307,0.42,2.921,112.233
12:39:29.315,0.41,2.9,111.016
12:39:29.323,0.405,2.872,109.722
12:39:29.331,0.405,2.838,108.557
12:39:29.339,0.405,2.8,107.392
12:39:29.347,0.405,2.757,106.252
12:39:29.355,0.41,2.708,105.139
12:39:29.363,0.42,2.653,104.207
12:39:29.371,0.48,2.592,103.275
12:39:29.379,0.655,2.524,102.395
12:39:29.387,0.93,2.448,101.644
12:39:29.395,1.061,2.364,100.867
12:39:29.403,0.865,2.275,100.168
12:39:29.411,0.535,2.183,99.521
12:39:29.419,0.315,2.091,99.003
12:39:29.427,0.26,2.012,98.408
12:39:29.435,0.295,1.943,97.994
12:39:29.443,0.34,1.875,97.579
12:39:29.451,0.36,1.813,97.294
12:39:29.459,0.365,1.761,97.01
12:39:29.467,0.37,1.721,96.777
12:39:29.475,0.37,1.691,96.647
12:39:29.483,0.375,1.67,96.544
12:39:29.491,0.375,1.655,96.414
12:39:29.499,0.37,1.645,96.233
12:39:29.507,0.37,1.637,96.181
12:39:29.515,0.375,1.63,96.078
12:39:29.523,0.38,1.624,95.948
12:39:29.531,0.38,1.617,95.663
12:39:29.539,0.38,1.609,95.353
12:39:29.547,0.38,1.598,94.887
12:39:29.555,0.38,1.585,94.421
12:39:29.563,0.38,1.568,93.773
12:39:29.571,0.38,1.548,93.204
12:39:29.579,0.38,1.526,92.479
12:39:29.587,0.38,1.501,91.728
12:39:29.595,0.385,1.475,90.977
12:39:29.603,0.385,1.449,90.33
12:39:29.611,0.385,1.421,89.916
12:39:29.619,0.385,1.393,90.019
12:39:29.627,0.385,1.369,91.029
12:39:29.635,0.39,1.347,93.489
12:39:29.643,0.395,1.323,97.812
12:39:29.651,0.395,1.296,104.104
12:39:29.659,0.39,1.27,112.181
12:39:29.667,0.39,1.243,121.735
12:39:29.675,0.395,1.218,132.117
12:39:29.683,0.4,1.194,142.498
12:39:29.691,0.405,1.171,152.052
12:39:29.699,0.405,1.151,159.845
12:39:29.707,0.405,1.132,165.23
12:39:29.715,0.405,1.115,167.871
12:39:29.723,0.4,1.102,167.819
12:39:29.731,0.395,1.095,165.644
12:39:29.739,0.4,1.091,161.994
12:39:29.747,0.405,1.087,157.54
12:39:29.755,0.405,1.084,153.036
12:39:29.763,0.405,1.082,148.867
12:39:29.771,0.405,1.08,145.191
12:39:29.779,0.41,1.079,142.188
12:39:29.787,0.41,1.078,139.858
12:39:29.795,0.41,1.077,138.097
12:39:29.803,0.415,1.076,136.803
12:39:29.811,0.415,1.075,135.689
12:39:29.819,0.42,1.074,134.576
12:39:29.827,0.425,1.075,133.282
12:39:29.835,0.425,1.077,131.754
12:39:29.843,0.425,1.075,129.657
