Time,II,PLETH,ABP
09:08:57.616,,,
09:08:57.624,,,
09:08:57.632,,,
09:08:57.640,,,
09:08:57.648,,,
09:08:57.656,,,
09:08:57.664,,,
09:08:57.672,,,
09:08:57.680,,,
09:08:57.688,,,
09:08:57.696,,,
09:08:57.704,,,
09:08:57.712,,,
09:08:57.720,,,
09:08:57.728,,,
09:08:57.736,,,
09:08:57.744,,,
09:08:57.752,,,
09:08:57.760,,,
09:08:57.768,,,
09:08:57.776,,,
09:08:57.784,,,
09:08:57.792,,,
09:08:57.800,,,
09:08:57.808,,,
09:08:57.816,,,
09:08:57.824,,,
09:08:57.832,,,
09:08:57.840,,,
09:08:57.848,,,
09:08:57.856,,,
09:08:57.864,,,
09:08:57.872,,,
09:08:57.880,,,
09:08:57.888,,,
09:08:57.896,,,
09:08:57.904,,,
09:08:57.912,,,
09:08:57.920,,,
09:08:57.928,,,
09:08:57.936,,,
09:08:57.944,,,
09:08:57.952,,,
09:08:57.960,,,
09:08:57.968,,,
09:08:57.976,,,
09:08:57.984,,,
09:08:57.992,,,
09:08:58.000,,,
09:08:58.008,,,
09:08:58.016,,,
09:08:58.024,,,
09:08:58.032,,,
09:08:58.040,,,
09:08:58.048,,,
09:08:58.056,,,
09:08:58.064,,,
09:08:58.072,,,
09:08:58.080,,,
09:08:58.088,,,
09:08:58.096,,,
09:08:58.104,,,
09:08:58.112,,,
09:08:58.120,,,
09:08:58.128,,,
09:08:58.136,,,
09:08:58.144,,,
09:08:58.152,,,
09:08:58.160,,,
09:08:58.168,,,
09:08:58.176,,,
09:08:58.184,,,
09:08:58.192,,,
09:08:58.200,,,
09:08:58.208,,,
09:08:58.216,,,
09:08:58.224,,,
09:08:58.232,,,
09:08:58.240,,,
09:08:58.248,,,
09:08:58.256,,,
09:08:58.264,,,
09:08:58.272,,,
09:08:58.280,,,
09:08:58.288,,,
09:08:58.296,,,
09:08:58.304,,,
09:08:58.312,,,
09:08:58.320,,,
09:08:58.328,,,
09:08:58.336,,,
09:08:58.344,,,
09:08:58.352,,,
09:08:58.360,,,
09:08:58.368,,,
09:08:58.376,,,
09:08:58.384,,,
09:08:58.392,,,
09:08:58.400,,,
09:08:58.408,,,
09:08:58.416,,,
09:08:58.424,,,
09:08:58.432,,,
09:08:58.440,,,
09:08:58.448,,,
09:08:58.456,,,
09:08:58.464,,,
09:08:58.472,,,
09:08:58.480,,,
09:08:58.488,,,
09:08:58.496,,,
09:08:58.504,,,
09:08:58.512,,,
09:08:58.520,,,
09:08:58.528,,,
09:08:58.536,,,
09:08:58.544,,,
09:08:58.552,,,
09:08:58.560,,,
09:08:58.568,,,
09:08:58.576,,,
09:08:58.584,,,
09:08:58.592,,,
09:08:58.600,,,
09:08:58.608,,,
09:08:58.616,,,
09:08:58.624,,,
09:08:58.632,,,
09:08:58.640,,,
09:08:58.648,,,
09:08:58.656,,,
09:08:58.664,,,
09:08:58.672,,,
09:08:58.680,,,
09:08:58.688,,,
09:08:58.696,,,
09:08:58.704,,,
09:08:58.712,,,
09:08:58.720,,,
09:08:58.728,,,
09:08:58.736,,,
09:08:58.744,,,
09:08:58.752,,,
09:08:58.760,,,
09:08:58.768,,,
09:08:58.776,,,
09:08:58.784,,,
09:08:58.792,,,
09:08:58.800,,,
09:08:58.808,,,
09:08:58.816,,,
09:08:58.824,,,
09:08:58.832,,,
09:08:58.840,,,
09:08:58.848,,,
09:08:58.856,,,
09:08:58.864,,,
09:08:58.872,,,
09:08:58.880,,,
09:08:58.888,,,
09:08:58.896,,,
09:08:58.904,,,
09:08:58.912,,,
09:08:58.920,,,
09:08:58.928,,,
09:08:58.936,,,
09:08:58.944,,,
09:08:58.952,,,
09:08:58.960,,,
09:08:58.968,,,
09:08:58.976,,,
09:08:58.984,,,
09:08:58.992,,,
09:08:59.000,,,
09:08:59.008,,,
09:08:59.016,,,
09:08:59.024,,,
09:08:59.032,,,
09:08:59.040,,,
09:08:59.048,,,
09:08:59.056,,,
09:08:59.064,,,
09:08:59.072,,,
09:08:59.080,,,
09:08:59.088,,,
09:08:59.096,,,
09:08:59.104,,,
09:08:59.112,,,
09:08:59.120,,,
09:08:59.128,,,
09:08:59.136,,,
09:08:59.144,,,
09:08:59.152,,,
09:08:59.160,,,
09:08:59.168,,,
09:08:59.176,,,
09:08:59.184,,,
09:08:59.192,,,
09:08:59.200,,,
09:08:59.208,,,
09:08:59.216,,,
09:08:59.224,,,
09:08:59.232,,,
09:08:59.240,,,
09:08:59.248,,,
09:08:59.256,,,
09:08:59.264,,,
09:08:59.272,,,
09:08:59.280,,,
09:08:59.288,,,
09:08:59.296,,,
09:08:59.304,,,
09:08:59.312,,,
09:08:59.320,,,
09:08:59.328,,,
09:08:59.336,,,
09:08:59.344,,,
09:08:59.352,,,
09:08:59.360,,,
09:08:59.368,,,
09:08:59.376,,,
09:08:59.384,,,
09:08:59.392,,,
09:08:59.400,,,
09:08:59.408,,,
09:08:59.416,,,
09:08:59.424,,,
09:08:59.432,,,
09:08:59.440,,,
09:08:59.448,,,
09:08:59.456,,,
09:08:59.464,,,
09:08:59.472,,,
09:08:59.480,,,
09:08:59.488,,,
09:08:59.496,,,
09:08:59.504,,,
09:08:59.512,,,
09:08:59.520,,,
09:08:59.528,,,
09:08:59.536,,,
09:08:59.544,,,
09:08:59.552,,,
09:08:59.560,,,
09:08:59.568,,,
09:08:59.576,,,
09:08:59.584,,,
09:08:59.592,,,
09:08:59.600,,,
09:08:59.608,,,
09:08:59.616,,,
09:08:59.624,,,
09:08:59.632,,,
09:08:59.640,,,
09:08:59.648,,,
09:08:59.656,,,
09:08:59.664,,,
09:08:59.672,,,
09:08:59.680,,,
09:08:59.688,,,
09:08:59.696,,,
09:08:59.704,,,
09:08:59.712,,,
09:08:59.720,,,
09:08:59.728,,,
09:08:59.736,,,
09:08:59.744,,,
09:08:59.752,,,
09:08:59.760,,,
09:08:59.768,,,
09:08:59.776,,,
09:08:59.784,,,
09:08:59.792,,,
09:08:59.800,,,
09:08:59.808,,,
09:08:59.816,,,
09:08:59.824,,,
09:08:59.832,,,
09:08:59.840,,,
09:08:59.848,,,
09:08:59.856,,,
09:08:59.864,,,
09:08:59.872,,,
09:08:59.880,,,
09:08:59.888,,,
09:08:59.896,,,
09:08:59.904,,,
09:08:59.912,,,
09:08:59.920,,,
09:08:59.928,,,
09:08:59.936,,,
09:08:59.944,,,
09:08:59.952,,,
09:08:59.960,,,
09:08:59.968,,,
09:08:59.976,,,
09:08:59.984,,,
09:08:59.992,,,
09:09:00.000,,,
09:09:00.008,,,
09:09:00.016,,,
09:09:00.024,,,
09:09:00.032,,,
09:09:00.040,,,
09:09:00.048,,,
09:09:00.056,,,
09:09:00.064,,,
09:09:00.072,,,
09:09:00.080,,,
09:09:00.088,,,
09:09:00.096,,,
09:09:00.104,,,
09:09:00.112,,,
09:09:00.120,,,
09:09:00.128,,,
09:09:00.136,,,
09:09:00.144,,,
09:09:00.152,,,
09:09:00.160,,,
09:09:00.168,,,
09:09:00.176,,,
09:09:00.184,,,
09:09:00.192,,,
09:09:00.200,,,
09:09:00.208,,,
09:09:00.216,,,
09:09:00.224,,,
09:09:00.232,,,
09:09:00.240,,,
09:09:00.248,,,
09:09:00.256,,,
09:09:00.264,,,
09:09:00.272,,,
09:09:00.280,,,
09:09:00.288,,,
09:09:00.296,,,
09:09:00.304,,,
09:09:00.312,,,
09:09:00.320,,,
09:09:00.328,,,
09:09:00.336,,,
09:09:00.344,,,
09:09:00.352,,,
09:09:00.360,,,
09:09:00.368,,,
09:09:00.376,,,
09:09:00.384,,,
09:09:00.392,,,
09:09:00.400,,,
09:09:00.408,,,
09:09:00.416,,,
09:09:00.424,,,
09:09:00.432,,,
09:09:00.440,,,
09:09:00.448,,,
09:09:00.456,,,
09:09:00.464,,,
09:09:00.472,,,
09:09:00.480,,,
09:09:00.488,,,
09:09:00.496,,,
09:09:00.504,,,
09:09:00.512,,,
09:09:00.520,,,
09:09:00.528,,,
09:09:00.536,,,
09:09:00.544,,,
09:09:00.552,,,
09:09:00.560,,,
09:09:00.568,,,
09:09:00.576,,,
09:09:00.584,,,
09:09:00.592,,,
09:09:00.600,,,
09:09:00.608,,,
09:09:00.616,,,
09:09:00.624,,,
09:09:00.632,,,
09:09:00.640,,,
09:09:00.648,,,
09:09:00.656,,,
09:09:00.664,,,
09:09:00.672,,,
09:09:00.680,,,
09:09:00.688,,,
09:09:00.696,,,
09:09:00.704,,,
09:09:00.712,,,
09:09:00.720,,,
09:09:00.728,,,
09:09:00.736,,,
09:09:00.744,,,
09:09:00.752,,,
09:09:00.760,,,
09:09:00.768,,,
09:09:00.776,,,
09:09:00.784,,,
09:09:00.792,,,
09:09:00.800,,,
09:09:00.808,,,
09:09:00.816,,,
09:09:00.824,,,
09:09:00.832,,,
09:09:00.840,,,
09:09:00.848,,,
09:09:00.856,,,
09:09:00.864,,,
09:09:00.872,,,
09:09:00.880,,,
09:09:00.888,,,
09:09:00.896,,,
09:09:00.904,,,
09:09:00.912,,,
09:09:00.920,,,
09:09:00.928,,,
09:09:00.936,,,
09:09:00.944,,,
09:09:00.952,,,
09:09:00.960,,,
09:09:00.968,,,
09:09:00.976,,,
09:09:00.984,,,
09:09:00.992,,,
09:09:01.000,,,
09:09:01.008,,,
09:09:01.016,,,
09:09:01.024,,,
09:09:01.032,,,
09:09:01.040,,,
09:09:01.048,,,
09:09:01.056,,,
09:09:01.064,,,
09:09:01.072,,,
09:09:01.080,,,
09:09:01.088,,,
09:09:01.096,,,
09:09:01.104,,,
09:09:01.112,,,
09:09:01.120,,,
09:09:01.128,,,
09:09:01.136,,,
09:09:01.144,,,
09:09:01.152,,,
